obs,time,elapsed,date,hhmmss,averaging,instrument,row,column,spad1,spad2,spad,operator,temp,event,event_short,block,leaf,tree,TIME,E,Emm,A,Ca,Ci,Pci,Pca,gsw,gbw,gtw,gtc,Rabs,TleafEB,TleafCnd,SVPleaf,RHcham,VPcham,SVPcham,VPDleaf,LatHFlux,SenHFlux,NetTherm,EBSum,Asty,Esty,Adyn,Crd,Csd,dCsd/dt,αVc,Edyn,Hr,Hs,dHs/dt,αVh,Leak,LeakPct,CorrFact,CorrFactPct,Fan,DarkAdaptedID,Qmax_d,Fo,Fm,Fv/Fm,A_dark,LightAdaptedID,Qmax,Fs,Fm',PhiPS2,PS2/1,Qabs_fs,A_fs,ETR,PhiCO2,NPQ,alt. Fo',DarkPulseID,Fmin,Fo',Fv'/Fm',qP,qN,qP_Fo,qN_Fo,qL,1-qL,Qin,Qabs,alpha,convert,S,K,Geometry,Custom,UseDynamic,TIME,CO2_s,CO2_r,H2O_s,H2O_r,CO2_a,H2O_a,Flow,Pa,ΔPcham,Tair,Tleaf,Tleaf2,Offset,Offset2,Fan_speed,Qamb_in,Qamb_out,Q,f_red,f_blue,f_farred,F,Q_modavg,F_dc,Pc,Tled,TDigital,TPreamp,TPwrSpy,TDrive,Q_red,Q_blue,Q_farred,TSPF,state,F_avg,dF/dt,dF_dc/dt,F_dc_avg,period,time,hhmmss,co2_t,h2o_t,count,co2_adj,h2o_adj,co2_match,h2o_match,co2_at,h2o_at,co2_cv,h2o_cv,MatchValveR,MatchValveS,MatchCO2,MatchH2O,cf_co2_a,cf_co2_b,cf_co2_c,cf_co2_d,cf_h2o_a,cf_h2o_b,cf_h2o_c,cf_h2o_d,co2_fit_low,co2_fit_high,h2o_fit_low,h2o_fit_high,co2_elapsed,h2o_elapsed,CO2_f,CO2_f_s,Pump_f,Pump_f_s,Pump_p,Pump_p_s,Tboard,V_system,DIAG,Flow_s,Flow_r,Txchg,Tirga,Tchopper,Ts,Tr,CO2_%,Desiccant_%,Humidifier_%,Txchg_sp,CO2_r_sp,H2O_r_sp,SS_s,SS_r
11,1658768886,1494.1,20220725 10:08:06,10:08:06,5,Gandalf,10,12,33.9,35.2,34.5,ch,30,LC-102 5C,5C,large,12,LCOR-561,1658768878,0.005540527,5.540527339,36.48797683,796.9210968,618.6528734,62.37644074,80.35055474,0.385158389,2.942794958,0.359184864,0.226678032,241.7331937,30.37365964,30.37365964,4.352750234,65.48873195,2.853053011,4.356555587,1.499697224,-244.3372556,2.420471424,0.183576691,-1.38478E-05,36.48797683,5.540527339,36.57364731,858.2412026,820.7456121,0.014646055,67.17008804,5.468153725,22.88081084,28.20297394,-0.001606319,78.55,0,0,1,0,52681.67008,RECT-316-20201105-17_55_35,10214.9,1337.403655,3225.17,0.585323051,-10.23143349,RECT-11-20220725-10_07_23,10140.8,862.9692692,1246.79,0.307847136,0.5,1261.192297,36.48797683,194.1272183,0.037043844,1.586778848,806.6364063,-,0,806.6364063,0.353029455,0.872015443,0.818008071,-4.235793522,1.048000461,0.815092064,0.184907936,1499.978065,1261.192297,0.84080716,0.161157819,6,0.5,0: Broadleaf,2,FALSE,1658768878,796.9210968,837.8231613,28.29673226,22.91315161,798.5231613,28.12995484,600.0187097,100.7261613,0.100074916,30.38891613,30.04601613,999.9,0,0,10003.06129,0,115.6060323,1499.978065,0.973005,0.026995313,0,862.8659677,4.99935,14938.76129,14584.72581,39.96541935,41.52596774,39.88283871,38.87074194,40.97354839,1454.62129,40.35741935,0,119.8,0,862.9692692,20.11695728,306.0512823,14942.29231,15,1658768806,10:06:46,1658768806,1658768691,10,0.053,0.015,-1.42,0.167,611,24,0.12,0.05,100,100,-1.602,0.1667,-0.508668669,-0.001910337,7.34503E-07,-7.10469E-11,0.16677,0,0,0,2,2150,-1,-1,1.3,3.3,1.82739,2.37915,1.5979,2.33154,1.59424,2.38892,35.638,15.2265,18,632.051,373.706,29.8844,32.7171,29.9994,32.7001,32.6554,36.5887,40.3696,67.3907,29.8897,839.274,23.0946,99.415,99.47
12,1658769023,1631.1,20220725 10:10:23,10:10:23,5,Gandalf,10,12,33.9,35.2,34.5,ch,30,LC-102 5C,5C,large,12,LCOR-561,1658769015,0.005279382,5.279382063,35.57028461,999.3063333,816.6819342,82.34426383,100.7578849,0.374978607,2.941695645,0.350304195,0.221021576,241.7432864,30.28780179,30.28780179,4.331389081,66.36831104,2.866063887,4.318422213,1.465325194,-232.820749,-8.294152663,-0.628547336,-0.000162583,35.57028461,5.279382063,35.5082764,1064.602667,1028.321879,-0.016663075,67.09883958,5.238432115,23.26371149,28.35809455,-0.000861404,78.55,0,0,1,0,52676.75955,RECT-316-20201105-17_55_35,10214.9,1337.403655,3225.17,0.585323051,-10.23143349,RECT-12-20220725-10_09_40,10150.9,855.0176923,1224.58,0.301786986,0.5,1261.24443,35.57028461,190.3135778,0.036314704,1.633694818,797.2811136,-,0,797.2811136,0.348935052,0.86488011,0.824003937,-3.275574695,1.059765688,0.806477554,0.193522446,1500.04,1261.24443,0.840807199,0.161157893,6,0.5,0: Broadleaf,2,FALSE,1658769015,999.3063333,1040.152333,28.42532667,23.29601333,1001.103333,28.25855667,600.0000667,100.7278333,0.09999251,30.23550333,29.89926667,999.9,0,0,9996.643,0,116.4048,1500.04,0.973003167,0.026996963,0,855.3209,4.99935,14786.12667,14585.32333,38.78306667,40.49133333,38.87886667,38.79973333,40.60386667,1454.679333,40.361,0,136.5,0,855.0176923,-85.46994857,-1669.254697,14778.61154,15,1658769064,10:11:03,1658769064,1658768691,11,-0.03,0.015,-1.797,0.167,1013,24,0.22,0.05,100,100,-1.797,0.1668,-0.508668669,-0.001910337,7.34503E-07,-7.10469E-11,0.16677,0,0,0,2,2150,-1,-1,3.6,5.5,2.18872,2.37671,1.5979,2.3291,1.59424,2.35474,35.7078,15.1915,18,635.124,371.292,29.0648,32.851,30.0009,32.8483,32.803,43.8089,40.4202,64.6023,29.0858,1040.67,23.0007,99.3851,99.4413
13,1658769145,1752.6,20220725 10:12:24,10:12:24,5,Gandalf,10,12,33.9,35.2,34.5,ch,30,LC-102 5C,5C,large,12,LCOR-561,1658769137,0.00554441,5.544409593,37.53952363,1195.985806,1005.696314,101.3992216,120.5851391,0.38999075,2.941888828,0.363377927,0.229350748,241.7393289,30.20110853,30.20110853,4.309912822,65.5080524,2.825969168,4.313926402,1.483943654,-244.5084631,2.57415767,0.19496081,-1.56541E-05,37.53952363,5.544409593,36.66319441,1271.205396,1231.555697,0.47846492,67.14533543,5.487887773,22.58098443,27.93074242,-0.00292583,78.55,0,0,1,0,52685.40259,RECT-316-20201105-17_55_35,10214.9,1337.403655,3225.17,0.585323051,-10.23143349,RECT-13-20220725-10_11_41,10159.9,865.50704,1225.81,0.293930511,0.5,1261.221126,37.53952363,185.3556852,0.03787675,1.631052121,797.8023102,-,0,797.8023102,0.349163157,0.841814221,0.823674142,-3.228704729,1.059114124,0.775962874,0.224037126,1500.011935,1261.221126,0.840807394,0.16115827,6,0.5,0: Broadleaf,2,FALSE,1658769137,1195.985806,1240.155161,28.0284871,22.63962581,1197.882258,27.8617129,600.0163548,100.7247742,0.100117219,30.21733871,29.94172581,999.9,0,0,9998.045161,0,114.7695806,1500.011935,0.972995645,0.027004206,0,864.0882258,4.99935,14825.06452,14585.01935,37.28809677,39.67306452,37.38883871,38.024,39.24770968,1454.641935,40.37,0,120.3,0,865.50704,179.7366151,2801.192303,14847.412,15,1658769064,10:11:03,1658769064,1658768691,11,-0.03,0.015,-1.797,0.167,1013,24,0.22,0.05,100,100,-1.9,0.1668,-0.53994247,-0.001910337,7.34503E-07,-7.10469E-11,0.16677,0,0,0,2,2150,-1,-1,1.4,7.6,2.53662,2.3584,1.59912,2.33154,1.59424,2.39502,35.7777,15.174,18,636.168,369.422,29.8156,33.0289,30.0007,33.0097,32.9617,50.7644,41.5878,62.0888,29.8342,1241.81,22.6247,99.3499,99.4019
14,1658769431,2039.1,20220725 10:17:11,10:17:11,5,Gandalf,10,12,33.9,35.2,34.5,ch,30,LC-102 5C,5C,large,12,LCOR-561,1658769423,0.005492613,5.492612874,35.0337225,1499.87,1311.935839,132.2596806,151.2058146,0.386655598,2.941982628,0.360480403,0.227504158,241.7390119,30.06176556,30.06176556,4.275588226,65.32229821,2.793368577,4.276286434,1.482219649,-242.2242277,0.45110047,0.034114888,-4.80232E-07,35.0337225,5.492612874,34.11986956,1577.800722,1542.894485,0.001565849,67.11254022,5.420696798,22.35230265,27.63024303,-0.001379403,78.55,0,0,1,0,52714.38669,RECT-316-20201105-17_55_35,10214.9,1337.403655,3225.17,0.585323051,-10.23143349,RECT-14-20220725-10_16_28,10169.7,890.2903077,1203.37,0.260169102,0.5,1261.221939,35.0337225,164.0654897,0.035889921,1.68011501,788.2358344,-,0,788.2358344,0.344976329,0.754165083,0.829649003,-2.335828964,1.071001189,0.66771472,0.33228528,1500.013226,1261.221939,0.840807213,0.16115792,6,0.5,0: Broadleaf,2,FALSE,1658769423,1499.87,1543.140323,27.70852258,22.3683,1501.862258,27.57019677,600.0222581,100.7124194,0.10019411,30.06460968,29.83944516,999.9,0,0,9999.805161,0,144.9513226,1500.013226,0.973002968,0.02699711,0,890.3336452,4.99935,15148.41935,14585.07097,35.71748387,38.32625806,35.80622581,37.00180645,37.79003226,1454.652258,40.36096774,0,285.5,0,890.2903077,-15.42577776,-242.9162393,15147.71923,15,1658769289,10:14:48,1658769064,1658769282,12,-0.03,-0.028,-1.797,0.138,1013,23,0.22,0.02,100,100,-1.99,0.1383,-0.53994247,-0.001910337,7.34503E-07,-7.10469E-11,0.138325,0,0,0,2,2150,-1,-1,6.1,2.5,3.04199,2.34497,1.5979,2.33032,1.59424,2.40234,35.9879,15.1302,18,636.944,367.449,29.8524,33.4267,30.0005,33.4092,33.3595,60.8907,42.6486,57.128,29.9302,1543.07,22.2659,99.2704,99.3277
15,1658769583,2190.5,20220725 10:19:42,10:19:42,5,Gandalf,10,12,33.9,35.2,34.5,ch,30,LC-102 5C,5C,large,12,LCOR-561,1658769575,0.005329019,5.329018544,34.07238516,1998.376839,1792.359502,180.6980583,201.4678495,0.363114049,2.941792979,0.339925294,0.214413205,241.7323846,30.26829345,30.26829345,4.326548226,64.90787992,2.801933622,4.316784996,1.524614605,-235.0097178,-6.249254994,-0.473504082,-9.22844E-05,34.07238516,5.329018544,33.76537748,2090.449001,2055.972364,-0.015673211,67.08362056,5.293245409,22.66651406,27.81182909,0.000139049,78.55,0,0,1,0,52680.45052,RECT-316-20201105-17_55_35,10214.9,1337.403655,3225.17,0.585323051,-10.23143349,RECT-15-20220725-10_18_59,10160.2,896.445,1192.19,0.24806868,0.5,1261.187236,34.07238516,156.4305266,0.035128661,1.705248325,783.4235648,-,0,783.4235648,0.34287021,0.723506077,0.832592595,-2.036619772,1.076923532,0.632288328,0.367711672,1499.971935,1261.187236,0.840807222,0.161157938,6,0.5,0: Broadleaf,2,FALSE,1658769575,1998.376839,2043.09871,27.79261935,22.61169677,2000.614839,27.6542871,599.9986774,100.715871,0.099873887,30.22889032,30.00567097,999.9,0,0,9998.383871,0,297.378,1499.971935,0.973002323,0.026997529,0,896.8855161,4.99935,15344.39032,14584.63871,36.96751613,39.65096774,37.16509677,37.62270968,38.62070968,1454.611613,40.36032258,0,150.7,0,896.445,-67.95678639,-940.7179495,15338.73077,15,1658769622,10:20:22,1658769622,1658769282,13,-0.249,-0.028,-2.238,0.138,2014,23,0.3,0.02,100,100,-2.238,0.1383,-0.53994247,-0.001910337,7.34503E-07,-7.10469E-11,0.138325,0,0,0,2,2150,-1,-1,8.6,5,3.81958,2.33887,1.5979,2.33032,1.59424,2.38525,36.0347,15.1039,18,637.043,368.235,29.7781,33.5592,30.0002,33.5718,33.5219,76.4367,39.6566,53.4194,29.8076,2044.17,22.9408,99.2484,99.3044
16,1658770269,2877,20220725 10:31:09,10:31:09,5,Gandalf,12,10,29.8,29.9,29.8,ch,30,LC-102 8-9D,8-9D,large,10,LCOR-286,1658770261,0.005290857,5.290856839,18.39047199,410.0199355,316.4668844,31.90615848,41.33816739,0.367971016,2.941698381,0.344178858,0.217121095,241.7351637,30.02388722,30.02388722,4.266298871,65.12428875,2.770541159,4.254236341,1.495757713,-233.3267866,-7.817623424,-0.590897884,-0.000144188,18.39047199,5.290856839,18.60554161,440.4453359,421.4148606,-9.90856E-05,67.17686542,5.285883821,22.32857201,27.46958545,-4.51906E-05,79.55010413,0,0,1,0,52722.03688,RECT-316-20201105-17_55_35,10214.9,1337.403655,3225.17,0.585323051,-10.23143349,RECT-16-20220725-10_30_26,10167.6,912.81036,1142.27,0.200880387,0.5,1261.203578,18.39047199,126.6755316,0.02269412,1.82347431,761.5531421,-,0,761.5531421,0.333298483,0.602704176,0.845464259,-1.175910125,1.103367482,0.502833095,0.497166905,1499.991613,1261.203578,0.840807086,0.161157677,6,0.5,0: Broadleaf,2,FALSE,1658770261,410.0199355,430.580129,27.48010323,22.33454839,411.3009355,27.34178387,599.9893548,100.720129,0.099767303,29.97459355,29.9750129,999.9,0,0,9997.423226,0,101.9142613,1499.991613,0.973007,0.0269934,0,913.0511613,4.99935,15585.87742,14584.85806,35.60670968,37.99770968,35.76203226,36.89090323,37.71341935,1454.641613,40.35419355,0,685.5,0,912.81036,-22.36669227,-467.26923,15581.012,15,1658770305,10:31:45,1658770305,1658769282,14,0.179,-0.028,-1.281,0.138,413,23,0.34,0.02,100,100,-1.281,0.1383,-0.790060696,-0.001910337,7.34503E-07,-7.10469E-11,0.138325,0,0,0,2,2150,-1,-1,10.8,16.4,1.06445,2.39624,1.5979,2.33276,1.59424,2.35474,36.34,14.9814,18,617.661,376.56,29.1186,32.1208,29.9991,32.1958,32.1642,21.3331,38.593,31.3942,29.1168,430.87,22.4459,99.557,99.6235
17,1658770396,3003.5,20220725 10:33:15,10:33:15,5,Gandalf,12,10,29.8,29.9,29.8,ch,30,LC-102 8-9D,8-9D,large,10,LCOR-286,1658770388,0.005420569,5.420568556,18.39148512,400.1103667,308.2272467,31.07151883,40.33399682,0.375039121,2.941792426,0.35035778,0.221055635,241.7391843,29.97476873,29.97476873,4.254279156,64.67150534,2.748812809,4.25042342,1.505466347,-239.0470733,-2.503002131,-0.189123656,-1.47774E-05,18.39148512,5.420568556,18.46713573,430.2225604,411.3223636,0.003840545,67.11255615,5.392687118,21.98037817,27.22896364,-0.000492514,78.55,0,0,1,0,52727.18391,RECT-316-20201105-17_55_35,10214.9,1337.403655,3225.17,0.585323051,-10.23143349,RECT-17-20220725-10_32_33,10155.5,871.8715769,1095.21,0.203922922,0.5,1261.220091,18.39148512,128.5958429,0.022694626,1.944795975,740.3441697,-,0,740.3441697,0.324016244,0.629360181,0.857186839,-0.92214812,1.128296415,0.53441717,0.46558283,1500.010667,1261.220091,0.840807415,0.16115831,6,0.5,0: Broadleaf,2,FALSE,1658770388,400.1103667,420.6713,27.26802667,21.99510667,401.3883667,27.12970667,599.9818333,100.7073,0.099877677,29.95898667,29.91200333,999.9,0,0,9999.231667,0,108.1784667,1500.010667,0.972995067,0.027004673,0,871.9677667,4.99935,15106.90333,14584.99333,37.57893333,39.8582,37.86646667,36.9206,38.7748,1454.639667,40.371,0,125.8999999,0,871.8715769,-12.38649572,-103.5076928,15106.16154,15,1658770436,10:33:56,1658770436,1658769282,15,-0.012,-0.028,-1.278,0.138,402,23,0.21,0.02,100,100,-1.278,0.1383,-0.61056196,-0.001910337,7.34503E-07,-7.10469E-11,0.138325,0,0,0,2,2150,-1,-1,1.5,18.6,1.04126,2.39746,1.5979,2.33154,1.59424,2.36572,36.4343,14.9638,18,617.639,375.992,29.9206,31.7848,29.999,31.8452,31.8119,20.8911,39.0326,28.1384,29.9455,420.952,22.0582,99.6112,99.6805
18,1658770521,3128.5,20220725 10:35:20,10:35:20,5,Gandalf,12,10,29.8,29.9,29.8,ch,30,LC-102 8-9D,8-9D,large,10,LCOR-286,1658770513,0.00523518,5.235179708,13.61374065,301.124,232.4868383,23.43375434,30.35210893,0.370797302,2.941333384,0.346648333,0.218693702,241.7377625,30.14210275,30.14210275,4.295348626,66.05364352,2.826879574,4.279672436,1.468469051,-230.8714251,-10.10207494,-0.764503386,-0.000241002,13.61374065,5.235179708,13.54259191,323.6419833,309.7759394,0.001170045,67.11924123,5.181781005,22.92586009,27.96987697,-0.001369763,78.55,0,0,1,0,52692.9733,RECT-316-20201105-17_55_35,10214.9,1337.403655,3225.17,0.585323051,-10.23143349,RECT-18-20220725-10_34_38,10145.1,817.14804,999.24,0.182230455,0.5,1261.21582,13.61374065,114.9159664,0.018906498,2.227622993,695.2087804,-,0,695.2087804,0.304262459,0.598925203,0.879827715,-0.538472889,1.179134274,0.509550338,0.490449662,1500.006,1261.21582,0.840807183,0.161157864,6,0.5,0: Broadleaf,2,FALSE,1658770513,301.124,316.3142,28.04554,22.95717667,302.473,27.90720333,599.9991667,100.6961667,0.09988056,30.07839667,29.99797667,999.9,0,0,9997.726333,0,107.5181667,1500.006,0.973003267,0.026996767,0,817.2210333,4.99935,14334.26333,14584.96,39.2164,40.82046667,39.3748,37.7082,40.133,1454.647667,40.35933333,0,124.0999999,0,817.14804,-14.51423081,-202.2076931,14332.076,15,1658770553,10:35:53,1658770553,1658769282,16,-0.216,-0.028,-1.349,0.138,300,23,0.19,0.02,100,100,-1.349,0.1383,-0.621935591,-0.001910337,7.34503E-07,-7.10469E-11,0.138325,0,0,0,2,2150,-1,-1,1.4,20.6,0.826416,2.3999,1.5979,2.33276,1.59424,2.38525,36.4578,14.9463,18,618.917,376.556,29.1557,31.484,29.9988,31.531,31.4997,16.5907,35.0223,25.5696,29.235,315.78,22.8491,99.6561,99.7308
19,1658770638,3245.5,20220725 10:37:17,10:37:17,5,Gandalf,12,10,29.8,29.9,29.8,ch,30,LC-102 8-9D,8-9D,large,10,LCOR-286,1658770630,0.005391941,5.391940521,7.498976195,201.6166333,163.4683129,16.47664719,20.32177415,0.377411228,2.942013072,0.352429576,0.222375042,241.7298654,30.16447073,30.16447073,4.300864583,65.49696478,2.813200928,4.295162283,1.487663655,-237.784577,-3.667703185,-0.277616971,-3.17635E-05,7.498976195,5.391940521,7.892877169,214.8023143,206.7410485,-0.003270331,67.11729258,5.365085034,22.62652089,27.84780061,-0.0010807,78.55,0,0,1,0,52701.52725,RECT-316-20201105-17_55_35,10214.9,1337.403655,3225.17,0.585323051,-10.23143349,RECT-19-20220725-10_36_35,10133.4,795.9126,946.29,0.158912596,0.5,1261.17462,7.498976195,100.2082661,0.014058648,2.408225808,669.1582836,-,0,669.1582836,0.292861297,0.542620679,0.891576508,-0.38448517,1.207183297,0.456204767,0.543795233,1499.957,1261.17462,0.840807183,0.161157863,6,0.5,0: Broadleaf,2,FALSE,1658770630,201.6166333,210.2026333,27.91036333,22.66896333,202.5556333,27.77204667,600.0056667,100.6941667,0.09996827,30.14134667,30.04033,999.9,0,0,10001.791,0,99.66409,1499.957,0.9730042,0.026995913,0,796.0007333,4.99935,14022.76333,14584.51667,40.5956,41.57893333,40.46646667,38.74146667,41.48306667,1454.599667,40.358,0,116.5,0,795.9126,-7.602384609,-239.2153842,14021.108,15,1658770655,10:37:34,1658770655,1658769282,17,0.27,-0.028,-0.939,0.138,210,23,0.34,0.02,100,100,-0.939,0.1383,-0.837858224,-0.001910337,7.34503E-07,-7.10469E-11,0.138325,0,0,0,2,2150,-1,-1,1.4,22.6,0.598145,2.43042,1.59912,2.33276,1.59424,2.34253,36.4343,14.9201,18,620.627,375.454,28.4887,31.2952,29.9996,31.3038,31.2738,12.0049,35.9315,23.5481,28.4909,209.225,22.5759,99.6868,99.7587
20,1658770738,3346,20220725 10:38:58,10:38:58,5,Gandalf,12,10,29.8,29.9,29.8,ch,30,LC-102 8-9D,8-9D,large,10,LCOR-286,1658770730,0.005340031,5.340031213,1.864638642,100.9220323,90.20855249,9.092417778,10.17226477,0.376165803,2.941244842,0.351336915,0.221679635,241.7409718,30.10541732,30.10541732,4.286315324,65.65464387,2.808256131,4.277315305,1.478059193,-235.4953765,-5.806350211,-0.439324731,-7.9612E-05,1.864638642,5.340031213,1.618029655,105.4318547,103.7858545,-0.002137207,67.12272961,5.32897116,22.6277002,27.8096497,-0.000231766,78.55,0,0,1,0,52692.03538,RECT-316-20201105-17_55_35,10214.9,1337.403655,3225.17,0.585323051,-10.23143349,RECT-20-20220725-10_38_15,10141.4,801.06104,926.01,0.134932625,0.5,1261.231016,1.864638642,85.09060583,0.009590687,2.482867356,658.9533183,-,0,658.9533183,0.28839503,0.467874308,0.895933697,-0.303721165,1.217926151,0.384873701,0.615126299,1500.023871,1261.231016,0.840807297,0.161158083,6,0.5,0: Broadleaf,2,FALSE,1658770730,100.9220323,103.3255806,27.86153548,22.67032258,102.1290323,27.7232,600.0042581,100.6933226,0.099978361,30.0688,29.96216774,999.9,0,0,9997.505161,0,100.5420613,1500.023871,0.973000419,0.026999603,0,801.0083226,4.99935,14046.74194,14585.14839,39.73564516,40.95532258,39.66303226,38.895,41.32035484,1454.65871,40.36548387,0,100.0999999,0,801.06104,2.088615392,28.4923077,14048.392,15,1658770765,10:39:25,1658770765,1658769282,18,-0.463,-0.028,-1.207,0.138,90,23,1.66,0.02,100,100,-1.207,0.1383,-0.56831795,-0.001910337,7.34503E-07,-7.10469E-11,0.138325,0,0,0,2,2150,-1,-1,1.4,24.3,0.358887,2.44385,1.5979,2.33276,1.59424,2.39624,36.4578,14.9026,18,623.328,374.302,28.6119,31.2467,30.0001,31.1957,31.1684,7.22924,35.4912,20.9018,28.628,102.903,22.5819,99.6852,99.7625
21,1658770844,3451.5,20220725 10:40:43,10:40:43,5,Gandalf,12,10,29.8,29.9,29.8,ch,30,LC-102 8-9D,8-9D,large,10,LCOR-286,1658770836,0.005541458,5.541458306,-1.323805233,51.06879,55.52286401,5.596199569,5.14726943,0.392807238,2.941042167,0.365815696,0.23090515,241.741581,30.00523293,30.00523293,4.261730526,65.36899532,2.788325217,4.265516401,1.473405309,-244.3783113,2.451362518,0.185353642,-1.4186E-05,-1.323805233,5.541458306,-1.162976816,50.99616808,52.1981,-0.002796995,67.08144922,5.485382283,22.25200289,27.5916097,-0.001095109,78.55,0,0,1,0,52694.51889,RECT-316-20201105-17_55_35,10214.9,1337.403655,3225.17,0.585323051,-10.23143349,RECT-21-20220725-10_40_00,10152.5,810.52968,918.91,0.117944434,0.5,1261.23143,-1.323805233,74.37761367,0.007062644,2.509777889,655.3500411,-,0,655.3500411,0.286818033,0.411216941,0.897440302,-0.258977212,1.22168721,0.332487564,0.667512436,1500.024,1261.23143,0.8408075,0.161158475,6,0.5,0: Broadleaf,2,FALSE,1658770836,51.06879,50.02801,27.66445333,22.27645,52.05579,27.52611667,600.0171,100.6908,0.100102433,30.02069333,29.9743,999.9,0,0,9996.603,0,97.68547,1500.024,0.972993467,0.027006513,0,810.4690667,4.99935,14095.85667,14585.11667,37.9102,39.5727,38.00806667,38.4184,39.85596667,1454.649333,40.37566667,0,104.9000001,0,810.52968,3.545307691,-36.44615359,14095.444,15,1658770884,10:41:24,1658770884,1658769282,19,0.116,-0.028,-0.987,0.138,37,23,0.64,0.02,100,100,-0.987,0.1384,-1.030851249,-0.001910337,7.34503E-07,-7.10469E-11,0.138325,0,0,0,2,2150,-1,-1,1.3,26,0.240479,2.48535,1.59912,2.33276,1.59424,2.34131,36.4814,14.8763,18,622.799,373.213,28.998,31.227,30,31.1221,31.0933,4.85408,36.8331,18.0924,29.0197,49.4005,22.2149,99.6937,99.766
22,1658770966,3574,20220725 10:42:46,10:42:46,5,Gandalf,12,10,29.8,29.9,29.8,ch,30,LC-102 8-9D,8-9D,large,10,LCOR-286,1658770958,0.005724415,5.724415448,-3.486724188,14.72679032,28.8059531,2.903320199,1.484296932,0.407115068,2.941134344,0.378199824,0.238801446,241.7368946,29.85251332,29.85251332,4.224490271,64.90329871,2.751750132,4.239769298,1.472740139,-252.4467212,9.957654775,0.751938009,-0.000233875,-3.486724188,5.724415448,-3.424570222,11.40534533,14.9094497,-0.000789251,67.08397649,5.654238246,21.70332658,27.21355515,-0.001907915,78.55,0,0,1,0,52715.46015,RECT-316-20201105-17_55_35,10214.9,1337.403655,3225.17,0.585323051,-10.23143349,RECT-22-20220725-10_42_03,10159.4,820.87188,911.95,0.099871835,0.5,1261.206918,-3.486724188,62.97952463,0.005347821,2.536564505,651.8022794,-,0,651.8022794,0.285265333,0.350101549,0.898907677,-0.214072953,1.225374107,0.277993428,0.722006572,1499.994839,1261.206918,0.840807505,0.161158484,6,0.5,0: Broadleaf,2,FALSE,1658770958,14.72679032,11.32444194,27.30211613,21.73410968,15.71279032,27.16379032,600.0129677,100.6888387,0.100056881,29.9153129,29.90685806,999.9,0,0,9997.321935,0,98.04662581,1499.994839,0.972993935,0.027006252,0,820.8376129,4.99935,14185.74194,14584.82581,36.75174194,38.62287097,36.88887097,37.78616129,38.80616129,1454.622581,40.37516129,0,121.7,0,820.87188,5.801384612,49.93846167,14186.692,15,1658771004,10:43:23,1658771004,1658769282,20,-0.07,-0.028,-0.986,0.138,0,23,0.55,0.02,100,100,-0.986,0.1384,-0.915030916,-0.001910337,7.34503E-07,-7.10469E-11,0.138325,0,0,0,2,2150,-1,-1,1.4,28.1,0.0317383,4.99634,1.5979,2.33032,1.59424,2.39258,36.5287,14.8413,18,623.306,371.76,28.8998,31.2221,29.9998,31.0718,31.0417,0,38.4972,14.8905,28.9488,64.9327,21.7783,99.697,99.7719
23,1658771114,3721.5,20220725 10:45:13,10:45:13,5,Gandalf,12,10,29.8,29.9,29.8,ch,30,LC-102 8-9D,8-9D,large,10,LCOR-286,1658771106,0.005608569,5.608568724,16.67619805,399.1085806,318.0633992,32.05745133,40.22595474,0.392208818,2.942178567,0.365306064,0.230579436,241.728909,30.00192729,30.00192729,4.260921435,64.8269778,2.76744691,4.268974127,1.493474525,-247.3378807,5.214739372,0.394168253,-6.41502E-05,16.67619805,5.608568724,16.73840937,427.6057908,410.4593697,0.007066921,67.01059661,5.61347265,21.99834177,27.45778848,-2.664E-05,78.55,0,0,1,0,52724.71706,RECT-316-20201105-17_55_35,10214.9,1337.403655,3225.17,0.585323051,-10.23143349,RECT-23-20220725-10_44_31,10160.2,799.1674231,971.29,0.177210284,0.5,1261.167358,16.67619805,111.7459129,0.021335496,2.320501601,681.5634325,-,0,681.5634325,0.298290487,0.594086274,0.886096155,-0.470134273,1.193940132,0.506661643,0.493338357,1499.948065,1261.167358,0.84080735,0.161158186,6,0.5,0: Broadleaf,2,FALSE,1658771106,399.1085806,418.0230968,27.45769032,22.00315161,400.3125806,27.31936452,600.0034839,100.6895484,0.099952742,30.03480323,30.01737419,999.9,0,0,10003.19129,0,106.1732774,1499.948065,0.972998484,0.027001535,0,799.0880968,4.99935,13872.1129,14584.4129,36.38083871,38.27190323,36.61270968,37.37483871,38.29816129,1454.583226,40.36612903,0,146.3,0,799.1674231,18.48830766,341.401709,13873.51538,15,1658771150,10:45:49,1658771150,1658769282,21,0.444,-0.028,-1.204,0.138,408,23,0.28,0.02,100,100,-1.204,0.1383,-0.984652655,-0.001910337,7.34503E-07,-7.10469E-11,0.138325,0,0,0,2,2150,-1,-1,1.8,30.5,1.06079,2.43408,1.5979,2.33032,1.59424,2.39014,36.5523,14.8325,18,623.55,372.656,29.3253,31.1758,30.0006,31.0103,30.9816,21.2472,36.8034,10.7246,29.3133,418.148,22.0415,99.7093,99.7819
