obs,time,elapsed,date,hhmmss,averaging,instrument,row ,column,spad1,spad2,spad,operator,temp,event,event_short,block,leaf,tree,TIME,E,Emm,A,Ca,Ci,Pci,Pca,gsw,gbw,gtw,gtc,Rabs,TleafEB,TleafCnd,SVPleaf,RHcham,VPcham,SVPcham,VPDleaf,LatHFlux,SenHFlux,NetTherm,EBSum,Asty,Esty,Adyn,Crd,Csd,dCsd/dt,αVc,Edyn,Hr,Hs,dHs/dt,αVh,Leak,LeakPct,CorrFact,CorrFactPct,Fan,DarkAdaptedID,Qmax_d,Fo,Fm,Fv/Fm,A_dark,LightAdaptedID,Qmax,Fs,Fm',PhiPS2,PS2/1,Qabs_fs,A_fs,ETR,PhiCO2,NPQ,alt. Fo',DarkPulseID,Fmin,Fo',Fv'/Fm',qP,qN,qP_Fo,qN_Fo,qL,1-qL,Qin,Qabs,alpha,convert,S,K,Geometry,Custom,UseDynamic,TIME,CO2_s,CO2_r,H2O_s,H2O_r,CO2_a,H2O_a,Flow,Pa,ΔPcham,Tair,Tleaf,Tleaf2,Offset,Offset2,Fan_speed,Qamb_in,Qamb_out,Q,f_red,f_blue,f_farred,F,Q_modavg,F_dc,Pc,Tled,TDigital,TPreamp,TPwrSpy,TDrive,Q_red,Q_blue,Q_farred,TSPF,state,F_avg,dF/dt,dF_dc/dt,F_dc_avg,period,time,hhmmss,co2_t,h2o_t,count,co2_adj,h2o_adj,co2_match,h2o_match,co2_at,h2o_at,co2_cv,h2o_cv,MatchValveR,MatchValveS,MatchCO2,MatchH2O,cf_co2_a,cf_co2_b,cf_co2_c,cf_co2_d,cf_h2o_a,cf_h2o_b,cf_h2o_c,cf_h2o_d,co2_fit_low,co2_fit_high,h2o_fit_low,h2o_fit_high,co2_elapsed,h2o_elapsed,CO2_f,CO2_f_s,Pump_f,Pump_f_s,Pump_p,Pump_p_s,Tboard,V_system,DIAG,Flow_s,Flow_r,Txchg,Tirga,Tchopper,Ts,Tr,CO2_%,Desiccant_%,Humidifier_%,Txchg_sp,CO2_r_sp,H2O_r_sp,SS_s,SS_r
11,1658941537,1114,20220727 10:05:36,10:05:36,5,Gandalf,14,18,39.4,37.2,38.3,ch,30,LC-102 13-15B,13-15B,large,12,LCOR-463,1658941529,0.006414439,6.414438509,32.95477375,796.818871,664.0469873,67.13865763,80.56259632,0.489196024,2.94698086,0.448150767,0.28349444,241.7317799,30.31624426,30.31624426,4.338455335,66.91663857,2.94343599,4.39866086,1.395019345,-282.8767383,38.2435264,2.897982648,-0.003449285,32.95477375,6.414438509,33.27774029,854.9427005,820.8842909,0.003958849,67.17797702,6.42852567,22.89502691,29.13267818,0.000107173,78.55,0,0,1,0,52778.78617,RECT-316-20201105-17_55_35,10214.9,1337.403655,3225.17,0.585323051,-10.23143349,RECT-116-20220727-10_05_38,10130.7,885.76372,1223.33,0.27594049,0.5,1261.183258,32.95477375,174.0057633,0.034242611,1.63638593,796.7510679,-,0,796.7510679,0.348703075,0.791333689,0.824338821,-2.959195806,1.060427846,0.711810551,0.288189449,1499.967097,1261.183258,0.840807282,0.161158055,6,0.5,0: Broadleaf,2,FALSE,1658941529,796.818871,834.8662903,29.11258387,22.8879129,799.186871,28.88730323,600.2917419,101.0052258,0.100055771,30.55695484,29.98978387,999.9,0,0,9999.190323,0,1401.275161,1499.967097,0.973,0.026999787,0,886.5118387,4.99935,14185.32581,14584.5871,39.78596774,41.85858065,39.71948387,40.36274194,41.28203226,1454.604194,40.36322581,0,109.3,0,885.76372,-37.7491539,-475.5769237,14175.688,15,1658941569,10:06:08,1658941569,1658941300,11,-0.006,-0.001,-2.368,0.183,837,23,0.17,0.03,100,100,-2.368,0.2253,-1.174542297,-0.001884053,5.78E-07,-2.32E-11,0.225274852,0,0,0,4,2111,2,24,1.3,3.9,1.87988,2.37549,1.59912,2.33765,1.59424,2.32666,34.7837,15.5592,18,623.876,405.498,29.9564,28.4891,30.0003,28.3113,28.2825,37.645,-30,-30,29.763,837.48,23.2873,100.011,100.151
12,1658941645,1222,20220727 10:07:24,10:07:24,5,Gandalf,14,18,39.4,37.2,38.3,ch,30,LC-102 13-15B,13-15B,large,12,LCOR-463,1658941637,0.006386517,6.386517233,32.46203489,997.3549677,862.8754271,87.24476455,100.8419021,0.493037382,2.947493004,0.451380951,0.285561889,241.7430448,30.30622934,30.30622934,4.335966082,67.29117793,2.956979491,4.394304844,1.37898659,-281.64541,37.08945959,2.80966278,-0.003242804,32.46203489,6.386517233,34.26381372,1060.808645,1026.525758,-0.172583987,67.1905515,6.366158651,23.05392909,29.23155939,-8.81E-05,79.59174946,0,0,1,0,52796.62092,RECT-316-20201105-17_55_35,10214.9,1337.403655,3225.17,0.585323051,-10.23143349,RECT-117-20220727-10_07_26,10144.7,886.3832,1228.1,0.278248351,0.5,1261.242106,32.46203489,175.4692682,0.033850335,1.626146079,798.7716957,-,0,798.7716957,0.349587415,0.795933547,0.823059428,-3.126307181,1.057901051,0.717262228,0.282737772,1500.037097,1261.242106,0.840807277,0.161158044,6,0.5,0: Broadleaf,2,FALSE,1658941637,997.3549677,1036.168387,29.24536452,23.04853548,999.8641935,29.0201,600.2819677,101.0093548,0.099984716,30.53963548,30.01595161,999.9,0,0,10001.69194,0,1492.967742,1500.037097,0.973000452,0.026999481,0,887.4118387,4.99935,14117.7129,14585.27742,37.99780645,40.62877419,38.15503226,38.42916129,40.02796774,1454.672903,40.36483871,0,107.0999999,0,886.3832,-64.30630783,-1000.000002,14101.932,15,1658941569,10:06:08,1658941569,1658941300,11,-0.006,-0.001,-2.368,0.183,837,23,0.17,0.03,100,100,-2.508,0.2253,-1.180393112,-0.001884053,5.78E-07,-2.32E-11,0.225274852,0,0,0,4,2111,2,24,1.3,5.7,2.24365,2.35474,1.5979,2.33765,1.59424,2.44751,34.9674,15.5242,18,623.769,405.313,29.2288,28.5982,30.0002,28.4031,28.3752,44.9307,-30,-30,29.2393,1040.36,23.2873,100.002,100.135
13,1658941763,1340.5,20220727 10:09:23,10:09:23,5,Gandalf,14,18,39.4,37.2,38.3,ch,30,LC-102 13-15B,13-15B,large,12,LCOR-463,1658941755,0.006226181,6.226181036,33.07849678,1197.088645,1057.7724,106.9514365,121.0377112,0.497251061,2.947137702,0.454907645,0.287820586,241.745988,30.13390839,30.13390839,4.293329435,68.16818698,2.959097938,4.340878156,1.334231498,-274.5745837,30.51863421,2.30776823,-0.00219322,33.07849678,6.226181036,33.94902262,1267.676816,1233.03703,-0.022516395,67.16419353,6.220317299,23.23141673,29.2671297,-2.90E-05,79.57739525,0,0,1,0,52823.59425,RECT-316-20201105-17_55_35,10214.9,1337.403655,3225.17,0.585323051,-10.23143349,RECT-118-20220727-10_09_25,10154.4,900.5661538,1226.45,0.265713112,0.5,1261.25609,33.07849678,167.5661404,0.034338728,1.629679155,798.0733575,-,0,798.0733575,0.349281783,0.760741399,0.823502437,-2.937116831,1.058775099,0.674161959,0.325838041,1500.053548,1261.25609,0.840807378,0.161158239,6,0.5,0: Broadleaf,2,FALSE,1658941755,1197.088645,1237.602258,29.26610645,23.22485161,1199.830645,29.04082258,600.2691613,101.0100968,0.099968635,30.3259871,29.91150968,999.9,0,0,9999.599355,0,1481.685484,1500.053548,0.972997548,0.027002503,0,900.7943548,4.99935,14228.83871,14585.42903,36.28203226,39.27396774,36.55222581,37.14896774,38.46148387,1454.683871,40.37032258,0,117.5999999,0,900.5661538,-50.21292315,-776.5470097,14224.93846,15,1658941800,10:09:59,1658941800,1658941300,12,-0.07,-0.001,-2.742,0.183,1240,23,0.21,0.03,100,100,-2.742,0.2253,-1.180393112,-0.001884053,5.78E-07,-2.32E-11,0.225274852,0,0,0,4,2111,2,24,3.2,7.7,2.59399,2.35352,1.59912,2.33643,1.59424,2.40601,35.1516,15.5067,18,623.575,405.037,30.0627,28.6609,30.0001,28.4621,28.4306,51.9192,-30,-30,30.0766,1240.88,23.2873,100.004,100.142
14,1658941881,1458.1,20220727 10:11:20,10:11:20,5,Gandalf,14,18,39.4,37.2,38.3,ch,30,LC-102 13-15B,13-15B,large,12,LCOR-463,1658941873,0.00619749,6.197490035,32.60137369,1496.078667,1351.063412,136.6010895,151.2630525,0.493213143,2.946931751,0.45152113,0.2856523,241.7393053,30.21641625,30.21641625,4.313698198,68.26216168,2.975960584,4.359604956,1.337737614,-273.3093105,29.34692408,2.221051777,-0.002029365,32.60137369,6.197490035,34.22942057,1576.217114,1541.256606,-0.016452357,67.1778437,6.186015612,23.4303788,29.43182364,-5.02E-05,78.55,0,0,1,0,52804.50331,RECT-316-20201105-17_55_35,10214.9,1337.403655,3225.17,0.585323051,-10.23143349,RECT-119-20220727-10_11_22,10161.2,912.6539615,1233.31,0.259996301,0.5,1261.221668,32.60137369,163.9564844,0.033961363,1.615052177,800.9724522,-,0,800.9724522,0.35055059,0.741679829,0.82165746,-3.080457113,1.055141175,0.650920432,0.349079568,1500.012667,1261.221668,0.840807345,0.161158176,6,0.5,0: Broadleaf,2,FALSE,1658941873,1496.078667,1537.932667,29.43396333,23.42166333,1498.659667,29.20869,600.2767667,101.0063667,0.099982823,30.40113333,29.97517333,999.9,0,0,9998.798333,0,1493.466,1500.012667,0.972999533,0.02700071,0,912.4806333,4.99935,14346.98,14585.03333,35.1205,38.2101,35.36636667,36.31446667,37.3581,1454.648333,40.36766667,0,117.0999999,0,912.6539615,-2.450153929,-40.06153957,14349.63077,15,1658941921,10:12:01,1658941921,1658941300,13,0.282,-0.001,-2.581,0.183,1542,23,0.34,0.03,100,100,-2.581,0.2253,-1.249048082,-0.001884053,5.78E-07,-2.32E-11,0.225274852,0,0,0,4,2111,2,24,1.4,9.7,3.09814,2.35474,1.59912,2.33643,1.59424,2.33398,35.3365,15.4804,18,623.953,405.631,30.3892,28.603,29.9999,28.4398,28.4067,62.0291,-30,-30,30.4126,1541.68,23.2873,100.022,100.161
15,1658942034,1611.6,20220727 10:13:54,10:13:54,5,Gandalf,14,18,39.4,37.2,38.3,ch,30,LC-102 13-15B,13-15B,large,12,LCOR-463,1658942026,0.006189217,6.189216978,31.8790138,1998.8,1844.511201,186.4921164,202.0917205,0.489582844,2.947407849,0.448480989,0.283705348,241.7282639,30.33659545,30.33659545,4.343517552,68.32433226,2.998871039,4.389169919,1.344646513,-272.9444687,29.01598157,2.198238463,-0.001984766,31.8790138,6.189216978,31.26440324,2092.511288,2060.402182,0.022757786,67.15645036,6.188290512,23.66517217,29.66706242,9.80E-06,78.55,0,0,1,0,52797.66394,RECT-316-20201105-17_55_35,10214.9,1337.403655,3225.17,0.585323051,-10.23143349,RECT-120-20220727-10_13_56,10142.6,927.04992,1203.86,0.229935441,0.5,1261.163603,31.8790138,144.9931046,0.033390154,1.679024139,788.4460423,-,0,788.4460423,0.345068328,0.666347567,0.829519484,-2.072805938,1.070741623,0.566721479,0.433278521,1499.943548,1261.163603,0.840807379,0.161158241,6,0.5,0: Broadleaf,2,FALSE,1658942026,1998.8,2043.029677,29.66050968,23.65762903,2001.406129,29.43523871,600.2759677,101.0064839,0.100040313,30.5192,30.07351935,999.9,0,0,10001.49226,0,1494.964516,1499.943548,0.97299771,0.027002287,0,927.7738065,4.99935,14705.00645,14584.34516,37.63890323,40.33845161,37.82835484,38.91519355,39.41296774,1454.576774,40.36741935,0,152.9000001,0,927.04992,-49.72515376,-682.4230757,14695.596,15,1658941921,10:12:01,1658941921,1658941300,13,0.282,-0.001,-2.581,0.183,1542,23,0.34,0.03,100,100,-2.61,0.2253,-0.965746307,-0.001884053,5.78E-07,-2.32E-11,0.225274852,0,0,0,4,2111,2,24,1.9,12.2,3.88184,2.33398,1.5979,2.33765,1.59424,2.4585,35.4986,15.4717,18,624.347,406.113,30.0034,28.5289,30.0002,28.3894,28.3611,77.6914,-30,-30,29.9812,2043.76,23.2873,100.032,100.178
16,1658943247,2824.1,20220727 10:34:06,10:34:06,5,Gandalf,6,47,29.9,29.6,29.7,ch,30,LC-102 8-9D,8-9D,small,11,LCOR-419,1658943239,0.006476835,6.476835269,23.19783517,410.4344667,314.3309916,31.78063577,41.49723903,0.456451997,2.94689639,0.420500419,0.265806501,241.7366417,30.18450873,30.18450873,4.305811208,64.1530522,2.803262362,4.369647688,1.502548846,-285.6284353,40.79986668,3.088004053,-0.003922917,23.19783517,6.476835269,23.55303189,445.8610951,421.7991091,-0.000298335,67.26,6.4565219,21.44883191,27.72485515,1.05E-05,79.26022544,4,1,1,0,52796.47736,RECT-316-20201105-17_55_35,10214.9,1337.403655,3225.17,0.585323051,-10.23143349,RECT-121-20220727-10_34_09,10137.1,913.0039231,1209.98,0.245438831,0.5,1261.205899,23.19783517,154.7744508,0.026505798,1.665473809,791.0665307,-,0,791.0665307,0.346215201,0.708919857,0.827898249,-2.33061968,1.067499696,0.61423917,0.38576083,1499.993667,1261.205899,0.840807483,0.161158442,6,0.5,0: Broadleaf,2,FALSE,1658943239,410.4344667,436.2847,27.72607333,21.43025667,412.0114667,27.50465333,600.1373667,101.0056333,0.1000057,30.44131667,30.02808667,999.9,0,0,9998.67,0,1528.082667,1499.993667,0.972993833,0.027006493,0,913.0704333,4.99935,14546.05333,14584.82333,37.7414,40.30393333,38.16226667,35.6164,39.00386667,1454.621667,40.374,0,1211.9,0,913.0039231,-11.28095725,-121.4188033,14545.25769,15,1658943273,10:34:32,1658943273,1658942302,16,0.441,-0.011,-1.577,0.212,430,24,0.43,0.39,100,100,-1.577,0.2214,-1.306781424,-0.001884053,5.78E-07,-2.32E-11,0.221414702,0,0,0,4,2111,2,24,15.7,15.7,1.11084,2.40356,1.59912,2.33765,1.59424,2.38159,36.2459,15.2791,18,611.582,393.16,29.7594,29.2586,30.0002,29.1014,29.073,22.2611,41.0137,82.7139,29.7654,436.321,21.5673,99.905,100.032
17,1658943468,3045.1,20220727 10:37:47,10:37:47,5,Gandalf,6,47,29.9,29.6,29.7,ch,30,LC-102 8-9D,8-9D,small,11,LCOR-419,1658943460,0.006395977,6.395976696,23.02627976,400.3480323,305.5977045,30.89538514,40.47447499,0.458364855,2.947381992,0.422129597,0.266847478,241.739502,30.18755079,30.18755079,4.306562609,64.80399434,2.828810161,4.365178705,1.477752448,-282.0625723,37.48344101,2.836319487,-0.003309758,23.02627976,6.395976696,22.51946575,434.6625256,411.714497,-0.014780955,67.17003402,6.385494627,21.7293614,27.9401297,-0.001014426,79.56625489,2,0,1,0,52813.40152,RECT-316-20201105-17_55_35,10214.9,1337.403655,3225.17,0.585323051,-10.23143349,RECT-122-20220727-10_37_50,10133.4,878.93776,1162.37,0.243839948,0.5,1261.221949,23.02627976,153.768147,0.026369437,1.774650068,770.4353164,-,0,770.4353164,0.337185822,0.723161924,0.840335216,-1.61930139,1.092719978,0.633889578,0.366110422,1500.012903,1261.221949,0.8408074,0.161158282,6,0.5,0: Broadleaf,2,FALSE,1658943460,400.3480323,425.9279355,27.98080968,21.76549677,401.9042581,27.76037742,600.1640323,100.9980645,0.100159355,30.42344516,30.07481935,999.9,0,0,10002.17903,0,1633.204194,1500.012903,0.972996258,0.027004203,0,878.9562903,4.99935,14052.24516,14585.01935,38.68722581,40.81229032,38.76190323,39.23374194,40.63683871,1454.642581,40.37032258,0,219.6999998,0,878.93776,-0.413692308,-91.33846169,14051.256,15,1658943436,10:37:16,1658943435,1658943436,17,-0.025,-0.001,-1.592,0.141,426,21,0.18,0.02,100,100,-1.556,0.2204,-0.890915567,-0.001884053,5.78E-07,-2.32E-11,0.220448122,0,0,0,4,2111,2,24,0.5,0.5,1.08765,2.40723,1.59912,2.33643,1.59424,2.2998,36.5996,15.2353,18,613.437,390.426,28.2442,29.5143,30.0009,29.2696,29.2404,21.8045,41.4068,76.5218,28.1979,425.411,21.4778,99.8725,99.9888
18,1658943554,3131,20220727 10:39:13,10:39:13,5,Gandalf,6,47,29.9,29.6,29.7,ch,30,LC-102 8-9D,8-9D,small,11,LCOR-419,1658943546,0.006654419,6.654418655,16.23149988,301.2365333,234.9746462,23.75403977,30.45258162,0.467671008,2.946687615,0.43000606,0.271884601,241.7405821,29.99008607,29.99008607,4.258024269,63.42166909,2.747817408,4.33261604,1.510206862,-293.4598627,48.08068477,3.633152953,-0.005442835,16.23149988,6.654418655,16.28358612,326.0178794,309.4087515,-0.003507987,67.17003402,6.664475838,20.71001715,27.19202485,8.16E-06,79.56625489,1,0,1,0,52816.03788,RECT-316-20201105-17_55_35,10214.9,1337.403655,3225.17,0.585323051,-10.23143349,RECT-123-20220727-10_39_16,10140.3,841.1673462,1068.16,0.212508102,0.5,1261.227631,16.23149988,134.0105447,0.020981885,2.019369757,727.8838467,-,0,727.8838467,0.318562906,0.667083637,0.863741625,-0.843075222,1.142625519,0.577244713,0.422755287,1500.019667,1261.227631,0.840807396,0.161158275,6,0.5,0: Broadleaf,2,FALSE,1658943546,301.2365333,319.4692,27.18137333,20.70903333,302.8085333,26.96093,600.1114667,100.9919667,0.099960287,30.29274333,29.90886667,999.9,0,0,9998.836667,0,1645.447667,1500.019667,0.972994833,0.027004933,0,841.2076333,4.99935,13405.17,14585.08,37.3498,39.7372,37.50386667,37.875,39.4414,1454.649333,40.37033333,0,85,0,841.1673462,-14.22697437,-243.7196583,13404.88462,15,1658943582,10:39:41,1658943582,1658943436,18,-0.143,-0.001,-1.572,0.141,315,21,0.6,0.02,100,100,-1.572,0.2205,-0.890915567,-0.001884053,5.78E-07,-2.32E-11,0.220448122,0,0,0,4,2111,2,24,2,2,0.864258,2.39014,1.5979,2.33765,1.59424,2.43774,36.7892,15.2353,18,614.707,387.997,29.6958,29.6496,30.0006,29.3765,29.3483,17.3311,44.811,72.2475,29.6885,318.584,20.7221,99.8507,99.9647
19,1658943666,3243.5,20220727 10:41:06,10:41:06,5,Gandalf,6,47,29.9,29.6,29.7,ch,30,LC-102 8-9D,8-9D,small,11,LCOR-419,1658943658,0.006656213,6.656212922,9.084738179,201.5023,164.8044966,16.65890231,20.36841955,0.484148158,2.946499841,0.443902322,0.280775557,241.7386476,30.03233943,30.03233943,4.26837018,64.59909431,2.805693676,4.343239958,1.462676504,-293.5389899,48.15439524,3.64048524,-0.005461766,9.084738179,6.656212922,9.486350103,216.3329231,206.6668667,-0.005550923,67.16547959,6.579384925,21.26052154,27.6681,-0.002173554,78.55,1,0,1,0,52802.998,RECT-316-20201105-17_55_35,10214.9,1337.403655,3225.17,0.585323051,-10.23143349,RECT-124-20220727-10_41_08,10145.1,821.9554615,1005.22,0.182312865,0.5,1261.217541,9.084738179,114.9680918,0.015315496,2.208422037,698.0981426,-,0,698.0981426,0.305527006,0.59671604,0.878467303,-0.551696437,1.175966509,0.506799186,0.493200814,1500.007667,1261.217541,0.840807396,0.161158275,6,0.5,0: Broadleaf,2,FALSE,1658943658,201.5023,211.9264,27.75638667,21.28609333,202.6903,27.53593,600.1082333,100.9829,0.099914197,30.33548,30.07265667,999.9,0,0,9998.667333,0,1616.667,1500.007667,0.972998,0.0270023,0,821.9618333,4.99935,13062.19,14584.96333,36.34553333,38.79966667,36.504,37.6166,38.5082,1454.637667,40.37,0,111.7,0,821.9554615,-3.520888889,-86.85470097,13061.97308,15,1658943690,10:41:30,1658943690,1658943436,19,0.216,-0.001,-1.188,0.141,207,21,0.58,0.02,100,100,-1.188,0.2204,-1.033521118,-0.001884053,5.78E-07,-2.32E-11,0.220448122,0,0,0,4,2111,2,24,1.4,3.8,0.627441,2.40601,1.5979,2.33521,1.59424,2.44751,37.0509,15.209,18,614.852,386.973,27.7272,29.8211,30.0003,29.532,29.5039,12.6112,43.1364,68.9758,27.7293,211.237,21.0423,99.8225,99.9379
20,1658943777,3354.5,20220727 10:42:57,10:42:57,5,Gandalf,6,47,29.9,29.6,29.7,ch,30,LC-102 8-9D,8-9D,small,11,LCOR-419,1658943769,0.007078034,7.078034498,2.33667077,100.6923871,90.53173982,9.150918625,10.17795353,0.513628576,2.946399671,0.468574931,0.296577193,241.7346171,29.58542786,29.58542786,4.160043634,63.02769634,2.684887721,4.259853805,1.475155914,-312.1413214,65.46638178,4.930251937,-0.010070587,2.33667077,7.078034498,2.010436293,105.4920141,103.4397394,0.000427829,67.15365191,7.009009187,19.65300885,26.4806703,-0.00108159,78.55,0,0,1,0,52858.92867,RECT-316-20201105-17_55_35,10214.9,1337.403655,3225.17,0.585323051,-10.23143349,RECT-125-20220727-10_42_59,10149.2,828.8181538,973.7,0.148795159,0.5,1261.198897,2.33667077,93.83014512,0.009965204,2.312283044,682.7492298,-,0,682.7492298,0.298809459,0.497960002,0.885561519,-0.398351362,1.192663491,0.410200725,0.589799275,1499.985806,1261.198897,0.840807221,0.161157936,6,0.5,0: Broadleaf,2,FALSE,1658943769,100.6923871,103.741129,26.56209355,19.67349677,102.1033871,26.34164194,600.1245806,100.9795806,0.100092,29.99756452,29.81606129,999.9,0,0,9998.426774,0,1597.367097,1499.985806,0.97300229,0.026997787,0,828.7963226,4.99935,13126.05484,14584.77742,35.69729032,38.20129032,35.81009677,37.22967742,37.94322581,1454.625161,40.36064516,0,110.5,0,828.8181538,1.329299152,-30.32820506,13125.78846,15,1658943805,10:43:24,1658943805,1658943436,20,-0.406,-0.001,-1.411,0.141,100,21,1.12,0.02,100,100,-1.411,0.2205,-0.817461355,-0.001884053,5.78E-07,-2.32E-11,0.220448122,0,0,0,4,2111,2,24,1.4,5.7,0.38208,2.4585,1.59912,2.33643,1.59424,2.32422,37.3858,15.1827,18,615.927,382.724,28.6759,30.0298,30.0007,29.7071,29.6779,7.69054,49.0544,64.1472,28.7327,103.426,19.5491,99.7887,99.9029
21,1658943887,3464,20220727 10:44:46,10:44:46,5,Gandalf,6,47,29.9,29.6,29.7,ch,30,LC-102 8-9D,8-9D,small,11,LCOR-419,1658943879,0.006945394,6.945394208,-1.224456064,50.63493226,53.60140485,5.418254698,5.118391213,0.502700837,2.94712382,0.459467179,0.290740876,241.7322488,29.71003883,29.71003883,4.190004305,63.38587896,2.714178705,4.281992692,1.4758256,-306.2918846,60.02686244,4.524305193,-0.008468132,-1.224456064,6.945394208,-1.18557671,50.62159623,51.83459879,-0.000742311,67.09875593,6.864215003,20.06242417,26.75278667,-0.002086175,78.55,0,0,1,0,52864.14683,RECT-316-20201105-17_55_35,10214.9,1337.403655,3225.17,0.585323051,-10.23143349,RECT-126-20220727-10_44_49,10140.4,833.53296,955.77,0.127893782,0.5,1261.186433,-1.224456064,80.64895133,0.00714167,2.374420624,673.8848443,-,0,673.8848443,0.294929905,0.433641281,0.889512485,-0.320299425,1.202161489,0.350585161,0.649414839,1499.970968,1261.186433,0.840807229,0.161157952,6,0.5,0: Broadleaf,2,FALSE,1658943879,50.63493226,49.76230645,26.85067419,20.09293548,52.05793226,26.63023226,600.1036129,100.9842581,0.099933919,30.08783871,29.82017742,999.9,0,0,10002.07903,0,1199.643226,1499.970968,0.973001097,0.026999171,0,833.5364839,4.99935,13245.27419,14584.63548,36.89290323,39.11664516,37.11670968,37.48954839,38.70135484,1454.610323,40.36064516,0,108.5,0,833.53296,-0.371923069,36.81538465,13245.668,15,1658943912,10:45:12,1658943912,1658943436,21,-0.108,-0.001,-1.423,0.141,46,21,1.4,0.02,100,100,-1.423,0.2204,-1.223402036,-0.001884053,5.78E-07,-2.32E-11,0.220448122,0,0,0,4,2111,2,24,1.4,7.5,0.26001,2.47314,1.59912,2.33521,1.59424,2.31689,37.6745,15.1652,18,615.697,381.458,29.9029,30.1577,30.0004,29.8446,29.8126,5.2472,47.0933,59.558,29.9634,49.6118,20.054,99.7686,99.8816
22,1658943989,3566.5,20220727 10:46:29,10:46:29,5,Gandalf,6,47,29.9,29.6,29.7,ch,30,LC-102 8-9D,8-9D,small,11,LCOR-419,1658943981,0.006766031,6.766030611,-4.172770251,7.135309032,21.51317954,2.174683527,0.721280599,0.48917207,2.946888659,0.448129483,0.283480921,241.7303066,30.15875843,30.15875843,4.29945534,64.51586835,2.82701771,4.381895156,1.47243763,-298.3819499,52.65905435,3.98605306,-0.006535952,-4.172770251,6.766030611,-4.223395844,3.182327867,7.491403758,0.001262914,67.14131764,6.711841662,21.35107283,27.88079939,-0.001242764,78.55,0,0,1,0,52787.33007,RECT-316-20201105-17_55_35,10214.9,1337.403655,3225.17,0.585323051,-10.23143349,RECT-127-20220727-10_46_31,10128.1,837.3786923,937.58,0.106872275,0.5,1261.176388,-4.172770251,67.39239493,0.004803978,2.439887796,664.7911182,-,0,664.7911182,0.290949979,0.367321817,0.893457611,-0.250613756,1.211797215,0.291615112,0.708384888,1499.959032,1261.176388,0.840807222,0.161157939,6,0.5,0: Broadleaf,2,FALSE,1658943981,7.135309032,3.01175871,27.96643226,21.39112581,8.439309032,27.74599355,600.1370968,100.9860323,0.100072813,30.4902129,30.13039677,999.9,0,0,10000.56677,0,662.5656774,1499.959032,0.973001806,0.026997858,0,837.3762903,4.99935,13394.77419,14584.52581,38.92509677,40.55016129,38.85864516,38.57648387,40.35858065,1454.599032,40.36,0,101.5,0,837.3786923,2.638769221,159.808547,13395.44615,15,1658944016,10:46:56,1658944016,1658943436,22,0.033,-0.001,-1.304,0.141,0,21,0.53,0.02,100,100,-1.304,0.2205,-1.331160646,-0.001884053,5.78E-07,-2.32E-11,0.220448122,0,0,0,4,2111,2,24,1.3,9.2,0.032959,4.99634,1.5979,2.33521,1.59424,2.43896,37.9164,15.1477,18,617.061,381.42,29.9571,30.1888,30.0006,29.9138,29.8817,0,43.0844,56.2409,29.8813,53.3539,21.2077,99.7649,99.8807
23,1658944131,3708.5,20220727 10:48:51,10:48:51,5,Gandalf,6,47,29.9,29.6,29.7,ch,30,LC-102 8-9D,8-9D,small,11,LCOR-419,1658944123,0.006732199,6.732198977,19.73524471,399.3012258,319.7236353,32.32069772,40.36515538,0.479768322,2.946256289,0.440212537,0.278414486,241.7384199,30.02368354,30.02368354,4.266248967,63.83186185,2.774115264,4.345972659,1.492133704,-296.8899749,51.26904405,3.876318599,-0.00619236,19.73524471,6.732198977,19.60054548,430.7354145,410.7297758,-0.002015488,67.086854,6.721588141,20.88219205,27.4185703,-8.78E-05,78.55,0,0,1,0,52794.21688,RECT-316-20201105-17_55_35,10214.9,1337.403655,3225.17,0.585323051,-10.23143349,RECT-128-20220727-10_48_53,10118,809.0103077,1018.3,0.20552852,0.5,1261.217235,19.73524471,129.6080561,0.023760124,2.167210056,704.3815517,-,0,704.3815517,0.30827698,0.666700837,0.87546815,-0.655867425,1.169037686,0.580476869,0.419523131,1500.007419,1261.217235,0.840807331,0.161158149,6,0.5,0: Broadleaf,2,FALSE,1658944123,399.3012258,421.7199355,27.44217419,20.89609677,401.0452258,27.22171613,600.1260645,100.9894516,0.100033648,30.34645806,29.94565806,999.9,0,0,9996.634839,0,333.9328387,1500.007419,0.972998032,0.027001781,0,808.636871,4.99935,13091.41935,14584.96774,40.97154839,41.82635484,40.61867742,38.62470968,41.96948387,1454.641613,40.36677419,0,141.5,0,809.0103077,30.58509401,474.9641026,13097.41923,15,1658944167,10:49:27,1658944167,1658943436,23,0.243,-0.001,-1.744,0.141,417,21,0.24,0.02,100,100,-1.744,0.2205,-1.298062313,-0.001884053,5.78E-07,-2.32E-11,0.220448122,0,0,0,4,2111,2,24,1.9,11.6,1.08154,2.42065,1.5979,2.33521,1.59424,2.44019,38.2324,15.139,18,616.227,381.069,29.2205,30.1993,30.0002,29.9629,29.9318,21.6663,44.0513,50.4216,29.2651,421.705,20.9286,99.7623,99.8863
