"","date","SPAD","Midday_WP","ID","Response_curve","E","Emm","A","Ca","Ci","CO2_r_sp","Qin","gsw","RHcham","VPcham","VPDleaf","Fm","Fv.Fm","Fs","Fm.","PhiPS2","ETR","PhiCO2","NPQ","Fmin","Fo.","Fv..Fm.","qP","qN","qP_Fo","qN_Fo","Tleaf","gtc","sample_date","Csetpoint"
"19","6/14/23 9:30",NA,1.21,"LCOR-307","CO2",0.004586414,4.586413852,23.09643191,997.832555,840.6008343,1027.08,1499.999355,0.290882847,47.12386494,1.515318081,1.653987748,2800.8,"0.921637108",369.5354545,898.06,"0.588518078","371.1225218",0.019023245,"2.11872258",475.07,"475.07","0.471004165","1.24949655","0.818125922","0.778867048","0.737118647",24.94520968,0.17370757,"Jun14",1000
"20","6/14/23 9:32",NA,1.21,"LCOR-307","CO2",0.004564843,4.564843122,23.12714444,1198.306974,1031.936694,1229.15,1499.982333,0.283700462,46.82853286,1.514334721,1.685558889,2800.8,"0.921637108",377.2745148,913.304,"0.586912447","370.1058944",0.019047808,"2.066667835",473.17,"473.17","0.481914018","1.217877931","0.81090895","0.772571356","0.731213144",25.10634667,0.169606618,"Jun14",1200
"21","6/14/23 9:34",NA,1.21,"LCOR-307","CO2",0.004325202,4.325202205,24.5250589,1496.549908,1308.739871,1530.25,1499.995161,0.271973817,47.08116744,1.510717886,1.662767891,2800.8,"0.921637108",384.6533526,913.015,"0.578699854","364.9300772",0.020156045,"2.067638538",475.37,"475.37","0.479340427","1.207283637","0.811800398","0.761837145","0.731325103",24.96730968,0.16288683,"Jun14",1500
"22","6/14/23 9:36",NA,1.21,"LCOR-307","CO2",0.004087736,4.087735691,27.0346524,1998.272067,1767.065348,2033.52,1500.06129,0.249968886,46.20137489,1.513815029,1.702745741,2800.8,"0.921637108",394.3863713,909.774,"0.566500723","357.2529979",0.022144905,"2.078566765",477.31,"477.31","0.47535322","1.191746894","0.813873096","0.746619156","0.732580661",25.19358387,0.15021408,"Jun14",2000
"31","6/14/23 10:16",NA,0.9,"LCOR-318","CO2",0.003160525,3.160524783,18.53005588,409.9800439,243.0606678,430.002,1499.988387,0.193323683,47.04638598,1.524135566,1.68452086,2739.22,"0.841467089",452.8607899,945.478,"0.521024508","328.5584761",0.015554702,"1.897180051",492.11,"492.11","0.479511951","1.08657252","0.798243967","0.963608202","0.778208426",25.15226129,0.117194492,"Jun14",400
"32","6/14/23 10:18",NA,0.9,"LCOR-318","CO2",0.00317414,3.174140121,13.12127151,301.2270177,185.0852704,314.662,1499.979032,0.197455497,47.05008848,1.512533469,1.657960389,2739.22,"0.841467089",456.1986643,910.594,"0.499009806","314.6738867",0.011266181,"2.008168295",495.57,"495.57","0.455772825","1.094865202","0.815022842","0.953935719","0.793342722",24.95149355,0.119621785,"Jun14",300
"33","6/14/23 10:19",NA,0.9,"LCOR-318","CO2",0.003402583,3.402582992,8.520439719,204.2566906,134.2852475,210.315,1499.958,0.215175821,47.9786806,1.551287453,1.635562291,2739.22,"0.841467089",459.5782326,873.357,"0.473779643","298.759646",0.007618288,"2.136426456",499.11,"499.11","0.428515487","1.105630152","0.832933651","0.942332762","0.809497858",25.03779667,0.130001581,"Jun14",200
"34","6/14/23 10:21",NA,0.9,"LCOR-318","CO2",0.003663811,3.663810818,2.515100521,101.3679639,80.87009431,103.723,1500.013667,0.23060027,47.26845128,1.525719738,1.648338932,2739.22,"0.841467089",462.6719492,849.373,"0.455278247","287.103603",0.002856482,"2.22499067",501.56,"501.56","0.409493827","1.111807353","0.844563964","0.931548301","0.819903229",24.97033667,0.138987293,"Jun14",100
"35","6/14/23 10:23",NA,0.9,"LCOR-318","CO2",0.003833001,3.833001325,-0.174885229,50.95033568,50.81064092,50.5556,1499.981935,0.239526219,46.98487622,1.522372142,1.662854889,2739.22,"0.841467089",466.0790202,833.101,"0.440549201","277.8094287",0.000723657,"2.287980689",500.32,"500.32","0.399448566","1.102893434","0.851364063","0.920213264","0.826962777",25.02925161,0.144169692,"Jun14",100
"36","6/14/23 10:24",NA,0.9,"LCOR-318","CO2",0.003776394,3.776393559,-2.881934604,3.087517376,22.74048011,50.8237,1499.978387,0.239509789,47.81195216,1.553966512,1.638044775,2739.22,"0.841467089",469.3978173,820.866,"0.428167548","270.0008939",-0.001422761,"2.33698801",500.13,"500.13","0.390728816","1.09581769","0.856756093","0.909103894","0.832270887",25.06495161,0.144159753,"Jun14",100
"37","6/14/23 10:26",NA,0.9,"LCOR-318","CO2",0.004303715,4.303715109,20.09877511,396.4679454,263.3872911,420.021,1499.999355,0.2699009,46.84324797,1.534871371,1.665488699,2739.22,"0.841467089",472.9963497,879.956,"0.462477272","291.6406628",0.016798408,"2.112905645",474.37,"474.37","0.460916228","1.003386829","0.820921474","0.91308083","0.806634906",25.10879355,0.161696602,"Jun14",400
"38","6/14/23 10:28",NA,0.9,"LCOR-318","CO2",0.004373678,4.373677767,20.31497846,399.7537774,271.9368709,422.033,1500.036,0.285144354,47.31179938,1.518963668,1.607155781,2739.22,"0.841467089",475.1942479,912.979,"0.479512401","302.3904315",0.016969423,"2.000309974",478.71,"478.71","0.475661543","1.008095793","0.807888928","0.914485472","0.792307998",24.71537333,0.170430175,"Jun14",400
"39","6/14/23 10:29",NA,0.9,"LCOR-318","CO2",0.004668637,4.668637388,27.3035785,598.3216696,428.9809846,628.965,1500.012333,0.293838892,46.53202256,1.523305826,1.666813036,2739.22,"0.841467089",477.9812755,967.161,"0.505789341","318.9561096",0.022510832,"1.83222752",486.98,"486.98","0.496485073","1.018740276","0.786798476","0.917950109","0.768801335",25.055,0.175395714,"Jun14",600
"40","6/14/23 10:31",NA,0.9,"LCOR-318","CO2",0.004663834,4.663833572,28.5420849,798.331807,619.881651,831.231,1499.995806,0.299254144,46.54768503,1.510227258,1.637136773,2739.22,"0.841467089",481.4124155,964.853,"0.501051025","315.9646045",0.02349308,"1.839002418",489.31,"489.31","0.492865753","1.016607509","0.788639101","0.911126635","0.769802652",24.82878065,0.178476956,"Jun14",800
"41","6/14/23 10:33",NA,0.9,"LCOR-318","CO2",0.004565337,4.565336895,28.7811688,998.0533682,805.5866698,1032.04,1499.970333,0.286014369,45.81982894,1.511529043,1.672378403,2739.22,"0.841467089",484.8970103,943.954,"0.486312881","306.6654747",0.023683049,"1.901857506",486.7,"486.7","0.484402842","1.003943081","0.797003356","0.900645988","0.778869607",25.0223,0.170929731,"Jun14",1000
"42","6/14/23 10:35",NA,0.9,"LCOR-318","CO2",0.004529405,4.529404772,26.89760762,1198.260303,1009.479144,1231.86,1500.102667,0.282575141,45.93663656,1.513174856,1.678196434,2739.22,"0.841467089",487.8611464,919.388,"0.469363156","296.0032339",0.022187606,"1.979394989",482.59,"482.59","0.475096477","0.987932302","0.806437918","0.889504953","0.789527477",25.06158667,0.16896538,"Jun14",1200
"43","6/14/23 10:37",NA,0.9,"LCOR-318","CO2",0.004538585,4.538585206,25.10999476,1497.612779,1314.179543,1531.23,1500.037419,0.287318986,46.62082095,1.514026291,1.655497233,2739.22,"0.841467089",490.9627595,917.008,"0.464603625","292.9888159",0.020771234,"1.987127702",485.48,"485.48","0.47058259","0.987294545","0.808528047","0.88253534","0.790560031",24.94636129,0.17167431,"Jun14",1500
"44","6/14/23 10:39",NA,0.9,"LCOR-318","CO2",0.004253362,4.253361998,25.58845106,1993.691004,1793.37036,2032.07,1499.934194,0.280794347,47.57087078,1.508903116,1.586358879,2739.22,"0.841467089",494.3280049,915.086,"0.459801587","289.9406488",0.021152039,"1.993401713",487.05,"487.05","0.467754943","0.982996746","0.809945075","0.87506697","0.791393884",24.54944516,0.167942364,"Jun14",2000
"53","6/14/23 11:12",NA,0.5,"LCOR-412","CO2",0.001798662,1.798661714,11.58093406,408.9950538,230.5907987,422.018,1500.005333,0.110963339,48.39496637,1.537309139,1.645254843,2658.97,"0.817416612",496.7446755,856.884,"0.420289473","265.0377547",0.010563336,"2.103068793",493.9,"493.9","0.423609263","0.992163083","0.832345375","0.969679815","0.829122338",25.01522,0.068138136,"Jun14",400
"54","6/14/23 11:14",NA,0.5,"LCOR-412","CO2",0.001940111,1.940110829,8.048329212,301.4672911,187.6962721,309.717,1500.01,0.122211083,48.28479169,1.518808978,1.615196737,2658.97,"0.817416612",498.5013659,846.751,"0.4112775","259.3556466",0.007762356,"2.140202964",498.42,"498.42","0.411373592","0.999766412","0.8387767","0.963966801","0.833784433",24.75755,0.074912267,"Jun14",300
"55","6/14/23 11:16",NA,0.5,"LCOR-412","CO2",0.002269698,2.269697664,4.922125,201.4137687,138.3586319,206.35,1500.019677,0.137656205,47.48396377,1.523233196,1.681747122,2658.97,"0.817416612",500.3957705,834.976,"0.400706403","252.6909313",0.005283609,"2.18448674",506.42,"506.42","0.393491549","1.018335472","0.847364289","0.957332332","0.839201997",25.1330129,0.08417578,"Jun14",200
"56","6/14/23 11:17",NA,0.5,"LCOR-412","CO2",0.002386997,2.386997134,1.408732705,101.3881275,83.50070542,102.5,1499.998387,0.149235571,47.76206563,1.521032175,1.635389576,2658.97,"0.817416612",502.4526035,818.254,"0.385945436","243.3790145",0.002497951,"2.249565538",513.88,"513.88","0.37197985","1.037543931","0.858106653","0.949007304","0.846895627",24.87692903,0.091091788,"Jun14",100
"57","6/14/23 11:19",NA,0.5,"LCOR-412","CO2",0.002504792,2.504792371,-0.323993698,50.94941004,53.03427569,50.2859,1500.022903,0.152336867,46.66721313,1.511233967,1.68181627,2658.97,"0.817416612",504.2433323,804.612,"0.37330871","235.4141462",0.001124071,"2.304661129",505.81,"505.81","0.3713616","1.005243163","0.861226291","0.941216169","0.85317218",25.0704129,0.092938807,"Jun14",100
"58","6/14/23 11:21",NA,0.5,"LCOR-412","CO2",0.002191085,2.191085387,-2.082752262,2.222352627,26.82004299,50.9909,1499.989355,0.13632568,47.88480813,1.530549629,1.639148913,2658.97,"0.817416612",506.1513466,798.228,"0.365906299","230.7407992",-0.000270413,"2.331090866",500.16,"500.16","0.373412108","0.979899397","0.861929489","0.933915347","0.856109396",24.9472871,0.083379173,"Jun14",100
"59","6/14/23 11:23",NA,0.5,"LCOR-412","CO2",0.002304164,2.304163684,12.57111892,398.4223732,245.0794869,412.207,1499.986129,0.142072408,47.56498223,1.515028201,1.655949395,2658.97,"0.817416612",508.0724638,835.379,"0.391806038","247.0727246",0.011348585,"2.182950493",480.75,"480.75","0.424512706","0.922954795","0.837193213","0.9354415","0.83901658",24.95405161,0.08681515,"Jun14",400
"60","6/14/23 11:24",NA,0.5,"LCOR-412","CO2",0.002385832,2.385832204,12.83016219,398.6417599,249.9526328,413.226,1499.967097,0.149907594,48.11566102,1.539113497,1.62712709,2658.97,"0.817416612",509.8583179,845.399,"0.396902152","250.2832244",0.011554123,"2.145224917",484.09,"484.09","0.42738281","0.928680664","0.833871754","0.932276928","0.834406475",24.9289871,0.091492103,"Jun14",400
"61","6/14/23 11:26",NA,0.5,"LCOR-412","CO2",0.002523583,2.523582723,18.01927831,598.4023993,397.3748449,618.527,1500.020968,0.157289341,47.3405404,1.519439758,1.642727201,2658.97,"0.817416612",511.3481781,871.742,"0.413417986","260.7072112",0.015668049,"2.050179984",481.65,"481.65","0.447485609","0.923868785","0.820838462","0.933038513","0.822286316",24.90740645,0.095886066,"Jun14",600
"62","6/14/23 11:28",NA,0.5,"LCOR-412","CO2",0.00259603,2.596029944,20.29142357,798.4485442,568.9589149,821.305,1500.026333,0.157739238,46.84405075,1.513735907,1.684981753,2658.97,"0.817416612",513.2571876,883.99,"0.419385754","264.4716224",0.017469513,"2.007918642",486.83,"486.83","0.4492811","0.933459594","0.817157273","0.930306146","0.81665113",25.10017667,0.09615397,"Jun14",800
"63","6/14/23 11:30",NA,0.5,"LCOR-412","CO2",0.002198393,2.198393132,20.80950355,997.9960436,724.5640865,1021.44,1499.974333,0.135741823,47.64019728,1.51230576,1.651760254,2658.97,"0.817416612",515.3159056,886.281,"0.418563745","263.9440227",0.017880911,"2.000143295",485.07,"485.07","0.452690512","0.924613469","0.815441833","0.925567967","0.815597063",24.91747,0.083029562,"Jun14",1000
"64","6/14/23 11:32",NA,0.5,"LCOR-412","CO2",0.001879545,1.879544725,21.38571767,1198.308525,869.3357414,1222.67,1499.986774,0.115567614,47.53295828,1.508157747,1.652610987,2658.97,"0.817416612",517.1915749,881.418,"0.413227805","260.5815137",0.01833763,"2.016695824",484.67,"484.67","0.450124685","0.918029644","0.8175284","0.919916442","0.817834482",24.89999355,0.070914172,"Jun14",1200
"65","6/14/23 11:34",NA,0.5,"LCOR-412","CO2",0.00168914,1.689140356,21.52786251,1498.319309,1115.534182,1523.01,1500.021,0.100818011,47.2216973,1.515892168,1.69723478,2658.97,"0.817416612",519.0304538,883.159,"0.412302367","260.0037624",0.018449922,"2.010748914",483.47,"483.47","0.452567431","0.911029691","0.816277178","0.915642971","0.817033465",25.17564333,0.062007229,"Jun14",1500
"66","6/14/23 11:36",NA,0.5,"LCOR-412","CO2",0.001594563,1.594563457,21.6046777,1996.939782,1590.188727,2022.73,1499.983871,0.097745153,48.2387827,1.518079363,1.651890568,2658.97,"0.817416612",521.058207,874.993,"0.404500142","255.0773201",0.018511281,"2.038847168",489.22,"489.22","0.440886956","0.917469063","0.822203941","0.908668521","0.820790562",24.94872258,0.060146444,"Jun14",2000
"75","6/14/23 12:45",NA,1.16,"LCOR-063","CO2",0.002015963,2.015963376,14.67215788,412.9507257,209.2684723,427.767,1500.008387,0.12254603,47.18452167,1.513150035,1.672701132,2828.58,"0.819460118",522.7730836,864.466,"0.395264726","249.2575718",0.012660536,"2.272054656",453.76,"453.76","0.475097922","0.831964754","0.827058051","0.965794878","0.847364769",25.03253871,0.075113777,"Jun14",400
"76","6/14/23 12:47",NA,1.16,"LCOR-063","CO2",0.001947527,1.947527431,9.845212523,301.7112224,160.7050077,311.344,1500.004667,0.119056888,47.73056317,1.516973907,1.662208308,2828.58,"0.819460118",523.4667907,788.65,"0.336249552","212.0414475",0.008833354,"2.58661003",433.18,"433.18","0.450732264","0.746007284","0.851603073","0.953970213","0.880073566",24.99738667,0.073014489,"Jun14",300
"77","6/14/23 12:48",NA,1.16,"LCOR-063","CO2",0.001901589,1.901588732,5.478131946,201.4929939,121.1709898,206.763,1499.979667,0.117406466,48.00987777,1.519401975,1.645309013,2828.58,"0.819460118",523.9685836,757.618,"0.308400033","194.476142",0.005370843,"2.733517419",428.92,"428.92","0.433857168","0.710833094","0.863023095","0.946153989","0.893461498",24.92088667,0.072021597,"Jun14",200
"78","6/14/23 12:50",NA,1.16,"LCOR-063","CO2",0.001965219,1.96521947,1.510821063,101.3912983,78.48918626,102.597,1499.985,0.12017345,47.45622992,1.514265949,1.661998465,2828.58,"0.819460118",524.4458453,728.125,"0.279731028","176.3981107",0.002225158,"2.884745064",428.47,"428.47","0.411543348","0.679712185","0.875149472","0.936656133","0.906185468",24.98198667,0.073686365,"Jun14",100
"79","6/14/23 12:52",NA,1.16,"LCOR-063","CO2",0.002087062,2.087061969,-0.345340558,50.96609071,53.99494703,50.4208,1499.99129,0.12711087,47.12942369,1.516677134,1.670764565,2828.58,"0.819460118",524.8658062,719.854,"0.270871863","170.8123091",0.000753409,"2.929380124",433.72,"433.72","0.397488935","0.681457617","0.880521617","0.93214391","0.909753771",25.0409129,0.077854622,"Jun14",100
"80","6/14/23 12:53",NA,1.16,"LCOR-063","CO2",0.002117958,2.117957909,-2.356262229,2.332551282,31.16320737,50.3655,1500.024333,0.131514713,47.5543233,1.534260921,1.639978829,2828.58,"0.819460118",525.3167213,709.446,"0.259539526","163.6696832",-0.000841019,"2.987026497",442.98,"442.98","0.375597297","0.691004776","0.888302314","0.926322433","0.914244026",24.97129333,0.080497333,"Jun14",100
"81","6/14/23 12:55",NA,1.16,"LCOR-063","CO2",0.00240015,2.40014981,16.6053706,398.2878483,205.7653071,416.461,1500.052333,0.147434503,47.1564705,1.523347774,1.662761899,2828.58,"0.819460118",525.8104097,777.102,"0.32337015","203.9260705",0.014192941,"2.639908275",427.37,"427.37","0.450046455","0.718526158","0.854351764","0.943178765","0.885055644",25.0339,0.090016886,"Jun14",400
"82","6/14/23 12:58",NA,1.16,"LCOR-063","CO2",0.002618478,2.618477758,16.77850218,399.8427234,224.1049516,417.245,1499.978387,0.164424761,47.85005723,1.530998968,1.631776613,2828.58,"0.819460118",526.260286,774.368,"0.320400267","202.0432302",0.014330916,"2.652759412",428.2,"428.2","0.447032935","0.716726312","0.855786167","0.940883605","0.886235155",24.91063226,0.100123033,"Jun14",400
"83","6/14/23 13:00",NA,1.16,"LCOR-063","CO2",0.002577888,2.577887541,24.67970368,597.9766501,328.168123,624.787,1499.995484,0.157305051,46.88624823,1.519493034,1.676710841,2828.58,"0.819460118",526.8259777,889.471,"0.407708652","257.1025652",0.020595541,"2.180069952",440.11,"440.11","0.505200282","0.807023801","0.811862406","0.957353486","0.836577026",25.08698065,0.095895606,"Jun14",600
"84","6/14/23 13:01",NA,1.16,"LCOR-063","CO2",0.002407204,2.4072035,26.19843071,798.596471,491.3110276,826.581,1500.024667,0.147926308,46.94369379,1.50968446,1.662375999,2828.58,"0.819460118",527.5565606,913.373,"0.422408413","266.3774656",0.021799303,"2.096850903",451.45,"451.45","0.505733145","0.835239725","0.805680379","0.958070529","0.826265144",24.95977667,0.090310056,"Jun14",800
"85","6/14/23 13:04",NA,1.16,"LCOR-063","CO2",0.002118759,2.118758747,22.39384339,999.2918752,692.2974443,1023.61,1499.978333,0.12865544,47.0892484,1.514441753,1.6763001,2828.58,"0.819460118",528.4772151,828.975,"0.362493181","228.5868626",0.018783322,"2.4121415",441.83,"441.83","0.467016496","0.776189244","0.837794071","0.944060573","0.862676417",25.05827667,0.078782791,"Jun14",1000
"86","6/14/23 13:06",NA,1.16,"LCOR-063","CO2",0.001959993,1.959992844,24.46192919,1199.439328,843.0628419,1226.58,1500.005806,0.121122708,47.72070692,1.516374764,1.645121004,2828.58,"0.819460118",529.2688522,840.757,"0.370485346","233.6309361",0.020422737,"2.364325245",440.98,"440.98","0.475496487","0.779154748","0.832561149","0.943658984","0.857593386",24.90384839,0.074257352,"Jun14",1200
"87","6/14/23 13:09",NA,1.16,"LCOR-063","CO2",0.001818311,1.818310757,31.14364723,1499.518299,1007.103055,1533.54,1500.040667,0.110525975,47.07126391,1.51323409,1.66911678,2828.58,"0.819460118",530.5610424,880.329,"0.397315047","250.5558635",0.02571997,"2.213094195",439.67,"439.67","0.500561722","0.793738373","0.815539723","0.946194673","0.840521099",25.01409667,0.067874738,"Jun14",1500
"88","6/14/23 13:12",NA,1.16,"LCOR-063","CO2",0.001761221,1.761221348,32.07049236,1996.724642,1457.44145,2033.44,1499.966774,0.105946458,47.23964739,1.523443964,1.684808139,2828.58,"0.819460118",531.4021334,876.459,"0.393694248","248.2602837",0.026456137,"2.227281596",445.52,"445.52","0.49168187","0.800709304","0.819165695","0.943326019","0.842190708",25.15014516,0.065109146,"Jun14",2000
"97","6/14/23 14:36",NA,1.17,"LCOR-546","CO2",0.002997768,2.997768047,21.55296233,409.9838093,252.0145953,432.874,1499.986,0.237021467,58.38535131,1.866360148,1.309242718,2781.3,"0.805602517",663.0655385,960.015,"0.309317523","195.0555247",0.01817134,"1.897142232",472.93,"472.93","0.507372281","0.609646081","0.788991799","0.708139906","0.812847849",24.97849333,0.142719082,"Jun14",400
"98","6/14/23 14:38",NA,1.17,"LCOR-546","CO2",0.003169501,3.169500645,15.04914713,301.4214027,197.1154556,316.982,1499.968065,0.252814884,58.56006649,1.874130824,1.301467807,2781.3,"0.805602517",655.49524,920.481,"0.28787749","181.5332748",0.013014646,"2.021572417",473.91,"473.91","0.485149612","0.593378791","0.806460546","0.697692132","0.830492054",24.97847097,0.151853312,"Jun14",300
"99","6/14/23 14:40",NA,1.17,"LCOR-546","CO2",0.003205054,3.205054141,8.970492695,201.4441513,139.7304438,210.63,1499.980968,0.256910177,58.23048477,1.875264239,1.295994602,2781.3,"0.805602517",639.6944231,856.785,"0.253378125","159.7796205",0.008194777,"2.246205291",475,"475","0.445601872","0.568619974","0.834459958","0.686762346","0.858919871",24.95553871,0.154215888,"Jun14",200
"100","6/14/23 14:41",NA,1.17,"LCOR-546","CO2",0.003162926,3.162926475,2.756064095,101.4654486,81.70905555,104.046,1500.013548,0.256822592,58.67310447,1.897305589,1.279249725,2781.3,"0.805602517",635.4892692,806.902,"0.212433146","133.9627002",0.003267294,"2.446886983",478.54,"478.54","0.406941611","0.522023653","0.857405027","0.643865883","0.881182883",24.98352258,0.154165178,"Jun14",100
"101","6/14/23 14:43",NA,1.17,"LCOR-546","CO2",0.003202958,3.202957708,-0.122566385,50.94670336,50.69083301,50.5579,1499.985161,0.261968132,58.94065998,1.884834941,1.271431875,2781.3,"0.805602517",641.19516,788.359,"0.186671098","117.7146155",0.000984899,"2.527961246",478.49,"478.49","0.393055702","0.474922758","0.865438747","0.594166181","0.889458709",24.87610645,0.157126373,"Jun14",100
"102","6/14/23 14:45",NA,1.17,"LCOR-546","CO2",0.003222058,3.222058284,-3.062208029,2.922346734,22.37346781,50.4012,1499.973667,0.258860347,58.83442533,1.899589358,1.293390563,2781.3,"0.805602517",647.5984615,769.395,"0.158301703","99.82419322",-0.001345943,"2.614918215",478.8,"478.8","0.377692863","0.419128128","0.873791531","0.532520056","0.897922429",25.07004333,0.155335814,"Jun14",100
"103","6/14/23 14:47",NA,1.17,"LCOR-546","CO2",0.003258045,3.258045437,20.74154984,398.2811437,260.3008083,420.485,1499.994667,0.263653293,58.36980462,1.884576544,1.285358238,2781.3,"0.805602517",622.6538462,873.173,"0.286906666","180.9242399",0.017527878,"2.185279435",454.03,"454.03","0.480022859","0.597693756","0.819899281","0.753451761","0.851605832",24.94853667,0.158097853,"Jun14",400
"104","6/14/23 14:49",NA,1.17,"LCOR-546","CO2",0.003324666,3.324665673,20.59249805,399.8687837,266.2154574,421.681,1500.016774,0.271062936,58.73787582,1.902616045,1.277268243,2781.3,"0.805602517",644.7792,913.565,"0.294216394","185.5365751",0.017409433,"2.044446755",466.56,"466.56","0.489297423","0.601303789","0.806887599","0.720823194","0.833578697",25.00109032,0.162358486,"Jun14",400
"105","6/14/23 14:51",NA,1.17,"LCOR-546","CO2",0.00342863,3.428630404,27.26843423,598.7033031,421.2120673,628.638,1499.976,0.273025243,58.58360721,1.89148368,1.308173565,2781.3,"0.805602517",677.7761538,967.859,"0.299716019","188.9995578",0.022703267,"1.873662383",475.72,"475.72","0.508482124","0.589432754","0.786544384","0.679062637","0.809347036",25.10510667,0.163483512,"Jun14",600
"106","6/14/23 14:53",NA,1.17,"LCOR-546","CO2",0.003473918,3.473917711,28.73741861,798.185323,610.5749861,830.213,1500.014839,0.277795457,58.57903163,1.879464827,1.303941853,2781.3,"0.805602517",679.3753462,943.404,"0.279868067","176.4880234",0.023867419,"1.948153707",471.71,"471.71","0.49999152","0.559745627","0.795767214","0.65560324","0.820261414",25.01966129,0.166218865,"Jun14",800
"107","6/14/23 14:55",NA,1.17,"LCOR-546","CO2",0.003271798,3.271797668,28.60910645,997.6926349,800.7261857,1030.47,1500.004,0.26728742,59.20121944,1.898410061,1.273912726,2781.3,"0.805602517",670.7398,917.989,"0.269337868","169.8464405",0.023765839,"2.029774867",470.98,"470.98","0.486943743","0.553119065","0.806516413","0.655292363","0.831604245",24.96116333,0.16018534,"Jun14",1000
