obs,time,elapsed,date,hhmmss,averaging,Group name,Control v transgenic,ID,Event_short,Plant age,TIME,E,Emm,A,Ca,Ci,Pci,Pca,gsw,gbw,gtw,gtc,Rabs,TleafEB,TleafCnd,SVPleaf,RHcham,VPcham,SVPcham,VPDleaf,LatHFlux,SenHFlux,NetTherm,EBSum,Asty,Esty,Adyn,Crd,Csd,dCsd/dt,αVc,Edyn,Hr,Hs,dHs/dt,αVh,Leak,LeakPct,CorrFact,CorrFactPct,Fan,DarkAdaptedID,Qmax_d,Fo,Fm,Fv/Fm,A_dark,LightAdaptedID,Qmax,Fs,Fm',PhiPS2,PS2/1,Qabs_fs,A_fs,ETR,PhiCO2,NPQ,alt._Fo',DarkPulseID,Fmin,Fo',Fv'/Fm',qP,qN,qP_Fo,qN_Fo,qL,1-qL,Qin,Qabs,alpha,convert,S,K,Geometry,Custom,UseDynamic,TIME,CO2_s,CO2_r,H2O_s,H2O_r,CO2_a,H2O_a,Flow,Pa,ΔPcham,Tair,Tleaf,Tleaf2,Offset,Offset2,Fan_speed,Qamb_in,Qamb_out,Q,f_red,f_blue,f_farred,F,Q_modavg,F_dc,Pc,Tled,TDigital,TPreamp,TPwrSpy,TDrive,Q_red,Q_blue,Q_farred,TSPF,state,F_avg,dF/dt,dF_dc/dt,F_dc_avg,period,time,hhmmss,co2_t,h2o_t,count,co2_adj,h2o_adj,co2_match,h2o_match,co2_at,h2o_at,co2_cv,h2o_cv,MatchValveR,MatchValveS,MatchCO2,MatchH2O,cf_co2_a,cf_co2_b,cf_co2_c,cf_co2_d,cf_h2o_a,cf_h2o_b,cf_h2o_c,cf_h2o_d,co2_fit_low,co2_fit_high,h2o_fit_low,h2o_fit_high,co2_elapsed,h2o_elapsed,CO2_f,CO2_f_s,Pump_f,Pump_f_s,Pump_p,Pump_p_s,Tboard,V_system,DIAG,Flow_s,Flow_r,Txchg,Tirga,Tchopper,Ts,Tr,CO2_%,Desiccant_%,Humidifier_%,Txchg_sp,CO2_r_sp,H2O_r_sp,SS_s,SS_r
21,1694196011,2666.5,20230908 11:00:11,11:00:11,5,,Control,LCOR-511,16-20,,1694196003,0.002928599,2.928599082,18.74950043,384.6749,198.8750122,20.17155556,39.01692339,0.173525195,2.953981928,0.168054702,0.105511325,289.5614661,25.86938861,25.18085667,3.21412445,46.98058311,1.487554633,3.166317943,1.726569818,-129.1512195,-40.04628084,-2.869164366,117.4948014,18.74950043,2.928599082,19.02789348,414.7789176,389.8767697,0.024551565,66.6341167,2.63529897,10.89045892,14.44445734,-0.031235319,77.18,9,2,1,0,53989.74942,RECT-1587-20230908-10_57_24,8176.54,738.2961538,2595.25,0.715520218,-1.922824188,RECT-1588-20230908-11_00_08,8167.22,1002.63908,1084.37,0.075371801,0.5,1513.15964,18.74950043,57.02478374,0.013661694,1.393325157,528.7242307,DARK-1589-20230908-11_00_15,630.93,630.93,0.418159853,0.180246383,0.769161847,0.236166127,0.813633577,0.113423517,0.886576483,1799.970333,1513.15964,0.8406581,0.160870133,6,0.5,0: Broadleaf,2,FALSE,1694196003,384.6749,410.2538333,14.66607,10.95246667,383.1869,14.70207,466.2288,101.3977,0.030605793,24.92939667,25.18085667,999.9,0,0,10000.17033,0,1355.740333,1799.970333,0.9780031,0.02199675,0,1005.6645,5.00022,18532.54,16954.26,35.14146667,40.6746,36.07073333,38.11646667,37.01226667,1755.484667,39.48533333,0,163.6000001,0,1002.63908,-256.2935385,-4563.546154,18478.832,15,1694196039,11:00:38,1694196034,1694196039,21,0.321,-0.033,1.488,-0.036,411,11,0.12,0.05,100,100,1.488,-0.036,0.132639814,0.001863201,1.75183E-06,-3.1065E-10,-0.00321,0,0,0,-6,2030,-1,-1,3.3,3.2,1.25488,2.6355,0.186768,0,4.28589,4.99756,35.9412,15.0602,18,444.237,846.908,16.7344,27.3541,30,27.0866,27.3931,25.1327,42.9858,50.4393,13.7073,410,12.3042,98.6789,93.2513
22,1694196147,2802,20230908 11:02:26,11:02:26,5,,Control,LCOR-511,16-20,,1694196139,0.002242525,2.242524961,19.16609562,383.9160333,157.7340406,15.99874764,38.94007729,0.143094385,2.953250921,0.139351178,0.087422643,241.7373742,25.75119553,25.12883,3.204181943,50.91581606,1.610671768,3.163401655,1.593510175,-98.8953508,-34.21226181,-2.450953156,106.1788084,19.16609562,2.242524961,19.00693161,415.4395023,390.2272303,0.02743516,66.76916639,2.291360231,13.08406178,15.95328741,0.009316755,77.18,7,2,1,0,53971.08356,RECT-1587-20230908-10_57_24,8176.54,738.2961538,2595.25,0.715520218,-1.922824188,RECT-1590-20230908-11_02_24,8167.94,736.889,840.55,0.123325204,0.5,1261.21057,19.16609562,77.76952524,0.016721173,2.087561716,463.2100297,DARK-1591-20230908-11_02_30,519.93,519.93,0.381440723,0.323314204,0.845508163,1.013761378,0.944934632,0.228122219,0.771877781,1499.999333,1261.21057,0.84080742,0.161158321,6,0.5,0: Broadleaf,2,FALSE,1694196139,383.9160333,409.9668667,15.87985333,13.00913667,382.6434667,15.89132667,461.2605667,101.3986,0.03002998,24.91395,25.12883,999.9,0,0,9995.933,0,1368.776667,1499.999333,0.972995933,0.027004267,0,737.5037333,5.00022,11458.20667,14099.18667,37.29973333,41.54553333,37.554,40.31226667,39.03313333,1454.628333,40.371,0,133.3999999,0,736.889,-51.31015392,-756.8769242,11449.34,15,1694196112,11:01:51,1694196112,1694196107,22,-0.133,0.025,1.354,-0.011,410,12,0.17,0.07,100,100,1.273,-0.0115,0.320626534,0.001863201,1.75183E-06,-3.1065E-10,-0.011475,0,0,0,-6,2030,-1,-1,0.6,0.7,1.25,2.63794,0.186768,0,4.25415,4.99756,36.1285,15.0339,18,440.917,839.814,21.9448,27.5623,30.0073,27.2349,27.5293,25.0314,0,50.1085,20.7506,410,14.5275,98.6304,93.1983
23,1694196244,2899.5,20230908 11:04:04,11:04:04,5,,Control,LCOR-511,16-20,,1694196236,0.002460844,2.460844174,18.91221928,384.2404516,186.7598158,18.94200037,38.97135337,0.163085607,2.95373962,0.158243274,0.099325134,161.9096501,25.56357733,24.98626129,3.177074082,50.7278163,1.637255319,3.227529664,1.539818763,-108.5232281,42.12259385,3.020098205,98.52911413,18.91221928,2.460844174,19.17161357,415.4802115,390.448897,-0.038135225,66.64630916,2.489250401,12.99460406,16.17126224,0.001125221,77.18,5,1,1,0,53924.38405,RECT-1587-20230908-10_57_24,8176.54,738.2961538,2595.25,0.715520218,-1.922824188,RECT-1592-20230908-11_04_01,8173.35,641.89364,813.61,0.211054879,0.5,841.2207971,18.91221928,88.77187672,0.024767628,2.189796094,454.9092201,DARK-1593-20230908-11_04_08,491.67,491.67,0.395693268,0.533380009,0.846956141,2.2800105,0.959442263,0.408552029,0.591447971,1000.031806,841.2207971,0.841194042,0.161904501,6,0.5,0: Broadleaf,2,FALSE,1694196236,384.2404516,410.060871,16.14261935,12.99451613,382.9222581,16.14252258,461.4435161,101.3942903,0.030099552,25.25078065,24.98626129,999.9,0,0,9999.13129,0,1371.575484,1000.031806,0.959997516,0.040002177,0,642.0364839,5.00022,6629.844516,9346.531935,36.59851613,40.80222581,37.33651613,39.04209677,38.66106452,955.2270968,39.80258065,0,95.20000005,0,641.89364,-13.44992309,-169.0246156,6627.7312,15,1694196211,11:03:30,1694196204,1694196211,23,0.045,0.012,1.398,0,410,13,0.18,0.05,100,100,1.318,0.0001,0.365217259,0.001863201,1.75183E-06,-3.1065E-10,9.52381E-05,0,0,0,-6,2030,-1,-1,0.7,0.6,1.25,2.63672,0.186768,0,4.25659,4.99756,36.2224,15.0251,18,443.018,840.25,25.9154,27.6386,30.0174,27.3108,27.6017,25.0483,0,49.7383,23.6526,410,13.7742,98.6343,93.204
24,1694196339,2994,20230908 11:05:38,11:05:38,5,,Control,LCOR-511,16-20,,1694196331,0.002364781,2.364780731,18.7098073,384.3964667,179.1389308,18.16881154,38.98665092,0.154795812,2.954298608,0.150426949,0.094399097,121.9888402,25.63491336,25.04457,3.188136518,49.71693581,1.63160431,3.281787752,1.556532208,-104.2868302,77.51191374,5.565862635,100.7797863,18.7098073,2.364780731,19.00345265,415.3770757,390.5233636,-0.034658772,66.76878929,2.362817801,13.09395914,16.11606503,0.000489848,77.18,4,1,1,0,53890.0899,RECT-1587-20230908-10_57_24,8176.54,738.2961538,2595.25,0.715520218,-1.922824188,RECT-1594-20230908-11_05_36,8184.29,609.12544,860,0.291714605,0.5,631.1965551,18.7098073,92.06462676,0.032688124,2.017732558,469.0560497,DARK-1595-20230908-11_05_42,485,485,0.436046512,0.668998827,0.822295937,2.061352767,0.934460489,0.532672598,0.467327402,750.0140333,631.1965551,0.84157966,0.162648744,6,0.5,0: Broadleaf,2,FALSE,1694196331,384.3964667,409.9287333,16.08712,13.05906333,383.1565667,16.09363333,461.0359333,101.3928333,0.030187693,25.53123333,25.04457,999.9,0,0,10002.448,0,1376.239,750.0140333,0.946992,0.05300792,0,609.1240667,5.00022,4667.901333,6969.959667,34.2664,38.59153333,35.379,36.32066667,36.61226667,705.5233333,39.49233333,0,92.60000014,0,609.12544,-0.40961539,-13.98461535,4667.5284,15,1694196301,11:05:00,1694196301,1694196300,24,-0.079,-0.007,1.32,-0.007,410,13,0.11,0.05,100,100,1.239,-0.0065,0.286262512,0.001863201,1.75183E-06,-3.1065E-10,-0.006515,0,0,0,-6,2030,-1,-1,0.6,0.7,1.25,2.63916,0.186768,0,4.25293,4.99756,36.3165,15.2265,18,445.113,839.156,24.7085,27.6863,30.0002,27.3714,27.6663,25.0358,0,51.2028,24.7051,410,15.6182,98.6235,93.1955
25,1694196447,3102.5,20230908 11:07:27,11:07:27,5,,Control,LCOR-511,16-20,,1694196439,0.002306324,2.306324316,17.82173322,385.702129,191.6146236,19.43418319,39.11917415,0.156232024,2.953988389,0.151782516,0.095253288,82.09655028,25.45548101,24.90152903,3.161058314,50.35965261,1.656540506,3.289420042,1.504517808,-101.7089023,106.5146498,7.645260092,94.54755783,17.82173322,2.306324316,18.08485152,415.3387208,392.050503,-0.040967401,66.77107418,2.308203694,13.43596516,16.34946643,8.46986E-05,77.18,3,1,1,0,53873.93472,RECT-1587-20230908-10_57_24,8176.54,738.2961538,2595.25,0.715520218,-1.922824188,RECT-1596-20230908-11_07_24,8187.25,631.0947692,1100.17,0.426366135,0.5,421.2058747,17.82173322,89.79396042,0.046876263,1.358953616,532.4526955,DARK-1597-20230908-11_07_31,511.07,511.07,0.535462701,0.796257394,0.71734687,1.296239659,0.805125019,0.644821168,0.355178832,500.0210645,421.2058747,0.842376261,0.164186184,6,0.5,0: Broadleaf,2,FALSE,1694196439,385.702129,409.7174839,16.33294194,13.42119355,384.486129,16.33010968,467.4830968,101.3930645,0.030213194,25.57035806,24.90152903,999.9,0,0,10000.66419,0,1385.748387,500.0210645,0.919993935,0.080006242,0,631.1060323,5.00022,3191.091935,4592.391613,33.625,38.89283871,35.25587097,36.29803226,36.09035484,455.416129,39.60612903,0,106.7,0,631.0947692,-0.141606834,-2.049914567,3191.185385,15,1694196408,11:06:47,1694196404,1694196408,25,-0.028,0.009,1.29,0.003,410,13,0.2,0.04,100,100,1.215,0.0029,0.258230681,0.001863201,1.75183E-06,-3.1065E-10,0.002845,0,0,0,-6,2030,-1,-1,0.7,0.7,1.25977,2.63794,0.186768,0,4.31763,4.99756,36.3635,15.2265,18,453.35,846.92,26.633,27.6452,30,27.3749,27.6729,25.2294,0,52.7116,26.6628,410,15.5222,98.6298,93.1969
26,1694196563,3218.5,20230908 11:09:23,11:09:23,5,,Control,LCOR-511,16-20,,1694196555,0.002289278,2.289278053,13.20318844,391.9504839,243.1371209,24.65985756,39.75305403,0.153467419,2.953805021,0.149171401,0.093608089,41.31919679,25.62085176,25.03199032,3.185747035,49.47515894,1.666468333,3.368293037,1.519278702,-100.9571622,149.3897787,10.75199139,100.5038047,13.20318844,2.289278053,13.16012894,415.5724021,398.6572061,0.009398329,66.77591871,2.334640653,13.60728885,16.47083287,0.005802331,77.18,3,1,1,0,53796.51874,RECT-1587-20230908-10_57_24,8176.54,738.2961538,2595.25,0.715520218,-1.922824188,RECT-1598-20230908-11_09_20,8172.84,745.4873846,1811.57,0.588485466,0.5,210.7380712,13.20318844,62.008146,0.071776365,0.432597139,657.3938836,DARK-1599-20230908-11_09_27,620.27,620.27,0.657606386,0.894890133,0.396804018,0.993299724,0.42202449,0.744577996,0.255422004,250.0036129,210.7380712,0.842940103,0.165274399,6,0.5,0: Broadleaf,2,FALSE,1694196555,391.9504839,409.7711613,16.43076452,13.58503226,390.8579355,16.42890968,474.7453226,101.3924839,0.031179752,25.9701,25.03199032,999.9,0,0,9999.680645,0,1394.315484,250.0036129,0.899998484,0.100001516,0,745.4479677,5.00022,1878.81,2258.727742,33.83841935,39.70529032,36.09054839,35.71145161,35.889,220.5029032,24.50129032,0,113.8000002,0,745.4873846,4.117470075,12.04136754,1878.850385,15,1694196527,11:08:46,1694196527,1694196518,26,-0.143,-0.001,1.146,0.002,409,13,0.2,0.03,100,100,1.093,0.0019,0.115263273,0.001863201,1.75183E-06,-3.1065E-10,0.00185,0,0,0,-6,2030,-1,-1,0.6,0.8,1.26953,2.63794,0.186768,0,4.38599,4.99756,36.2929,15.2178,18,461.065,856.603,26.8489,27.4921,29.9994,27.2858,27.5926,25.4423,0,55.4156,26.7953,410,16.0778,98.6554,93.2221
27,1694196632,3287,20230908 11:10:31,11:10:31,5,,Control,LCOR-511,16-20,,1694196624,0.002171769,2.171769216,11.0149161,394.9460667,265.5775982,26.93512451,40.05579369,0.14856548,2.954186172,0.144536143,0.090688007,33.04994484,25.64463445,25.09172333,3.197107137,50.64344192,1.710044958,3.376636527,1.487062179,-95.77502245,146.5539969,10.55191278,94.38083207,11.0149161,2.171769216,10.9587043,415.8847136,401.8088788,0.001276472,66.77591871,2.17015039,14.17221303,16.86637692,0.000911657,77.18,3,1,1,0,53800.11235,RECT-1587-20230908-10_57_24,8176.54,738.2961538,2595.25,0.715520218,-1.922824188,RECT-1600-20230908-11_10_29,8167.15,746.058,1948.08,0.617029075,0.5,168.5904871,11.0149161,52.01261614,0.076740631,0.33220915,674.5468946,DARK-1601-20230908-11_10_35,617.53,617.53,0.683005831,0.903402352,0.327230346,0.993584105,0.348511624,0.747767673,0.252232327,200.0066333,168.5904871,0.842924479,0.165244244,6,0.5,0: Broadleaf,2,FALSE,1694196624,394.9460667,409.9720667,16.86087,14.15862667,393.8840667,16.83987,474.0841667,101.3903333,0.030587317,26.01190667,25.09172333,999.9,0,0,10002.05633,0,1396.929667,200.0066333,0.9000106,0.099989423,0,746.0700333,5.00022,1507.784667,1797.803,33.9832,39.9122,35.8582,36.7372,36.37913333,175.5076667,19.497,0,66.20000005,0,746.058,5.283692319,8.030085521,1507.648462,15,1694196659,11:10:58,1694196659,1694196653,27,-0.087,0.019,1.062,0.021,410,14,0.39,0.03,100,100,1.062,0.021,0.115263273,0.001863201,1.75183E-06,-3.1065E-10,0.00185,0,0,0,-6,2030,-1,-1,1.8,1.9,1.26953,2.63672,0.186768,0,4.38477,4.99756,36.2459,15.2178,18,460.364,858.36,25.372,27.4169,29.9996,27.2324,27.5483,25.4389,0,57.0888,25.3677,410,16.0871,98.6674,93.2282
28,1694196748,3403.5,20230908 11:12:28,11:12:28,5,,Control,LCOR-511,16-20,,1694196740,0.002255837,2.25583724,5.176121143,402.3601,339.3945387,34.42173714,40.80776801,0.156635354,2.953569169,0.152162582,0.095492836,16.50942803,25.435313,25.04196,3.187640626,51.22530501,1.720437735,3.358570018,1.46720289,-99.48242227,140.0144811,10.07605918,67.11754603,5.176121143,2.25583724,4.849269668,416.0067202,409.4482182,0.054527097,66.64960799,2.239472951,14.1413894,16.94132867,-0.000735344,77.18,2,0,1,0,53798.35576,RECT-1587-20230908-10_57_24,8176.54,738.2961538,2595.25,0.715520218,-1.922824188,RECT-1602-20230908-11_12_25,8156.58,731.9686538,2104.08,0.652119381,0.5,84.27945737,5.176121143,27.48013377,0.084231028,0.233436942,692.3204734,DARK-1603-20230908-11_12_32,601.33,601.33,0.714207635,0.913066941,0.246333855,1.004632871,0.264503074,0.750106635,0.249893365,99.99310667,84.27945737,0.842852674,0.165105662,6,0.5,0: Broadleaf,2,FALSE,1694196740,402.3601,410.084,16.96332667,14.14792333,401.2655,16.93986333,472.5939,101.3905,0.030510707,25.92126667,25.04196,999.9,0,0,9998.537667,0,1400.292667,99.99310667,0.899907033,0.10009301,0,731.9846333,5.00022,743.6171667,875.7304,34.183,40.5622,36.5998,38.41226667,36.80786667,85.48533333,9.508333333,0,114.2,0,731.9686538,-4.228957268,1.691521361,743.5891923,15,1694196718,11:11:58,1694196714,1694196718,28,0.056,0.002,1.119,0.023,410,14,0.4,0.08,100,100,1.095,0.0235,0.084885637,0.001863201,1.75183E-06,-3.1065E-10,0.023471429,0,0,0,-6,2030,-1,-1,0.6,0.5,1.26831,2.63916,0.186768,0,4.36646,4.99756,36.1989,15.209,18,458.573,856.148,25.4904,27.3477,29.9999,27.1705,27.4893,25.3958,0,56.7934,25.4797,410,14.3814,98.682,93.236
29,1694196835,3490.5,20230908 11:13:55,11:13:55,5,,Control,LCOR-511,16-20,,1694196827,0.002366062,2.366061941,1.971276914,406.2067742,377.7880779,38.3150217,41.19722744,0.167599399,2.953597927,0.162489593,0.102002114,8.23995617,25.16158463,24.75655806,3.133820043,50.97408474,1.692157336,3.319642411,1.441662707,-104.3433316,154.1311667,11.06500073,69.09279198,1.971276914,2.366061941,1.931559711,415.6472642,413.1242303,0.00486238,66.64042288,2.282875743,13.65975602,16.59614615,-0.01142083,77.18,3,1,1,0,53834.60429,RECT-1587-20230908-10_57_24,8176.54,738.2961538,2595.25,0.715520218,-1.922824188,RECT-1604-20230908-11_13_52,8154.06,723.40752,2193.81,0.670250605,0.5,42.13012894,1.971276914,14.11887221,0.092430315,0.182987588,701.7648918,DARK-1605-20230908-11_13_59,605.33,605.33,0.724073644,0.925666348,0.201736753,1.010229126,0.216182002,0.774575319,0.225424681,49.99397419,42.13012894,0.842704138,0.164818987,6,0.5,0: Broadleaf,2,FALSE,1694196827,406.2067742,409.9425161,16.68475806,13.72078387,405.1504516,16.66775806,470.9726774,101.3891613,0.030189777,25.72450968,24.75655806,999.9,0,0,9998.832903,0,1406.345161,49.99397419,0.899874387,0.100125565,0,723.5212258,5.00022,367.2895484,414.7890645,34.08232258,40.885,36.55816129,38.14080645,36.73983871,40.4883871,4.506451613,0,84.80000019,0,723.40752,-10.66661536,-1.747307704,367.20148,15,1694196809,11:13:28,1694196809,1694196807,29,-0.05,-0.006,1.068,0.017,410,14,1.38,0.04,100,100,1.056,0.017,0.034506938,0.001863201,1.75183E-06,-3.1065E-10,0.017005,0,0,0,-6,2030,-1,-1,0.4,0.5,1.26587,2.63916,0.186768,0,4.35425,4.99756,36.1989,15.1915,18,456.896,854.325,26.5785,27.3384,30.0001,27.1567,27.473,25.3543,7.70303,55.6562,26.6518,410,13.1679,98.6752,93.2357
30,1694196949,3604,20230908 11:15:48,11:15:48,5,,Control,LCOR-511,16-20,,1694196941,0.002259672,2.259671615,-1.679863014,410.8775667,418.8184867,42.47371074,41.66839687,0.153279126,2.953554368,0.148993132,0.093495804,3.99035E-05,25.43000471,25.03647,3.186597761,49.91100771,1.685482843,3.376976183,1.501114918,-99.6515182,155.5914483,11.201996,67.14196597,-1.679863014,2.259671615,-1.682825768,415.653475,417.804,0.003921581,66.64190747,2.259845981,13.76998391,16.60231608,-0.000311445,77.18,2,0,1,0,53781.14106,RECT-1606-20230908-11_15_46,8157.57,661.808,2423.14,0.726879999,-1.679863014,-,-,0,0,#DIV/0!,0.5,0.000210018,-1.679863014,#DIV/0!,-4.23962E-10,#DIV/0!,#DIV/0!,-,0,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,0,1.375742904,#DIV/0!,#DIV/0!,0.00500022,0.000210018,0.042001848,0.007980351,6,0.5,0: Broadleaf,2,FALSE,1694196941,410.8775667,409.9206,16.61996,13.78997667,409.6791667,16.61414333,471.1227667,101.3827667,0.030404183,26.01360667,25.03647,999.9,0,0,9999.216333,0,1411.450667,0.00500022,0,0,0,662.68,0.00500022,18.55,-1.283333333,33.94146667,41.062,36.29553333,38.81226667,36.68286667,0,0,0,111.3000002,0,661.808,28.45384562,1.361538608,19.664,15,1694196905,11:15:04,1694196905,1694196898,30,0.128,-0.011,1.196,0.006,410,13,0.81,0.04,100,100,1.199,0.0059,0.162416058,0.001863201,1.75183E-06,-3.1065E-10,0.005825,0,0,0,-6,2030,-1,-1,0.7,0.8,1.26709,2.63916,0.186768,0,4.36035,4.99756,36.1989,15.174,18,457.738,855.124,25.6619,27.3083,30.0001,27.1255,27.4435,25.3744,0,54.9118,26.2693,410,14.1534,98.6786,93.2408
