obs,time,elapsed,date,hhmmss,averaging,Group name,Control v transgenic,ID,Event_short,Plant age,Flow,TIME,E,Emm,A,Ca,Ci,Pci,Pca,gsw,gbw,gtw,gtc,Rabs,TleafEB,TleafCnd,SVPleaf,RHcham,VPcham,SVPcham,VPDleaf,LatHFlux,SenHFlux,NetTherm,EBSum,Asty,Esty,Adyn,Crd,Csd,dCsd/dt,αVc,Edyn,Hr,Hs,dHs/dt,αVh,Leak,LeakPct,CorrFact,CorrFactPct,Fan,DarkAdaptedID,Qmax_d,Fo,Fm,Fv/Fm,A_dark,LightAdaptedID,Qmax,Fs,Fm',PhiPS2,PS2/1,Qabs_fs,A_fs,ETR,PhiCO2,NPQ,alt._Fo',DarkPulseID,Fmin,Fo',Fv'/Fm',qP,qN,qP_Fo,qN_Fo,qL,1-qL,Qin,Qabs,alpha,convert,S,K,Geometry,Custom,UseDynamic,TIME,CO2_s,CO2_r,H2O_s,H2O_r,CO2_a,H2O_a,Pa,ΔPcham,Tair,Tleaf,Tleaf2,Offset,Offset2,Fan_speed,Qamb_in,Qamb_out,Q,f_red,f_blue,f_farred,F,Q_modavg,F_dc,Pc,Tled,TDigital,TPreamp,TPwrSpy,TDrive,Q_red,Q_blue,Q_farred,TSPF,state,F_avg,dF/dt,dF_dc/dt,F_dc_avg,period,time,hhmmss,co2_t,h2o_t,count,co2_adj,h2o_adj,co2_match,h2o_match,co2_at,h2o_at,co2_cv,h2o_cv,MatchValveR,MatchValveS,MatchCO2,MatchH2O,cf_co2_a,cf_co2_b,cf_co2_c,cf_co2_d,cf_h2o_a,cf_h2o_b,cf_h2o_c,cf_h2o_d,co2_fit_low,co2_fit_high,h2o_fit_low,h2o_fit_high,co2_elapsed,h2o_elapsed,CO2_f,CO2_f_s,Pump_f,Pump_f_s,Pump_p,Pump_p_s,Tboard,V_system,DIAG,Flow_s,Flow_r,Txchg,Tirga,Tchopper,Ts,Tr,CO2_%,Desiccant_%,Humidifier_%,Txchg_sp,CO2_r_sp,H2O_r_sp,SS_s,SS_r
25,1693420749,4039,20230830 11:39:09,11:39:09,5,,Control,LCOR-041,5C,,443.3158333,1693420741,0.004854206,4.854205761,28.27922046,410.1649333,264.97071,26.924696,41.67844114,0.348061017,2.958006138,0.326803764,0.206053956,289.5666293,25.16611423,24.95424667,3.171014485,54.28290579,1.697844947,3.12777093,1.473169538,-214.0704741,-36.68388192,-2.618986079,36.19328726,28.27922046,4.854205761,28.43212693,455.8880923,416.9880182,0.003321834,66.76613945,5.134221749,10.23370715,16.90787133,0.022013296,77.18,0,0,1,0,54149.30343,RECT-1274-20230830-11_31_42,8162.02,689.86,1547.14,0.554106286,-0.781920607,RECT-1275-20230830-11_39_10,8152.17,843.2064231,971.8,0.132325146,0.5,1513.18352,28.27922046,100.1161151,0.019205298,0.592035398,545.7818528,DARK-1276-20230830-11_39_17,546.33,546.33,0.437816423,0.302238882,0.574874352,0.456102635,0.67112262,0.195826507,0.804173493,1799.998333,1513.18352,0.840658289,0.160870499,6,0.5,0: Broadleaf,2,FALSE,1693420741,410.1649333,451.1338,16.70879333,10.24870667,407.8829333,16.76179333,101.5765,0.03735763,24.72421333,24.95424667,999.9,0,0,10005.387,0,1523.439333,1799.998333,0.977994333,0.022005497,0,843.3482667,5.00022,15801.89333,16954.48,35.14146667,39.02066667,35.583,35.93733333,36.8498,1755.501,39.49733333,0,447.4000001,0,843.2064231,-24.01569232,-462.2803418,15799.62692,15,1693420776,11:39:36,1693420770,1693420776,26,0.272,-0.094,2.282,-0.053,451,10,0.07,0.01,100,100,2.282,-0.053,2.009571429,0,0,0,0.04102,0,0,0,-1,-1,-1,-1,7.1,7.2,1.30981,2.65137,0.19165,0,4.06616,4.99756,40.5787,14.0007,18,431.773,796.067,20.5752,30.5758,29.9988,30.2624,30.5658,26.2273,34.8456,64.1051,20.504,450.848,9.70987,98.1885,92.8462
26,1693420854,4144,20230830 11:40:54,11:40:54,5,,Control,LCOR-041,5C,,445.6527097,1693420846,0.005173986,5.173985686,28.1568585,409.7320968,270.3704267,27.47219132,41.63265447,0.363460601,2.95678422,0.340338831,0.214666478,241.7419018,24.92491276,24.86123871,3.153467574,52.22124817,1.645230445,3.150500041,1.508237129,-228.1727688,-2.514503477,-0.179618593,10.87501091,28.1568585,5.173985686,27.96163173,454.7245515,416.6991818,0.00401154,66.76667089,5.137449035,9.283806802,16.14797203,-0.008324625,77.18,0,0,1,0,54091.15357,RECT-1274-20230830-11_31_42,8162.02,689.86,1547.14,0.554106286,-0.781920607,RECT-1277-20230830-11_40_55,8157.52,774.0067308,934.49,0.171733533,0.5,1261.234674,28.1568585,108.2981432,0.022944801,0.655598241,533.8122073,DARK-1278-20230830-11_41_02,537.27,537.27,0.425066079,0.404016085,0.606662244,0.656024483,0.71464399,0.28044423,0.71955577,1500.028065,1261.234674,0.840807385,0.161158253,6,0.5,0: Broadleaf,2,FALSE,1693420846,409.7320968,450.4949677,16.19170645,9.338553871,407.6200968,16.25270645,101.5702903,0.039163255,24.84546452,24.86123871,999.9,0,0,9999.065484,0,1537.521935,1500.028065,0.972996065,0.027003871,0,774.031871,5.00022,12136.8,14099.44839,34.57232258,38.47558065,35.17719355,34.94722581,36.37264516,1454.658065,40.37,0,102.8,0,774.0067308,-3.608923073,-51.43247852,12136.26923,15,1693420882,11:41:22,1693420882,1693420876,27,-0.17,-0.008,2.112,-0.061,449,9,0.14,0.01,100,100,2.112,-0.061,2.2817,0,0,0,-0.0532895,0,0,0,-1,-1,-1,-1,1.4,1.3,1.3147,2.65381,0.192871,0,4.10278,4.99756,40.9122,14.0007,18,436.138,798.426,22.605,30.794,30.0006,30.4586,30.7521,26.3276,32.8463,60.38,22.6488,450.52,9.66608,98.1396,92.8022
27,1693420950,4240,20230830 11:42:30,11:42:30,5,,Control,LCOR-041,5C,,454.8905806,1693420942,0.005108714,5.108713887,27.49102617,409.8459032,269.9643407,27.43082602,41.64406172,0.353228965,2.956504049,0.331346684,0.20894465,161.9032556,25.01042909,24.92421935,3.165340219,50.28839155,1.635739873,3.252718614,1.529600346,-225.2942824,72.88438382,5.222571337,14.71592829,27.49102617,5.108713887,27.36131746,453.1904803,416.7755818,-0.003265868,66.76901891,5.139489948,9.498782334,16.12769161,0.005867655,77.18,0,0,1,0,53985.76717,RECT-1274-20230830-11_31_42,8162.02,689.86,1547.14,0.554106286,-0.781920607,RECT-1279-20230830-11_42_31,8154.92,705.2414615,974.16,0.276051715,0.5,841.1904407,27.49102617,116.1060318,0.033610637,0.588178533,546.5254441,DARK-1280-20230830-11_42_38,531.87,531.87,0.454021927,0.60801406,0.564362189,0.945897075,0.668369728,0.45854428,0.54145572,999.9960968,841.1904407,0.841193724,0.161903888,6,0.5,0: Broadleaf,2,FALSE,1693420942,409.8459032,448.8682258,16.09836452,9.468455484,407.9179032,16.15236452,101.5710323,0.038039339,25.3814871,24.92421935,999.9,0,0,9997.403226,0,1522.210323,999.9960968,0.960009742,0.039990016,0,705.2290323,5.00022,7487.506452,9346.236452,34.63080645,38.84651613,35.32641935,34.37274194,36.49767742,955.2051613,39.79064516,0,93.79999995,0,705.2414615,-1.714256404,13.39965812,7487.565385,15,1693420983,11:43:02,1693420970,1693420983,28,-0.184,0.007,1.928,-0.054,449,10,0.13,0.02,100,100,1.928,-0.054,2.11185,0,0,0,-0.060823,0,0,0,-1,-1,-1,-1,1.1,1.2,1.32446,2.65625,0.192871,0,4.18091,4.99756,41.0154,14.0007,18,445.74,807.925,25.1612,30.8101,30,30.5136,30.8057,26.5292,27.067,57.6258,25.1484,449.264,9.8333,98.1346,92.7974
28,1693421104,4393.6,20230830 11:45:03,11:45:03,5,,Control,LCOR-041,5C,,452.4988667,1693421096,0.004833941,4.833941039,26.59939577,409.9688,270.755778,27.51173949,41.65730058,0.342424833,2.95750207,0.321825308,0.202888254,121.9854519,25.23503071,25.14564667,3.207392733,51.62222179,1.718149284,3.328313319,1.489243449,-213.1767998,99.31235173,7.135682852,15.2566866,26.59939577,4.833941039,26.7125811,452.5166647,416.7794909,-0.010391903,66.76910819,4.778442667,10.57642051,16.85604965,-0.007223888,77.18,0,0,1,0,53945.12972,RECT-1274-20230830-11_31_42,8162.02,689.86,1547.14,0.554106286,-0.781920607,RECT-1281-20230830-11_45_05,8153.46,681.89448,1087.56,0.373005186,0.5,631.1821777,26.59939577,117.7171128,0.043381004,0.422578984,580.4824188,DARK-1282-20230830-11_45_11,523.27,523.27,0.51885873,0.718895462,0.448865579,1.020028967,0.536090892,0.551663695,0.448336305,749.9973667,631.1821777,0.841579192,0.16264784,6,0.5,0: Broadleaf,2,FALSE,1693421096,409.9688,447.8665667,16.90910333,10.60782333,407.9865,16.95845,101.5714667,0.03943781,25.76851,25.14564667,999.9,0,0,10003.02233,0,1576.055333,749.9973667,0.9470069,0.052993167,0,681.8823333,5.00022,5503.079333,6969.835333,35.94976667,40.81646667,37.1415,37.41026667,37.86636667,705.5176667,39.47966667,0,151.4000001,0,681.89448,-0.786923059,27.93846157,5503.0956,15,1693421057,11:44:16,1693421056,1693421057,29,0.054,0.004,1.982,-0.049,448,10,0.09,0.01,100,100,1.982,-0.0494,1.9822,0,0,0,-0.049335,0,0,0,-1,-1,-1,-1,0.8,0.8,1.31958,2.65625,0.192871,0,4.1626,4.99756,40.8865,13.9569,18,442.946,807.14,22.9438,30.7825,30.0006,30.5423,30.846,26.4309,16.593,55.4056,22.925,447.976,10.596,98.1358,92.797
29,1693421195,4484.6,20230830 11:46:34,11:46:34,5,,Control,LCOR-041,5C,,449.0849677,1693421187,0.004885927,4.885927293,24.44160369,409.796,281.5420387,28.60678162,41.6383455,0.343945207,2.956997043,0.323164988,0.203740431,82.09036982,24.9451584,24.87758387,3.156545097,49.90365035,1.65672858,3.319854496,1.499816517,-215.4693936,135.1866599,9.699776286,11.5074124,24.44160369,4.885927293,24.30459587,449.6968563,416.6678667,0.03828767,66.76910819,4.902544117,9.86601791,16.30936294,-1.81779E-05,77.18,0,0,1,0,53937.97967,RECT-1274-20230830-11_31_42,8162.02,689.86,1547.14,0.554106286,-0.781920607,RECT-1283-20230830-11_46_36,8153.42,717.64152,1435.53,0.500086017,0.5,421.1730153,24.44160369,105.3113679,0.059888747,0.077748288,666.7456145,DARK-1284-20230830-11_46_42,563.87,563.87,0.607204308,0.823587729,0.113509006,0.962742876,0.130190836,0.64711475,0.35288525,499.9819032,421.1730153,0.842376519,0.164186682,6,0.5,0: Broadleaf,2,FALSE,1693421187,409.796,445.1262903,16.30518065,9.883774839,407.779,16.36418065,101.5678387,0.039657458,25.7255871,24.87758387,999.9,0,0,10000.51419,0,1560.194839,499.9819032,0.919984581,0.080015629,0,717.6454194,5.00022,3924.339355,4592.014194,36.536,41.87277419,37.99993548,38.82441935,38.61064516,455.3767742,39.60741935,0,89,0,717.64152,2.871846168,-45.41153859,3924.5708,15,1693421216,11:46:55,1693421214,1693421216,30,0.034,-0.01,2.017,-0.059,445,10,0.13,0.02,100,100,2.017,-0.059,1.9822,0,0,0,-0.049335,0,0,0,-1,-1,-1,-1,2.3,2.3,1.30737,2.65503,0.192871,0,4.12842,4.99756,40.9122,13.9657,18,440.184,801.854,24.3383,30.8414,30.0003,30.5966,30.904,26.1933,16.5647,52.7461,24.3921,445.352,10.0138,98.1238,92.7891
30,1693421300,4590.1,20230830 11:48:20,11:48:20,5,,Control,LCOR-041,5C,,445.9941333,1693421292,0.004901919,4.901918502,14.88881653,410.0840333,327.4250113,33.2683493,41.66700281,0.340834524,2.956635811,0.320414176,0.201991516,41.31900788,25.04516008,25.05317333,3.189771605,49.36775446,1.672525709,3.387890998,1.517245895,-216.1746059,161.7864655,11.64004301,-1.429089569,14.88881653,4.901918502,14.95261662,437.1894985,416.8870121,-0.002630833,66.77033949,4.879407991,9.982499048,16.44363273,-0.000673732,77.21803987,0,0,1,0,53865.59557,RECT-1274-20230830-11_31_42,8162.02,689.86,1547.14,0.554106286,-0.781920607,RECT-1285-20230830-11_48_21,8150.98,797.57096,1991.82,0.599576789,0.5,210.7366509,14.88881653,63.17640224,0.074361707,-0.223253105,766.1256275,DARK-1286-20230830-11_48_28,670.2,670.2,0.663523812,0.903625127,-0.507081442,0.917270147,-0.51871034,0.759317466,0.240682534,250.0018667,210.7366509,0.84294031,0.165274797,6,0.5,0: Broadleaf,2,FALSE,1693421292,410.0840333,432.8184333,16.46089333,9.974850333,408.1430333,16.51289333,101.5673,0.03871102,26.06815667,25.05317333,999.9,0,0,9998.518,0,1581.712667,250.0018667,0.899988,0.100012067,0,797.2385667,5.00022,2256.673,2258.702667,34.87266667,40.17886667,36.49976667,38.03093333,37.32683333,220.498,24.50266667,0,103.6000001,0,797.57096,26.83515386,55.77384614,2257.374,15,1693421333,11:48:53,1693421326,1693421333,31,-0.075,0.007,1.941,-0.052,434,10,0.17,0.02,100,100,1.941,-0.052,2.016761905,0,0,0,-0.0591345,0,0,0,-1,-1,-1,-1,1.4,1.4,1.27197,2.66113,0.192871,0,4.09058,4.99756,41.0154,13.9394,18,435.657,797.154,24.4623,30.9277,30.0007,30.676,30.9837,25.4928,9.54417,50.7441,24.3879,432.905,10.1759,98.1108,92.7746
31,1693421394,4684.1,20230830 11:49:54,11:49:54,5,,Control,LCOR-041,5C,,441.2296774,1693421386,0.004855496,4.855495828,12.09813372,410.0984516,341.2999086,34.67999456,41.67071749,0.341495733,2.956845917,0.320999998,0.202363871,33.05055913,24.88153033,24.96394516,3.172849109,49.74010342,1.672503603,3.362485175,1.500345505,-214.127366,155.7430591,11.19226031,-14.1414875,12.09813372,4.855495828,12.39039737,433.476029,416.6676303,-0.033993017,66.76730589,4.82039663,9.96373193,16.42699818,-0.002237725,77.21344341,0,0,1,0,53894.7934,RECT-1274-20230830-11_31_42,8162.02,689.86,1547.14,0.554106286,-0.781920607,RECT-1287-20230830-11_49_55,8152.9,812.60676,2165.11,0.624681074,0.5,168.5924511,12.09813372,52.65825671,0.076397574,-0.285421988,790.460184,DARK-1288-20230830-11_50_02,655.2,655.2,0.697382581,0.895750899,-0.692838083,0.91679596,-0.720849664,0.722238625,0.277761375,200.0088065,168.5924511,0.84292514,0.16524552,6,0.5,0: Broadleaf,2,FALSE,1693421386,410.0984516,429.2576774,16.4597871,9.965787742,408.0984516,16.5117871,101.5725806,0.038916119,25.94094516,24.96394516,999.9,0,0,9999.19,0,1599.194194,200.0088065,0.899989935,0.100010032,0,812.6064839,5.00022,1877.730645,1797.81129,33.66309677,39.05022581,35.33241935,36.04806452,36.19941935,175.5051613,19.5016129,0,91.70000005,0,812.60676,1.889153841,11.43769226,1877.7328,15,1693421425,11:50:24,1693421412,1693421425,32,0.059,0,2,-0.052,429,10,0.32,0.03,100,100,2,-0.052,1.94135,0,0,0,-0.0518845,0,0,0,-1,-1,-1,-1,1.1,1,1.25854,2.65869,0.192871,0,4.04907,4.99756,41.2223,13.9219,18,430.835,790.703,23.9519,31.0444,30.001,30.7806,31.0858,25.2149,0,50.3748,23.9404,430.037,10.9678,98.0943,92.7604
32,1693421546,4835.6,20230830 11:52:25,11:52:25,5,,Control,LCOR-041,5C,,443.252,1693421538,0.004798908,4.798907523,5.620602778,410.2051,372.2545791,37.82491308,41.68107828,0.33298475,2.956931021,0.313467095,0.197575117,16.51216073,24.88462187,25.02206333,3.183862529,49.28034616,1.665416109,3.379473237,1.51844642,-211.6318218,160.0575666,11.51027144,-23.55182297,5.620602778,4.798907523,5.207564021,424.6842864,416.9961212,0.09231501,66.76790216,4.795298274,10.00178704,16.38580303,9.71182E-05,77.21491987,0,0,1,0,53881.89626,RECT-1274-20230830-11_31_42,8162.02,689.86,1547.14,0.554106286,-0.781920607,RECT-1289-20230830-11_52_27,8146.15,818.8642308,2395.77,0.658204155,0.5,84.29645863,5.620602778,27.74213968,0.07595246,-0.354220146,819.2571985,DARK-1290-20230830-11_52_33,648.53,648.53,0.729302062,0.902512402,-0.944380766,0.924378056,-0.989909948,0.714778282,0.285221718,100.0136867,84.29645863,0.842849228,0.165099011,6,0.5,0: Broadleaf,2,FALSE,1693421538,410.2051,420.478,16.39022333,10.00073967,408.3507,16.44922667,101.5705333,0.039803243,26.0261,25.02206333,999.9,0,0,9999.874333,0,1606.291333,100.0136867,0.900045267,0.099954583,0,818.8547333,5.00022,1072.647333,875.9590667,32.86646667,39.08313333,35.0956,35.72466667,35.5206,85.51733333,9.499,0,149.6000001,0,818.8642308,-2.182769225,-12.02153851,1072.344231,15,1693421503,11:51:42,1693421503,1693421498,33,-0.146,-0.007,1.854,-0.059,421,10,0.45,0.02,100,100,1.854,-0.059,1.854380952,0,0,0,-0.0590065,0,0,0,-1,-1,-1,-1,0.7,0.8,1.24268,2.65869,0.192871,0,4.08325,4.99756,41.4041,13.9131,18,433.506,795.197,24.6462,31.1001,29.9996,30.8548,31.156,24.9074,0,50.1509,24.6639,420.672,12.1325,98.0858,92.7522
33,1693421614,4904.1,20230830 11:53:34,11:53:34,5,,Control,LCOR-041,5C,,445.6516667,1693421606,0.004808629,4.808629,1.994509472,410.6858,390.9893076,39.72758511,41.72890347,0.335729988,2.956926846,0.315899445,0.199121167,8.243167917,24.79898611,24.91345333,3.163307925,49.02214123,1.653289869,3.372537036,1.510018056,-212.0605389,171.8358979,12.34841546,-19.6330576,1.994509472,4.808629,2.325815265,420.1467277,417.2609636,-0.045255893,66.76790216,4.796740217,9.904017483,16.25664364,6.29037E-05,77.21491987,0,0,1,0,53887.99891,RECT-1274-20230830-11_31_42,8162.02,689.86,1547.14,0.554106286,-0.781920607,RECT-1291-20230830-11_53_35,8140.34,819.36496,2489.22,0.670834655,0.5,42.14876615,1.994509472,14.1374265,0.065872156,-0.378463936,829.9114495,DARK-1292-20230830-11_53_42,655.27,655.27,0.736756896,0.910523755,-1.056297442,0.92802721,-1.098917507,0.728172341,0.271827659,50.01638667,42.14876615,0.842699142,0.164809345,6,0.5,0: Broadleaf,2,FALSE,1693421606,410.6858,416.0299,16.27128,9.902557333,408.7288,16.32328,101.5690333,0.038822283,25.99137667,24.91345333,999.9,0,0,9999.998333,0,1616.246333,50.01638667,0.9000247,0.099975193,0,819.4736667,5.00022,657.3127,415.0151667,33.2996,40.09973333,35.68286667,35.9456,35.854,40.51566667,4.5,0,66.4000001,0,819.36496,-10.77530768,-4.578384592,657.3622,15,1693421645,11:54:05,1693421631,1693421645,34,0.102,0.007,1.957,-0.052,416,10,0.92,0.06,100,100,1.957,-0.052,1.854380952,0,0,0,-0.0590065,0,0,0,-1,-1,-1,-1,1.9,1.9,1.23169,2.65625,0.192871,0,4.08325,4.99756,41.3781,13.9044,18,435.8,793.921,24.9849,31.1186,30.0002,30.8735,31.1771,24.686,0,49.7777,25.0454,415.535,12.4164,98.084,92.7506
34,1693421766,5056.1,20230830 11:56:06,11:56:06,5,,Control,LCOR-041,5C,,443.0933333,1693421758,0.004689001,4.689001408,-1.845324906,410.4791,410.0741802,41.66762654,41.70877043,0.326237051,2.958254103,0.307486362,0.193773784,3.99035E-05,24.91598397,25.07778,3.194452214,49.48450732,1.682137529,3.399321566,1.512314685,-206.7849621,167.0354338,12.01604135,-27.73344704,-1.845324906,4.689001408,-1.467700594,414.8039299,417.2135576,-0.065269401,66.76769632,4.683275877,10.32725944,16.56261818,0.000183768,77.21639244,0,0,1,0,53902.8511,RECT-1293-20230830-11_56_07,8144.65,771.684,2770.69,0.721483096,-1.845324906,-,-,0,0,#DIV/0!,0.5,0.000210018,-1.845324906,#DIV/0!,-4.00702E-10,#DIV/0!,#DIV/0!,-,0,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,0,1.386033859,#DIV/0!,#DIV/0!,0.00500022,0.000210018,0.042001848,0.007980351,6,0.5,0: Broadleaf,2,FALSE,1693421758,410.4791,410.5866333,16.55484667,10.31050667,408.5492667,16.61207667,101.5709,0.03907339,26.12512,25.07778,999.9,0,0,10007.346,0,1693.332,0.00500022,0,0,0,771.26,0.00500022,280.8566667,-1.016666667,33.91013333,41.35176667,36.68526667,38.39976667,36.49136667,0,0,0,150.2,0,771.684,-38.87692295,20.21538466,280.756,15,1693421721,11:55:21,1693421721,1693421715,35,-0.027,-0.005,1.93,-0.057,411,10,0.95,0.02,100,100,1.93,-0.0573,1.9299,0,0,0,-0.057228571,0,0,0,-1,-1,-1,-1,0.8,0.9,1.21704,2.65747,0.192871,0,4.06616,4.99756,41.3781,13.8781,18,432.306,792.881,23.747,31.1608,30.0006,30.9312,31.2415,24.3827,0,51.4268,23.7051,409.869,13.5937,98.0726,92.7412
35,1693422517,5807.1,20230830 12:08:37,12:08:37,5,,Control,LCOR-077,13-15E,,478.6451333,1693422509,0.003159309,3.159308508,24.48509925,410.0240333,218.6591145,22.21411641,41.65534844,0.220560233,2.957108669,0.211811576,0.133139352,289.5639327,24.95486412,24.88607333,3.158144558,55.80586231,1.67890033,3.008465885,1.479244228,-139.3255052,-129.3292415,-9.202732265,11.70645371,24.48509925,3.159308508,24.60132308,447.9781392,416.749697,-0.000832392,66.65712347,3.081270097,12.58085917,16.45107972,-0.010755692,77.18,0,0,1,0,54240.64274,RECT-1293-20230830-11_56_07,8144.65,771.684,2770.69,0.721483096,-1.845324906,RECT-1294-20230830-12_08_38,8153.76,979.07972,1108.41,0.116680903,0.5,1513.17354,24.48509925,88.27922772,0.017400796,1.499697765,544.3244706,DARK-1295-20230830-12_08_45,601,601,0.457781868,0.254883191,0.766137098,0.384081657,0.831553282,0.156457942,0.843542058,1799.987,1513.17354,0.840658038,0.160870013,6,0.5,0: Broadleaf,2,FALSE,1693422509,410.0240333,442.3408667,16.52583667,12.63097,408.0370667,16.54030667,101.552,0.040455703,24.07484333,24.88607333,999.9,0,0,10002.70733,0,684.2194667,1799.987,0.9780046,0.021995217,0,979.4996333,5.00022,18138.80667,16954.41667,36.21023333,40.2143,36.781,38.64556667,37.8976,1755.505,39.482,0,750.5,0,979.07972,-39.33592313,-680.0692319,18131.556,15,1693422469,12:07:49,1693422462,1693422469,36,0.057,0.043,1.987,-0.014,443,12,0.18,0.02,100,100,1.987,-0.0145,1.986952381,0,0,0,-0.014471429,0,0,0,-1,-1,-1,-1,0.9,0.8,1.35864,2.66235,0.19165,0,4.44824,4.99756,40.0194,13.6505,18,469.236,842.372,21.0081,30.626,29.9989,30.4849,30.8005,27.2176,32.5208,81.0967,21.0806,442.638,12.6248,98.204,92.8558
36,1693422618,5908.1,20230830 12:10:18,12:10:18,5,,Control,LCOR-077,13-15E,,480.8358065,1693422610,0.002844892,2.844891662,24.54266579,409.9287742,189.4257335,19.24267892,41.64232406,0.18988565,2.957520113,0.183363392,0.115169455,241.7325321,25.35649209,25.12386774,3.203235041,53.38432578,1.664914761,3.11873333,1.53832028,-125.4597223,-71.44458783,-5.104624924,39.72359707,24.54266579,2.844891662,24.60320667,447.7141051,416.7888121,-0.031031508,66.65132165,2.917717226,12.9607747,16.46762378,0.011242331,77.18,0,0,1,0,54143.08342,RECT-1293-20230830-11_56_07,8144.65,771.684,2770.69,0.721483096,-1.845324906,RECT-1296-20230830-12_10_19,8147.71,882.12576,1041.78,0.153251397,0.5,1261.18829,24.54266579,96.63943341,0.020923117,1.659573038,527.7485273,DARK-1297-20230830-12_10_26,580.27,580.27,0.443001401,0.345938853,0.789305247,0.59110183,0.864884848,0.227561587,0.772438413,1499.973226,1261.18829,0.840807201,0.161157898,6,0.5,0: Broadleaf,2,FALSE,1693422610,409.9287742,442.009,16.38949032,12.89773871,408.0967742,16.39249032,101.5439032,0.040388187,24.6757871,25.12386774,999.9,0,0,10005.84,0,662.8039677,1499.973226,0.973004548,0.026995726,0,882.2614516,5.00022,13677.42581,14098.96129,37.02603226,40.81006452,37.42906452,40.11070968,38.91303226,1454.614516,40.35935484,0,98.70000005,0,882.12576,-15.17515387,-217.0538466,13675.216,15,1693422659,12:10:58,1693422659,1693422639,37,-0.155,0.012,1.832,-0.003,441,13,0.17,0.05,100,100,1.832,-0.003,1.986952381,0,0,0,-0.014471429,0,0,0,-1,-1,-1,-1,2.6,2.5,1.35986,2.66235,0.19165,0,4.46777,4.99756,39.7925,13.6154,18,472.542,844.059,21.9196,30.3877,29.9961,30.273,30.5963,27.2396,23.1246,76.5179,21.9384,442.251,13.2282,98.2396,92.8841
37,1693422745,6035.1,20230830 12:12:25,12:12:25,5,,Control,LCOR-077,13-15E,,482.9203667,1693422737,0.003038135,3.03813522,24.28268057,410.0115333,203.5324161,20.67609764,41.65153962,0.201713651,2.956279327,0.194367484,0.122117411,161.9055609,25.19259838,24.94721333,3.169684598,50.83606618,1.619229166,3.185197613,1.550455432,-133.9817632,13.05047814,0.933660911,41.90793678,24.28268057,3.03813522,24.10319794,447.2765194,416.7037879,0.045072026,66.78048478,3.192866766,12.31988912,16.08923007,0.020435711,77.18,0,0,1,0,54042.46348,RECT-1293-20230830-11_56_07,8144.65,771.684,2770.69,0.721483096,-1.845324906,RECT-1298-20230830-12_12_26,8151.65,786.23352,1046.39,0.248622865,0.5,841.1988068,24.28268057,104.5706288,0.03106044,1.647855962,528.9289995,DARK-1299-20230830-12_12_33,561.2,561.2,0.46367989,0.536195058,0.780406338,0.947036031,0.862578702,0.382726835,0.617273165,1000.005567,841.1988068,0.841194124,0.16190466,6,0.5,0: Broadleaf,2,FALSE,1693422737,410.0115333,441.729,15.93945,12.22491333,408.0475333,15.94745,101.5467667,0.03949674,25.02909667,24.94721333,999.9,0,0,9998.517333,0,658.2534,1000.005567,0.959995933,0.04000425,0,786.3033667,5.00022,8159.930333,9346.279,37.43723333,41.3393,38.59553333,38.4185,39.25,955.2003333,39.80433333,0,125.1000001,0,786.23352,-6.471615388,-52.52076926,8159.2512,15,1693422769,12:12:48,1693422762,1693422769,38,0.132,-0.006,1.964,-0.008,442,13,0.14,0.03,100,100,1.964,-0.008,1.832142857,0,0,0,-0.002775,0,0,0,-1,-1,-1,-1,1.4,1.8,1.36108,2.65869,0.19165,0,4.48486,4.99756,39.5166,13.6154,18,474.969,848.44,24.9541,30.09,29.9992,30.0047,30.3327,27.2761,23.7854,72.7027,24.9251,441.557,12.7371,98.2798,92.9302
