SYS,SYS,SYS,SYS,SYS,USERDEF,USERDEF,USERDEF,USERDEF,PORO,PORO,PORO,PORO,PORO,PORO,PORO,PORO,PORO,PORO,PORO,PORO,FLUORO,FLUORO,FLUORO,FLUORO,FLUORO,FLUORO,FLUORO,FLUORO,FLUORO,FLUORO,SENSOR,SENSOR,SENSOR,SENSOR,SENSOR,SENSOR,SENSOR,SENSOR,SENSOR,SENSOR,SENSOR,SENSOR,SENSOR,SENSOR,SENSOR,SENSOR,SENSOR,SENSOR,SENSOR,SENSOR,SENSOR,SENSOR,SENSOR,SENSOR,SENSOR,SENSOR,SENSOR,MATCH,MATCH,MATCH,STABILITY,STABILITY,STABILITY,STABILITY,STABILITY,STABILITY,P_CONFIG,P_CONFIG,P_CONFIG,P_CONFIG,FL_CONFIG,FL_CONFIG,FL_CONFIG,FL_CONFIG,FL_CONFIG,FL_CONFIG,FL_CONFIG,FL_CONFIG,FL_CONFIG,FL_CONFIG,FL_CONFIG,FL_CONFIG,FL_CONFIG,FL_CONFIG,FL_CONFIG,SENSOR_V,SENSOR_V,SENSOR_V,SENSOR_V,SENSOR_V,SENSOR_V,SENSOR_V,SENSOR_V,SENSOR_V,SENSOR_V,USERCAL,USERCAL,USERCAL,USERCAL,USERCAL,USERCAL,USERCAL,USERCAL,USERCAL,USERCAL,META,META,META,META,META,META,META
9,08:30:32,2023-08-28,Auto gsw+F,LI-COR Default,,009,,,0.087346,2.920099,0.084810,0.666726,1.465986,1.447176,2.248617,0.782630,14.270511,14.455997,22.173466,0.441786,PSF-00508_20230828083032,0.000000,0.000000,0.000000,91.692207,397.835602,0.769522,0.5,0.80,30.959904,61.74,60.94,20.19,19.31,101.41,156.5,156.6,-0.1,101,4.000,58,-7,278,,,,,,,,15:31:22,2023-08-28,44.588909,-123.199310,73.000000,16,0.610000,08:26:12,2023-08-28,-0.38,-0.002,-0.004,-0.023,0.097,0.276,0.812,1,150,0.005,2.000000,0,mpf,7000,500,5.000000,2.000000,300,300,300,397.835602,25,2.562555,402.976501,401.496552,1.479950,2.496366,2.514114,1.655372,0.936384,0.330637,-0.009938,0.170676,0.193967,91.692207,0.000420,2.400422,-0.000034,1.000000,2.415003,-0.000039,1.000000,0.602514,0.600977,0.107400,0.000000,PSF-00508_20230828083032,PFA-00566,PSA-00583,PSF-00508,RHS-0736,2.0.0,2022-04-21T19:36:20.491Z
10,08:32:40,2023-08-28,Auto gsw+F,LI-COR Default,,010,,,0.028251,2.919658,0.027980,0.213287,1.456050,1.450029,2.215142,0.759092,14.297625,14.356989,21.841814,0.441786,PSF-00508_20230828083240,0.000000,0.000000,0.000000,94.857216,370.580933,0.744031,0.5,0.80,26.240915,61.55,61.30,20.13,19.07,101.42,156.4,156.7,-0.2,88,3.999,70,-6,214,,,,,,,,15:33:32,2023-08-28,44.588928,-123.199265,72.900002,16,0.610000,08:26:12,2023-08-28,-0.38,-0.003,-0.004,-0.012,0.075,0.116,0.421,1,150,0.005,2.000000,0,mpf,7000,500,5.000000,2.000000,300,300,300,368.936432,25,-1.087808,369.705688,369.026855,0.678833,2.496860,2.513873,1.654918,0.936655,0.331453,-0.011937,0.185898,0.183286,94.857216,0.000410,2.400422,-0.000034,1.000000,2.415003,-0.000039,1.000000,0.602514,0.600977,0.107400,0.000000,PSF-00508_20230828083240,PFA-00566,PSA-00583,PSF-00508,RHS-0736,2.0.0,2022-04-21T19:36:20.491Z
11,08:33:29,2023-08-28,Auto gsw+F,LI-COR Default,,011,,,0.049098,2.920826,0.048286,0.389471,1.467284,1.456301,2.270300,0.803016,14.358294,14.466583,22.383862,0.441786,PSF-00508_20230828083329,0.000000,0.000000,0.000000,112.969635,409.631622,0.724217,0.5,0.80,41.218449,62.11,61.64,20.11,19.47,101.43,156.6,156.5,0.1,142,3.998,26,5,325,,,,,,,,15:34:20,2023-08-28,44.588917,-123.199287,72.300003,16,0.610000,08:26:12,2023-08-28,-0.38,-0.001,-0.002,-0.010,0.813,1.706,2.802,1,150,0.005,2.000000,0,mpf,7000,500,5.000000,2.000000,300,300,300,409.631622,25,-0.175217,409.798981,409.381287,0.417694,2.497335,2.514648,1.656121,0.936133,0.331737,-0.007266,0.191578,0.229860,112.969635,0.000417,2.400422,-0.000034,1.000000,2.415003,-0.000039,1.000000,0.602514,0.600977,0.107400,0.000000,PSF-00508_20230828083329,PFA-00566,PSA-00583,PSF-00508,RHS-0736,2.0.0,2022-04-21T19:36:20.491Z
12,08:35:10,2023-08-28,Auto gsw+F,LI-COR Default,,012,,,0.074868,2.921545,0.072998,0.554166,1.480604,1.464989,2.236426,0.755821,14.444913,14.598886,22.051348,0.441786,PSF-00508_20230828083510,0.000000,0.000000,0.000000,86.985466,389.191742,0.776497,0.5,0.80,32.539658,62.80,62.14,20.08,19.23,101.42,156.7,156.4,0.2,105,3.997,44,17,303,,,,,,,,15:36:01,2023-08-28,44.588821,-123.199265,72.699997,16,0.640000,08:26:12,2023-08-28,-0.38,0.001,-0.001,-0.008,0.077,0.125,0.442,1,150,0.005,2.000000,0,mpf,7000,500,5.000000,2.000000,300,300,300,389.191742,25,2.321631,395.131592,392.508484,2.623108,2.498017,2.515615,1.656862,0.935858,0.332183,-0.009597,0.203038,0.197567,86.985466,0.000413,2.400422,-0.000034,1.000000,2.415003,-0.000039,1.000000,0.602514,0.600977,0.107400,0.000000,PSF-00508_20230828083510,PFA-00566,PSA-00583,PSF-00508,RHS-0736,2.0.0,2022-04-21T19:36:20.491Z
13,08:36:22,2023-08-28,Auto gsw+F,LI-COR Default,,013,,,0.058774,2.920619,0.057614,0.457304,1.478518,1.465623,2.268582,0.790063,14.452312,14.579469,22.370174,0.441786,PSF-00508_20230828083622,0.000000,0.000000,0.000000,110.875008,377.888916,0.706594,0.5,0.80,38.731438,62.75,62.20,20.07,19.46,101.41,156.6,156.5,0.0,137,3.993,17,-22,359,,,,,,,,15:37:14,2023-08-28,44.588814,-123.199272,72.400002,17,0.600000,08:26:12,2023-08-28,-0.38,-0.000,-0.003,-0.012,0.052,0.420,1.101,1,150,0.005,2.000000,0,mpf,7000,500,5.000000,2.000000,300,300,300,377.888916,25,2.398289,379.864441,381.315186,-1.450745,2.498107,2.515547,1.655908,0.936195,0.332313,-0.006912,0.211173,0.225341,110.875008,0.000421,2.400422,-0.000034,1.000000,2.415003,-0.000039,1.000000,0.602514,0.600977,0.107400,0.000000,PSF-00508_20230828083622,PFA-00566,PSA-00583,PSF-00508,RHS-0736,2.0.0,2022-04-21T19:36:20.491Z
14,08:37:27,2023-08-28,Auto gsw+F,LI-COR Default,,014,,,0.078744,2.919035,0.076675,0.538248,1.498381,1.483188,2.197286,0.698905,14.625765,14.775585,21.667515,0.441786,PSF-00508_20230828083727,0.000000,0.000000,0.000000,91.221573,357.578125,0.744891,0.5,0.80,37.265701,63.51,62.87,20.09,18.94,101.41,156.4,156.6,-0.2,125,3.994,51,-17,330,,,,,,,,15:38:16,2023-08-28,44.588665,-123.199265,71.000000,17,0.630000,08:36:49,2023-08-28,-0.43,-0.001,-0.003,-0.022,0.116,0.730,1.043,1,150,0.005,2.000000,0,mpf,7000,500,5.000000,2.000000,300,300,300,356.003510,25,-1.054955,359.644897,356.070984,3.573914,2.499002,2.516664,1.654278,0.936478,0.332035,-0.012891,0.218311,0.215044,91.221573,0.000407,2.400422,-0.000034,1.000000,2.415003,-0.000039,1.000000,0.602514,0.600977,0.107400,0.000000,PSF-00508_20230828083727,PFA-00566,PSA-00583,PSF-00508,RHS-0736,2.0.0,2022-04-21T19:36:20.491Z
15,08:38:27,2023-08-28,Auto gsw+F,LI-COR Default,,015,,,0.010464,2.919219,0.010427,0.079242,1.477420,1.475183,2.234048,0.756628,14.546472,14.568530,22.029482,0.441786,PSF-00508_20230828083827,0.000000,0.000000,0.000000,95.476273,291.165955,0.672090,0.5,0.80,45.682541,62.73,62.64,20.06,19.21,101.41,156.4,156.7,-0.2,170,3.992,19,26,5,,,,,,,,15:39:18,2023-08-28,44.588905,-123.199249,67.199997,18,0.590000,08:36:49,2023-08-28,-0.43,0.001,-0.002,-0.009,0.694,-0.115,-1.254,1,150,0.005,2.000000,0,mpf,7000,500,5.000000,2.000000,300,300,300,291.165955,25,0.626037,292.102936,292.060333,0.042603,2.498696,2.515595,1.654467,0.936705,0.332408,-0.009597,0.224803,0.253650,95.476273,0.000414,2.400422,-0.000034,1.000000,2.415003,-0.000039,1.000000,0.602514,0.600977,0.107400,0.000000,PSF-00508_20230828083827,PFA-00566,PSA-00583,PSF-00508,RHS-0736,2.0.0,2022-04-21T19:36:20.491Z
16,08:39:08,2023-08-28,Auto gsw+F,LI-COR Default,,016,,,0.019995,2.921949,0.019859,0.149048,1.494214,1.490016,2.241330,0.747117,14.692736,14.734129,22.101288,0.441786,PSF-00508_20230828083908,0.000000,0.000000,0.000000,96.501945,356.573120,0.729363,0.5,0.80,29.535961,63.52,63.34,20.04,19.26,101.41,156.7,156.8,-0.0,101,3.990,20,-63,64,,,,,,,,15:40:00,2023-08-28,44.588867,-123.199234,67.199997,19,0.580000,08:36:49,2023-08-28,-0.43,0.000,0.000,-0.018,0.102,0.352,1.067,1,150,0.005,2.000000,0,mpf,7000,500,5.000000,2.000000,300,300,300,354.876984,25,-1.441894,353.044495,354.513184,-1.468689,2.499651,2.516682,1.657281,0.936833,0.332653,-0.008803,0.229368,0.194532,96.501945,0.000412,2.400422,-0.000034,1.000000,2.415003,-0.000039,1.000000,0.602514,0.600977,0.107400,0.000000,PSF-00508_20230828083908,PFA-00566,PSA-00583,PSF-00508,RHS-0736,2.0.0,2022-04-21T19:36:20.491Z
17,08:39:43,2023-08-28,Auto gsw+F,LI-COR Default,,017,,,0.085854,2.920540,0.083402,0.574429,1.499774,1.483579,2.185497,0.685723,14.630383,14.790083,21.552372,0.441786,PSF-00508_20230828083943,0.000000,0.000000,0.000000,82.084892,326.952423,0.748939,0.5,0.80,34.781689,63.81,63.12,20.03,18.86,101.40,156.6,156.5,0.0,116,3.988,47,-14,14,,,,,,,,15:40:34,2023-08-28,44.588829,-123.199242,67.500000,18,0.630000,08:36:49,2023-08-28,-0.43,-0.004,-0.004,-0.015,-0.133,-0.434,0.575,1,150,0.005,2.000000,0,mpf,7000,500,5.000000,2.000000,300,300,300,319.662445,25,-4.893312,318.985107,319.961700,-0.976593,2.499355,2.517084,1.655826,0.936073,0.332832,-0.013176,0.233088,0.207325,82.084892,0.000413,2.400422,-0.000034,1.000000,2.415003,-0.000039,1.000000,0.602514,0.600977,0.107400,0.000000,PSF-00508_20230828083943,PFA-00566,PSA-00583,PSF-00508,RHS-0736,2.0.0,2022-04-21T19:36:20.491Z
18,08:40:46,2023-08-28,Auto gsw+F,LI-COR Default,,018,,,0.082321,2.919509,0.080063,0.601098,1.511734,1.494774,2.258975,0.747241,14.739329,14.906559,22.274778,0.441786,PSF-00508_20230828084046,0.000000,0.000000,0.000000,85.652588,333.020203,0.742801,0.5,0.80,34.534382,64.40,63.68,20.01,19.39,101.41,156.4,156.5,-0.1,116,3.987,63,0,59,,,,,,,,15:41:37,2023-08-28,44.588783,-123.199211,66.400002,18,0.630000,08:36:49,2023-08-28,-0.43,0.001,-0.000,-0.008,-0.146,-0.229,-0.267,1,150,0.005,2.000000,0,mpf,7000,500,5.000000,2.000000,300,300,300,333.020203,25,1.772251,340.519318,335.552094,4.967224,2.500118,2.517907,1.654765,0.936167,0.333115,-0.006997,0.239918,0.207435,85.652588,0.000414,2.400422,-0.000034,1.000000,2.415003,-0.000039,1.000000,0.602514,0.600977,0.107400,0.000000,PSF-00508_20230828084046,PFA-00566,PSA-00583,PSF-00508,RHS-0736,2.0.0,2022-04-21T19:36:20.491Z
19,08:42:03,2023-08-28,Auto gsw+F,LI-COR Default,,019,,,0.046426,2.917724,0.045699,0.332445,1.511738,1.502346,2.235812,0.724074,14.815083,14.907701,22.048012,0.441786,PSF-00508_20230828084203,0.000000,0.000000,0.000000,93.853355,340.672363,0.724505,0.5,0.80,35.118610,64.42,64.02,20.00,19.22,101.41,156.2,156.3,-0.1,121,3.987,62,11,308,,,,,,,,15:42:54,2023-08-28,44.588730,-123.199211,66.300003,18,0.630000,08:36:49,2023-08-28,-0.43,0.003,0.001,-0.011,0.279,0.220,0.376,1,150,0.005,2.000000,0,mpf,7000,500,5.000000,2.000000,300,300,300,337.273468,25,-2.246799,338.719025,337.462524,1.256500,2.500583,2.517936,1.652933,0.935662,0.333183,-0.008796,0.248145,0.211696,93.853355,0.000419,2.400422,-0.000034,1.000000,2.415003,-0.000039,1.000000,0.602514,0.600977,0.107400,0.000000,PSF-00508_20230828084203,PFA-00566,PSA-00583,PSF-00508,RHS-0736,2.0.0,2022-04-21T19:36:20.491Z
20,08:42:53,2023-08-28,Auto gsw+F,LI-COR Default,,020,,,0.083462,2.919016,0.081142,0.608476,1.525215,1.508044,2.271410,0.746195,14.871498,15.040823,22.399385,0.441786,PSF-00508_20230828084253,0.000000,0.000000,0.000000,100.691200,276.565247,0.635922,0.5,0.80,40.566139,64.98,64.25,20.00,19.48,101.40,156.4,156.3,0.1,159,3.984,41,26,320,,,,,,,,15:43:45,2023-08-28,44.588745,-123.199181,66.300003,18,0.630000,08:36:49,2023-08-28,-0.43,0.001,0.000,-0.008,1.052,2.359,2.728,1,150,0.005,2.000000,0,mpf,7000,500,5.000000,2.000000,300,300,300,274.700409,25,-1.690118,273.210175,274.150696,-0.940521,2.500894,2.518709,1.654258,0.935504,0.333143,-0.005981,0.253559,0.244656,100.691200,0.000419,2.400422,-0.000034,1.000000,2.415003,-0.000039,1.000000,0.602514,0.600977,0.107400,0.000000,PSF-00508_20230828084253,PFA-00566,PSA-00583,PSF-00508,RHS-0736,2.0.0,2022-04-21T19:36:20.491Z
21,08:43:54,2023-08-28,Auto gsw+F,LI-COR Default,,021,,,0.050300,2.919518,0.049448,0.334203,1.504274,1.494845,2.177229,0.672955,14.740642,14.833626,21.469624,0.441786,PSF-00508_20230828084354,0.000000,0.000000,0.000000,103.073357,408.487854,0.747671,0.5,0.80,41.422482,64.10,63.70,20.00,18.80,101.41,156.4,156.4,0.0,139,3.982,23,-16,45,,,,,,,,15:44:45,2023-08-28,44.588833,-123.199127,70.099998,18,0.630000,08:36:49,2023-08-28,-0.43,0.000,-0.000,-9999.000,0.787,1.035,-9999.000,1,150,0.005,2.000000,0,mpf,7000,500,5.000000,2.000000,300,300,300,405.135498,25,-2.248624,406.214478,405.275391,0.939087,2.500149,2.517496,1.654774,0.935890,0.333179,-0.013558,0.259865,0.226606,103.073357,0.000414,2.400422,-0.000034,1.000000,2.415003,-0.000039,1.000000,0.602514,0.600977,0.107400,0.000000,PSF-00508_20230828084354,PFA-00566,PSA-00583,PSF-00508,RHS-0736,2.0.0,2022-04-21T19:36:20.491Z
22,08:44:59,2023-08-28,Auto gsw+F,LI-COR Default,,022,,,0.087632,2.919688,0.085078,0.569910,1.516055,1.499980,2.182952,0.666897,14.791791,14.950315,21.526800,0.441786,PSF-00508_20230828084459,0.000000,0.000000,0.000000,90.334297,381.235687,0.763049,0.5,0.80,30.673328,64.62,63.94,20.00,18.84,101.41,156.5,155.1,0.9,100,3.980,30,-78,183,,,,,,,,15:45:50,2023-08-28,44.588905,-123.199181,69.800003,18,0.600000,08:36:49,2023-08-28,-0.43,-0.000,-0.002,-0.017,0.046,0.117,1.819,1,150,0.005,2.000000,0,mpf,7000,500,5.000000,2.000000,300,300,300,377.608551,25,-2.599059,380.753876,377.522583,3.231293,2.500475,2.518219,1.654949,0.932554,0.333251,-0.013029,0.266568,0.193893,90.334297,0.000418,2.400422,-0.000034,1.000000,2.415003,-0.000039,1.000000,0.602514,0.600977,0.107400,0.000000,PSF-00508_20230828084459,PFA-00566,PSA-00583,PSF-00508,RHS-0736,2.0.0,2022-04-21T19:36:20.491Z
