row,column,ID,SPAD_June,SPAD_July
9,29,LCOR-127,33.3,26.06666667
10,29,LCOR-1048,35.1,20.1
11,29,LCOR-1054,37.1,24.83333333
12,29,LCOR-1049,35.43333333,22.83333333
13,29,LCOR-1103,29.96666667,27.3
14,29,LCOR-1122,30.33333333,26.7
15,29,LCOR-1124,29,31.46666667
16,29,LCOR-1134,0,24.46666667
1,30,LCOR-424,0,27.96666667
2,30,LCOR-1025,0,29.33333333
3,30,LCOR-583,0,24
4,30,LCOR-093,0,22.36666667
5,30,LCOR-281,0,22.1
6,30,LCOR-1073,0,30.46666667
7,30,LCOR-1082,0,24.03333333
8,30,LCOR-1095,0,24.7
9,30,LCOR-1244,0,20.36666667
10,30,LCOR-1052,0,25.63333333
11,30,LCOR-1202,0,29.53333333
12,30,LCOR-1210,0,28.16666667
13,30,LCOR-1154,0,28.53333333
14,30,LCOR-1099,0,28.2
15,30,LCOR-1140,0,31.7
16,30,LCOR-1161,0,26.76666667
1,44,LCOR-1028,0,0
2,44,LCOR-1169,0,0
3,44,LCOR-1245,0,0
4,44,LCOR-1014,0,0
5,44,LCOR-1034,0,0
6,44,LCOR-1118,0,0
7,44,LCOR-1129,0,0
8,44,LCOR-1136,0,0
9,44,LCOR-1151,0,0
10,44,LCOR-1159,0,0
11,44,LCOR-1160,0,0
12,44,LCOR-1193,0,0
13,44,LCOR-1249,0,0
14,44,LCOR-1261,0,0
15,44,LCOR-1237,0,0
16,44,LCOR-1135,0,0
1,45,LCOR-1039,0,0
2,45,LCOR-599,27.06666667,14.66666667
3,45,LCOR-316,25.7,23.56666667
4,45,LCOR-100,20.86666667,26.56666667
5,45,LCOR-304,27.43333333,19.96666667
6,45,LCOR-494,30.23333333,22.26666667
7,45,LCOR-439,32.76666667,24.93333333
8,45,LCOR-378,37.43333333,25.5
9,45,LCOR-595,28.8,22.86666667
10,45,LCOR-1239,28.6,20.16666667
11,45,LCOR-371,32.53333333,29.86666667
12,45,LCOR-234,35.26666667,27.66666667
13,45,LCOR-461,32.33333333,33.56666667
14,45,LCOR-519,36.23333333,29.73333333
15,45,LCOR-1226,32.73333333,21.16666667
16,45,LCOR-1027,0,0
1,46,LCOR-1042,0,0
2,46,LCOR-112,29.2,21.9
3,46,LCOR-190,25.96666667,29.1
4,46,LCOR-313,27.33333333,25.26666667
5,46,LCOR-446,29.2,33.7
6,46,LCOR-032,35.83333333,27.06666667
7,46,LCOR-492,30.06666667,23.76666667
8,46,LCOR-311,32.46666667,21.33333333
9,46,LCOR-523,30.03333333,29.13333333
10,46,LCOR-432,29.73333333,25.2
11,46,LCOR-025,31.73333333,27.83333333
12,46,LCOR-538,38.1,27.1
13,46,LCOR-102,35.16666667,27.5
14,46,LCOR-155,30.23333333,27.86666667
15,46,LCOR-490,30.8,23.3
16,46,LCOR-1255,0,0
1,47,LCOR-1079,0,0
2,47,LCOR-374,26.76666667,26.8
3,47,LCOR-521,28.76666667,23.96666667
4,47,LCOR-232,32.66666667,31.7
5,47,LCOR-315,41.3,29.4
6,47,LCOR-419,33.96666667,25.33333333
7,47,LCOR-365,31.23333333,30.5
8,47,LCOR-480,33.36666667,25.3
9,47,LCOR-433,36.9,24.53333333
10,47,LCOR-453,29.33333333,28.36666667
11,47,LCOR-223,33.6,23.46666667
12,47,LCOR-359,0,0
13,47,LCOR-216,28.16666667,20.96666667
14,47,LCOR-159,30.53333333,27.86666667
15,47,LCOR-426,29.3,23.43333333
16,47,LCOR-1068,0,0
1,48,LCOR-1083,0,0
2,48,LCOR-113,31.16666667,35.96666667
3,48,LCOR-505,37.56666667,32.76666667
4,48,LCOR-153,38.36666667,29.6
5,48,LCOR-336,29.76666667,25.76666667
6,48,LCOR-412,36.8,24.53333333
7,48,LCOR-509,30.63333333,31.06666667
8,48,LCOR-549,33,27.7
9,48,LCOR-466,31.56666667,20.53333333
10,48,LCOR-547,31.6,25.86666667
11,48,LCOR-598,28.66666667,27.2
12,48,LCOR-464,30.46666667,32.16666667
13,48,LCOR-555,29.2,22.36666667
14,48,LCOR-189,26.2,33.2
15,48,LCOR-447,27.86666667,22.76666667
16,48,LCOR-1170,0,0
1,49,LCOR-1113,0,0
2,49,LCOR-1172,23.8,32.6
3,49,LCOR-270,34.23333333,34.06666667
4,49,LCOR-114,28.76666667,21.06666667
5,49,LCOR-591,29.66666667,22.23333333
6,49,LCOR-029,32.8,27.2
7,49,LCOR-056,27.46666667,19.8
8,49,LCOR-578,29.7,25.4
9,49,LCOR-586,32.33333333,30.06666667
10,49,LCOR-531,32.6,28
11,49,LCOR-477,28.86666667,23.83333333
12,49,LCOR-460,32.56666667,30.9
13,49,LCOR-615,27.93333333,28.2
14,49,LCOR-602,30.46666667,25.8
15,49,LCOR-456,31.96666667,28.53333333
16,49,LCOR-1174,0,0
1,50,LCOR-1126,0,0
2,50,LCOR-500,31.46666667,30.2
3,50,LCOR-119,21.56666667,30.5
4,50,LCOR-375,30.1,30
5,50,LCOR-208,33.76666667,23.9
6,50,LCOR-457,30.9,34.43333333
7,50,LCOR-440,30.56666667,34.6
8,50,LCOR-501,31.86666667,30.83333333
9,50,LCOR-118,27.36666667,21.53333333
10,50,LCOR-262,28.26666667,25.33333333
11,50,LCOR-172,31.2,32.5
12,50,LCOR-081,29.26666667,28.16666667
13,50,LCOR-210,32,27.8
14,50,LCOR-417,27.4,28.33333333
15,50,LCOR-390,31.13333333,33.76666667
16,50,LCOR-1196,0,0
1,51,LCOR-1019,0,0
2,51,LCOR-1256,28.5,25.1
3,51,LCOR-1167,30.86666667,29.53333333
4,51,LCOR-219,26.86666667,29.93333333
5,51,LCOR-532,31.6,29.03333333
6,51,LCOR-431,29.6,33.2
7,51,LCOR-479,28.03333333,28.13333333
8,51,LCOR-1030,27.99333333,27.4
9,51,LCOR-108,22.36666667,32.73333333
10,51,LCOR-312,30.53333333,29.8
11,51,LCOR-225,30.2,31.6
12,51,LCOR-329,31.83333333,33.76666667
13,51,LCOR-478,29.96666667,28.73333333
14,51,LCOR-567,32.63333333,30.1
15,51,LCOR-413,33,27.26666667
16,51,LCOR-1205,0,0
1,52,LCOR-1041,0,0
2,52,LCOR-1218,31.96666667,31.76666667
3,52,LCOR-389,33,26.2
4,52,LCOR-246,31.23333333,32.63333333
5,52,LCOR-1050,32.1,32.16666667
6,52,LCOR-430,31.7,36.4
7,52,LCOR-465,32.5,34.5
8,52,LCOR-1117,29.83333333,29.93333333
9,52,LCOR-183,31.4,22.83333333
10,52,LCOR-1096,33.46666667,35.03333333
11,52,LCOR-317,27.86666667,25.16666667
12,52,LCOR-215,28.46666667,29.96666667
13,52,LCOR-187,32.13333333,32
14,52,LCOR-1220,31.1,24.96666667
15,52,LCOR-576,27.53333333,37.7
16,52,LCOR-1243,0,0
1,53,LCOR-1065,0,0
2,53,LCOR-1230,35.6,30.1
3,53,LCOR-288,34.06666667,19.13333333
4,53,LCOR-407,37.8,23.63333333
5,53,LCOR-580,27.4,31.83333333
6,53,LCOR-566,30.16666667,27.7
7,53,LCOR-097,34.2,34.63333333
8,53,LCOR-1194,20.9,15.93333333
9,53,LCOR-592,32.23333333,28.4
10,53,LCOR-451,33.9,28.13333333
11,53,LCOR-597,32.5,28.03333333
12,53,LCOR-1031,31.66666667,26.3
13,53,LCOR-050,26.86666667,27.53333333
14,53,LCOR-444,25.86666667,32.93333333
15,53,LCOR-1032,28.03333333,21.86666667
16,53,LCOR-1208,0,0
1,54,LCOR-1074,0,0
2,54,LCOR-590,29.73333333,25.9
3,54,LCOR-038,22.8,29.4
4,54,LCOR-1038,23.73333333,28.63333333
5,54,LCOR-205,27.96666667,27.7
6,54,LCOR-1138,27.56666667,20.86666667
7,54,LCOR-1252,30.8,25.8
8,54,LCOR-1182,31.93333333,24.3
9,54,LCOR-1107,29.3,23.83333333
10,54,LCOR-1123,33.53333333,23.26666667
11,54,LCOR-1133,26.83333333,27.06666667
12,54,LCOR-1179,30.66666667,29.83333333
13,54,LCOR-1190,27.3,23.93333333
14,54,LCOR-1013,22.4,27.23333333
15,54,LCOR-1251,25.53333333,33.73333333
16,54,LCOR-1045,0,0
1,55,LCOR-1084,0,0
2,55,LCOR-1176,0,0
3,55,LCOR-1055,0,0
4,55,LCOR-1067,0,0
5,55,LCOR-1146,0,0
6,55,LCOR-1036,0,0
7,55,LCOR-1157,0,0
8,55,LCOR-1184,0,0
9,55,LCOR-1232,0,0
10,55,LCOR-1258,0,0
11,55,LCOR-1012,0,0
12,55,LCOR-1109,0,0
13,55,LCOR-1000,0,0
14,55,LCOR-1125,0,0
15,55,LCOR-1130,0,0
