obs,time,elapsed,date,hhmmss,averaging,SPAD,Midday_WP,ID,Response_curve,A,Ca,Qin,TIME,E,Emm,Ci,Pci,Pca,gsw,gbw,gtw,gtc,Rabs,TleafEB,TleafCnd,SVPleaf,RHcham,VPcham,SVPcham,VPDleaf,LatHFlux,SenHFlux,NetTherm,EBSum,Asty,Esty,Adyn,Crd,Csd,dCsd/dt,αVc,Edyn,Hr,Hs,dHs/dt,αVh,Leak,LeakPct,CorrFact,CorrFactPct,Fan,DarkAdaptedID,Qmax_d,Fo,Fm,Fv/Fm,A_dark,LightAdaptedID,Qmax,Fs,Fm',PhiPS2,PS2/1,Qabs_fs,A_fs,ETR,PhiCO2,NPQ,alt._Fo',DarkPulseID,Fmin,Fo',Fv'/Fm',qP,qN,qP_Fo,qN_Fo,qL,1-qL,Qabs,alpha,convert,S,K,Geometry,Custom,UseDynamic,TIME,CO2_s,CO2_r,H2O_s,H2O_r,CO2_a,H2O_a,Flow,Pa,ΔPcham,Tair,Tleaf,Tleaf2,Offset,Offset2,Fan_speed,Qamb_in,Qamb_out,Q,f_red,f_blue,f_farred,F,Q_modavg,F_dc,Pc,Tled,TDigital,TPreamp,TPwrSpy,TDrive,Q_red,Q_blue,Q_farred,TSPF,state,F_avg,dF/dt,dF_dc/dt,F_dc_avg,period,time,hhmmss,co2_t,h2o_t,count,co2_adj,h2o_adj,co2_match,h2o_match,co2_at,h2o_at,co2_cv,h2o_cv,MatchValveR,MatchValveS,MatchCO2,MatchH2O,cf_co2_a,cf_co2_b,cf_co2_c,cf_co2_d,cf_h2o_a,cf_h2o_b,cf_h2o_c,cf_h2o_d,co2_fit_low,co2_fit_high,h2o_fit_low,h2o_fit_high,co2_elapsed,h2o_elapsed,CO2_f,CO2_f_s,Pump_f,Pump_f_s,Pump_p,Pump_p_s,Tboard,V_system,DIAG,Flow_s,Flow_r,Txchg,Tirga,Tchopper,Ts,Tr,CO2_%,Desiccant_%,Humidifier_%,Txchg_sp,CO2_r_sp,H2O_r_sp,SS_s,SS_r
11,1694107312,1047.9,20230907 10:21:52,10:21:52,5,,,LCOR-065,CO2,23.90030399,974.5282903,1500.182581,1694107304,0.001625412,1.625412307,644.5998638,65.24727132,98.64307354,0.124743998,2.948465332,0.121884452,0.076429242,241.7664883,26.8195801,26.10016129,3.394309079,62.32603564,2.080961502,3.338831807,1.313347577,-71.68068273,-44.25535168,-3.205711943,122.624742,23.90030399,1.625412307,23.75424647,1019.306847,995.2029576,-0.023882082,67.23912925,1.60750899,18.95811857,20.53324667,-0.000126518,78.55,30,5,1,0,53661.04327,RECT-1407-20230906-12_22_20,8135.41,751.3846154,2279.14,0.670320992,-1.20856664,RECT-1428-20230907-10_21_52,8170.32,629.6186923,769.45,0.181728907,0.5,1261.364429,23.90030399,114.6131897,0.019906119,1.962037819,456.2576761,DARK-1429-20230907-10_21_59,446,446,0.420365196,0.432311973,0.82355412,7.740289547,0.988175211,0.306234777,0.693765223,1261.364429,0.840807276,0.161158043,6,0.5,0: Broadleaf,2,FALSE,1694107304,974.5282903,1000.011839,20.55852258,18.96657419,971.6962903,20.40352258,600.0180323,101.1213226,0.100031913,25.82175161,26.10016129,999.9,0,0,9996.138387,0,803.0756129,1500.182581,0.973000516,0.026999532,0,629.6007097,5.00022,9971.598387,14100.93871,40.22754839,41.87267742,40.19932258,40.288,41.56219355,1454.813548,40.36870968,0,102.9000001,0,629.6186923,-2.182222216,-153.917265,9970.328462,15,1694107348,10:22:27,1694107348,1694107337,11,-0.35,-0.001,2.832,0.155,1000,19,0.2,0.11,100,100,2.832,0.155,-0.109264484,0.001863201,1.75E-06,-3.11E-10,0.156055,0,0,0,-6,2030,-1,-1,1.3,1.3,2.23633,2.61963,1.39771,2.27539,1.39526,2.43286,33.1322,15.6118,18,570.099,383.131,23.6366,25.0266,30.0004,24.8426,25.1941,44.805,0,94.8616,23.5852,1000,19.8047,99.0439,93.4895
12,1694107424,1159.4,20230907 10:23:43,10:23:43,5,,,LCOR-065,CO2,23.67162625,1174.435903,1500.037419,1694107416,0.00159947,1.599470003,849.1250633,85.94845418,118.8764233,0.126927624,2.949377299,0.123969261,0.077740843,241.7435826,26.55119326,25.94939355,3.364167256,63.72969688,2.093418698,3.284840193,1.270748558,-70.53662714,-64.00076156,-4.624681753,102.5815121,23.67162625,1.599470003,24.04453192,1223.363196,1198.836667,0.00305394,67.1453217,1.612022713,19.12164079,20.69776727,0.000468756,78.55,30,5,1,0,53737.11536,RECT-1407-20230906-12_22_20,8135.41,751.3846154,2279.14,0.670320992,-1.20856664,RECT-1430-20230907-10_23_44,8185.6,634.39948,770.35,0.176478899,0.5,1261.242629,23.67162625,111.2913554,0.01972673,1.95857727,456.5739733,DARK-1431-20230907-10_23_50,442.93,442.93,0.425027585,0.415217519,0.821687062,7.168350274,0.987586112,0.289899821,0.710100179,1261.242629,0.840807445,0.161158368,6,0.5,0: Broadleaf,2,FALSE,1694107416,1174.435903,1199.985484,20.68186452,19.11550645,1170.412903,20.52086452,600.0122258,101.1200323,0.099985732,25.54689032,25.94939355,999.9,0,0,10001.44613,0,917.372,1500.037419,0.972994742,0.027005035,0,634.4767097,5.00022,9909.254194,14099.54839,36.33848387,39.15703226,37.03,36.01590323,38.18122581,1454.663548,40.37322581,0,109.4000001,0,634.39948,-4.275769214,-144.5584613,9906.736,15,1694107450,10:24:10,1694107449,1694107450,12,0.279,0.006,4.023,0.161,1200,19,0.17,0.14,100,100,4.023,0.161,-0.459659505,0.001863201,1.75E-06,-3.11E-10,0.15531,0,0,0,-6,2030,-1,-1,1.3,1.4,2.59155,2.61353,1.39771,2.27661,1.39526,2.40845,33.244,15.5943,18,570.753,383.195,23.4584,25.1035,30.0005,24.8984,25.2511,51.9129,0,94.6794,23.4607,1200,19.5229,99.0321,93.4783
13,1694107526,1261.9,20230907 10:25:26,10:25:26,5,,,LCOR-065,CO2,23.64100916,1473.873387,1499.993871,1694107518,0.001812578,1.812578079,1171.448562,118.5693575,149.1795937,0.140882869,2.949323212,0.137248189,0.086098869,241.7360714,26.43100054,25.99400645,3.373061916,63.33115806,2.072302608,3.272169137,1.300759308,-79.93469329,-81.4407784,-5.884398656,74.47620107,23.64100916,1.812578079,23.68315371,1528.475352,1504.453394,-0.024581013,67.18055827,1.747792302,18.56125516,20.36939333,-0.018000952,78.55,30,5,1,0,53747.16149,RECT-1407-20230906-12_22_20,8135.41,751.3846154,2279.14,0.670320992,-1.20856664,RECT-1432-20230907-10_25_26,8187.19,633.2326154,763.74,0.170879337,0.5,1261.205758,23.64100916,107.7570017,0.019703031,1.984183099,454.243908,DARK-1433-20230907-10_25_33,440.07,440.07,0.423796056,0.403211248,0.824003437,10.56279417,0.991912721,0.280214837,0.719785163,1261.205758,0.840807274,0.161158039,6,0.5,0: Broadleaf,2,FALSE,1694107518,1473.873387,1500.185484,20.47405806,18.69861935,1468.438387,20.32905806,600.0096452,101.1160645,0.099952432,25.4818129,25.99400645,999.9,0,0,10001.53129,0,868.3261613,1499.993871,0.973000226,0.02699981,0,633.2724194,5.00022,9856.826452,14099.15161,35.39690323,38.39896774,36.42922581,33.78609677,36.909,1454.63,40.36354839,0,100.4000001,0,633.2326154,-3.778119654,-18.96068376,9856.563846,15,1694107555,10:25:54,1694107554,1694107555,13,-0.045,-0.017,5.435,0.145,1501,18,0.58,0.08,100,100,5.435,0.145,-0.182454037,0.001863201,1.75E-06,-3.11E-10,0.161119048,0,0,0,-6,2030,-1,-1,1.3,1.3,3.10181,2.60986,1.39771,2.27661,1.39526,2.62573,33.3335,15.5943,18,570.243,383.118,23.8023,25.2065,30.0001,24.9832,25.3333,62.1032,8.94844,93.9652,23.8306,1500,18.7321,99.0147,93.4657
14,1694107631,1366.4,20230907 10:27:10,10:27:10,5,,,LCOR-065,CO2,24.19747826,1972.581032,1499.957097,1694107623,0.001589711,1.589711242,1608.098625,162.7674016,199.6593269,0.121029904,2.948815438,0.118336433,0.074197276,241.7299786,26.67815796,26.04685161,3.383624445,62.26473743,2.060456096,3.309186195,1.32316835,-70.10626579,-59.70133107,-4.319636322,107.6027454,24.19747826,1.589711242,24.41411597,2038.352975,2013.64303,-0.037425991,67.21139433,1.569734339,18.87951036,20.37678848,0.007580312,78.55,30,5,1,0,53698.22711,RECT-1407-20230906-12_22_20,8135.41,751.3846154,2279.14,0.670320992,-1.20856664,RECT-1434-20230907-10_27_11,8183.52,627.09696,750.93,0.164906236,0.5,1261.174752,24.19747826,103.9877908,0.020144746,2.035089822,449.6814568,DARK-1435-20230907-10_27_17,430.27,430.27,0.427017165,0.38618175,0.826564334,-272.3907817,1.000297571,0.264970861,0.735029139,1261.174752,0.840807217,0.161157929,6,0.5,0: Broadleaf,2,FALSE,1694107623,1972.581032,1999.912903,20.35675806,18.79949032,1964.859032,20.19775806,600.0316452,101.1172581,0.10004231,25.67131613,26.04685161,999.9,0,0,9998.52871,0,755.4485806,1499.957097,0.973003097,0.026996719,0,627.0884516,5.00022,9811.307097,14098.83871,36.96941935,39.29819355,37.73964516,34.64903226,37.68916129,1454.596774,40.35967742,0,102.4000001,0,627.09696,0.692153837,52.86615372,9811.9868,15,1694107671,10:27:51,1694107671,1694107654,14,-0.259,0.015,7.722,0.159,2000,19,0.26,0.06,100,100,7.722,0.159,-0.228253355,0.001863201,1.75E-06,-3.11E-10,0.144604762,0,0,0,-6,2030,-1,-1,1.3,1.3,3.89282,2.58057,1.39771,2.27661,1.39526,2.49512,33.3559,15.568,18,570.991,383.997,24.4789,25.2257,29.9993,25.0116,25.3591,77.9498,0.0628586,92.851,24.4948,2000,18.9819,99.0181,93.4693
15,1694107718,1453.9,20230907 10:28:38,10:28:38,5,,,LCOR-065,CO2,24.48757071,1972.423677,1500.01871,1694107710,0.001535623,1.53562324,1603.18105,162.2682761,199.6416998,0.120292343,2.948548454,0.117630976,0.073753569,241.7397182,26.66956849,25.98394194,3.37105352,63.10149416,2.085330611,3.304724617,1.285722909,-67.72098488,-53.31077536,-3.855944227,116.8520137,24.48757071,1.53562324,25.18862243,2038.751122,2013.094909,-0.004849342,67.20264863,1.614629974,19.111531,20.65471273,0.007141229,78.55,29,5,1,0,53694.48498,RECT-1407-20230906-12_22_20,8135.41,751.3846154,2279.14,0.670320992,-1.20856664,RECT-1436-20230907-10_28_38,8175.81,620.96132,753,0.175350173,0.5,1261.226458,24.48757071,110.5781386,0.020373928,2.026746348,450.4229402,DARK-1437-20230907-10_28_45,431.93,431.93,0.426387782,0.411245772,0.826186519,81.73823048,0.998942642,0.286055476,0.713944524,1261.226458,0.840807151,0.161157802,6,0.5,0: Broadleaf,2,FALSE,1694107710,1972.423677,1999.939355,20.6026871,19.09874516,1964.569677,20.4376871,600.0172903,101.1163871,0.10005139,25.64857419,25.98394194,999.9,0,0,9997.098387,0,762.8248065,1500.01871,0.973004645,0.026995258,0,620.8271613,5.00022,9765.144516,14099.40645,38.31629032,40.26790323,38.22958065,37.18732258,39.25370968,1454.660323,40.35806452,0,85.4000001,0,620.96132,11.54069229,208.2884612,9767.2656,15,1694107752,10:29:12,1694107752,1694107752,15,0.132,0.006,7.854,0.165,2000,19,0.41,0.1,100,100,7.854,0.165,-0.486368436,0.001863201,1.75E-06,-3.11E-10,0.15931,0,0,0,-6,2030,-1,-1,0.8,1.1,3.89282,2.60986,1.39771,2.27661,1.39526,2.38647,33.3335,15.5417,18,571.221,384.17,24.1493,25.2315,29.9999,25.0242,25.3731,77.9555,0,92.851,24.1067,2000,19.1771,99.0182,93.4692
16,1694108110,1845.4,20230907 10:35:09,10:35:09,5,,,LCOR-165,CO2,4.312371545,395.4699667,1500.020667,1694108102,0.000782735,0.782735108,275.9003382,27.92738882,40.0305545,0.061831319,2.94913466,0.061120066,0.038263263,241.7410095,26.61138765,25.78897,3.332351996,63.6053062,2.070638059,3.255448613,1.261713938,-34.51861824,-62.54337057,-4.51267256,140.1663481,4.312371545,0.782735108,4.564436064,407.9954042,403.6405455,-0.065970063,67.24840567,0.873951769,19.45986004,20.39764303,-0.015310719,78.55,21,3,1,0,53757.31392,RECT-1407-20230906-12_22_20,8135.41,751.3846154,2279.14,0.670320992,-1.20856664,RECT-1438-20230907-10_35_10,8252.53,553.7979231,595.59,0.070169205,0.5,1261.228609,4.312371545,44.24970454,0.004377429,2.826692859,388.9353021,DARK-1439-20230907-10_35_16,409.47,409.47,0.312496852,0.224543719,0.900453021,-0.2682511,1.101976152,0.166024307,0.833975693,1261.228609,0.840807488,0.161158453,6,0.5,0: Broadleaf,2,FALSE,1694108102,395.4699667,400.0918667,20.45625333,19.68953333,394.8439667,20.32125333,600.0025667,101.1228,0.099942253,25.3956,25.78897,999.9,0,0,9999.794,0,922.2086667,1500.020667,0.972994267,0.027006167,0,553.919,5.00022,8673.062,14099.38667,34.90386667,38.08726667,35.6664,34.71633333,36.78726667,1454.646333,40.375,0,389.6000001,0,553.7979231,-13.95911112,-261.1278634,8670.830385,15,1694108141,10:35:40,1694108141,1694108135,16,-0.023,-0.03,0.626,0.135,400,19,1.08,0.13,100,100,0.626,0.135,-0.355552265,0.001863201,1.75E-06,-3.11E-10,0.165035,0,0,0,-6,2030,-1,-1,6,6,1.07666,2.61108,1.39771,2.28149,1.39526,2.5708,33.693,15.4804,18,580.889,381.29,24.7992,25.6027,30.0003,25.3385,25.6839,21.5892,13.1261,98.8717,24.8756,400,19.016,98.9511,93.3981
17,1694108217,1952.4,20230907 10:36:56,10:36:56,5,,,LCOR-165,CO2,2.942778202,296.9307097,1499.999677,1694108209,0.000377122,0.377121765,124.7737918,12.63087664,30.05835689,0.028216513,2.949817179,0.028067421,0.017555467,241.737035,27.03432309,26.16039677,3.406417269,62.79036647,2.083139343,3.317609786,1.323277926,-16.63106985,-70.96199363,-5.136679052,149.0072924,2.942778202,0.377121765,3.23080307,306.1867671,302.8775758,0.002599053,67.14069031,0.348282772,20.18299694,20.52784606,-0.000699065,78.55,22,4,1,0,53720.11471,RECT-1407-20230906-12_22_20,8135.41,751.3846154,2279.14,0.670320992,-1.20856664,RECT-1440-20230907-10_36_57,8236.87,525.70952,561.92,0.064440632,0.5,1261.210655,2.942778202,40.63660591,0.003291555,3.055986617,374.2897247,DARK-1441-20230907-10_37_03,406.8,406.8,0.276053531,0.233435276,0.917151799,-0.191120014,1.124015021,0.180634869,0.819365131,1261.210655,0.840807284,0.161158058,6,0.5,0: Broadleaf,2,FALSE,1694108209,296.9307097,299.9853871,20.57823871,20.2088871,296.3297097,20.40623871,600.0156774,101.1302581,0.099947881,25.71418065,26.16039677,999.9,0,0,10002.93387,0,889.8819355,1499.999677,0.973000097,0.027000129,0,525.8372903,5.00022,8296.588065,14099.21613,36.58241935,39.37470968,36.93712903,37.21145161,37.98764516,1454.635484,40.36419355,0,104.8,0,525.70952,-8.89876921,-116.0192306,8294.7888,15,1694108236,10:37:15,1694108234,1694108236,17,0.273,0.037,0.601,0.172,300,20,1.5,0.29,100,100,0.601,0.172,-0.378555714,0.001863201,1.75E-06,-3.11E-10,0.13455,0,0,0,-6,2030,-1,-1,1.3,1.4,0.861816,2.59277,1.39771,2.28394,1.39526,2.47803,33.7606,15.4542,18,579.561,382.08,23.064,25.7059,30.0005,25.4389,25.788,17.2908,0,100,23.0335,300,21.7137,98.9347,93.3778
18,1694108312,2047.4,20230907 10:38:31,10:38:31,5,,,LCOR-165,CO2,1.662097921,198.2084194,1499.983871,1694108304,0.000932361,0.932360708,157.5100739,15.94549762,20.06558566,0.072704418,2.949131353,0.071723161,0.044914035,241.7343305,26.49930392,25.83737419,3.341923731,63.58754302,2.06104639,3.241273828,1.280877341,-41.11710724,-81.90784529,-5.909138229,112.8002398,1.662097921,0.932360708,1.447067563,204.0045961,202.5261697,0.000588581,67.14759335,0.868907133,19.19902329,20.20268303,-0.028548433,78.55,22,4,1,0,53770.70267,RECT-1407-20230906-12_22_20,8135.41,751.3846154,2279.14,0.670320992,-1.20856664,RECT-1442-20230907-10_38_32,8238.85,512.9752692,543.86,0.056788017,0.5,1261.197283,1.662097921,35.81044619,0.002276142,3.190674071,366.1899952,DARK-1443-20230907-10_38_38,397.87,397.87,0.268433053,0.211553742,0.922398167,-0.148824421,1.135836285,0.164083714,0.835916286,1261.197283,0.84080723,0.161157953,6,0.5,0: Broadleaf,2,FALSE,1694108304,198.2084194,200.0552903,20.35907419,19.44570968,198.1224194,20.22407419,600.0093226,101.1348065,0.099973197,25.32220968,25.83737419,999.9,0,0,9998.588065,0,864.637129,1499.983871,0.973000323,0.026999494,0,512.9893871,5.00022,8128.046129,14099.06129,37.55816129,40.34248387,37.54809677,37.80416129,39.018,1454.619677,40.36096774,0,92.5999999,0,512.9752692,-7.218769223,-75.97777778,8127.707308,15,1694108335,10:38:55,1694108330,1694108335,18,-0.249,-0.037,0.086,0.135,200,19,0.69,0.13,100,100,0.086,0.135,-0.105628449,0.001863201,1.75E-06,-3.11E-10,0.17167,0,0,0,-6,2030,-1,-1,1.3,1.3,0.635986,2.61475,1.39771,2.28027,1.39526,2.64404,33.7832,15.4542,18,579.898,380.094,24.0476,25.8327,30.0007,25.5524,25.898,12.7479,12.2475,98.8704,24.1246,200,19.2068,98.9103,93.3605
19,1694108411,2146.9,20230907 10:40:11,10:40:11,5,,,LCOR-165,CO2,0.416427968,99.50009355,1499.98,1694108403,0.000435353,0.435353191,76.61376492,7.755507027,10.07225889,0.031956678,2.949269842,0.03176555,0.019870545,241.7342307,27.01427695,26.21663226,3.417755431,62.35290873,2.067988404,3.316586902,1.349767027,-19.19907571,-80.71713225,-5.845399791,135.9726229,0.416427968,0.435353191,0.30850536,102.0010071,101.6134848,0.015958306,67.202546,0.344824769,20.06518624,20.40251636,8.17E-05,78.55,21,4,1,0,53704.99778,RECT-1407-20230906-12_22_20,8135.41,751.3846154,2279.14,0.670320992,-1.20856664,RECT-1444-20230907-10_40_11,8232.43,502.22884,528.32,0.049385145,0.5,1261.1943,0.416427968,31.14213192,0.001288457,3.313938522,359.0784711,DARK-1445-20230907-10_40_18,386.4,386.4,0.268625076,0.183844138,0.925018756,-0.116966826,1.14600807,0.141444236,0.858555764,1261.1943,0.840807411,0.161158303,6,0.5,0: Broadleaf,2,FALSE,1694108403,99.50009355,99.95980645,20.4288871,20.00245806,99.64809355,20.2598871,600.0427419,101.1286129,0.100024477,25.70898065,26.21663226,999.9,0,0,9999.987097,0,992.0659355,1499.98,0.972994903,0.027005213,0,502.2857419,5.00022,8005.899032,14099.00323,38.91103226,41.04003226,39.24970968,37.36464516,39.95741935,1454.61,40.37,0,97.4000001,0,502.22884,-6.00553846,-70.16076906,8004.7652,15,1694108433,10:40:33,1694108428,1694108433,19,0.002,0.034,-0.148,0.169,100,20,0.75,0.38,100,100,-0.148,0.169,-0.354180988,0.001863201,1.75E-06,-3.11E-10,0.134847619,0,0,0,-6,2030,-1,-1,1.4,1.3,0.401611,2.64648,1.39771,2.28394,1.39526,2.38159,33.8057,15.4104,18,580.504,381.069,23.1905,25.9399,30.0009,25.6604,26.0089,8.05726,0,100,23.0163,100,21.8037,98.8919,93.3401
20,1694108509,2244.9,20230907 10:41:49,10:41:49,5,,,LCOR-165,CO2,-0.17546872,50.11100645,1500.039032,1694108501,0.001387994,1.387993763,51.69148956,5.232702523,5.072711042,0.107957493,2.949503341,0.105809367,0.066320295,241.7433539,26.36052593,25.60394839,3.295985068,61.86785846,2.002824249,3.237261316,1.293160819,-61.21052495,-48.11188024,-3.466100454,128.9548482,-0.17546872,1.387993763,-0.022508788,50.91921254,51.01095273,-0.015073466,67.20745044,1.100313158,18.22297843,19.52532667,-0.041903619,78.55,21,4,1,0,53785.24062,RECT-1407-20230906-12_22_20,8135.41,751.3846154,2279.14,0.670320992,-1.20856664,RECT-1446-20230907-10_41_49,8227.55,498.0182692,521.34,0.044734206,0.5,1261.243732,-0.17546872,28.21036824,0.00081911,3.371696014,355.8404328,DARK-1447-20230907-10_41_56,378.07,378.07,0.274811064,0.162781676,0.924637178,-0.101379164,1.150576864,0.123575524,0.876424476,1261.243732,0.840807276,0.161158042,6,0.5,0: Broadleaf,2,FALSE,1694108501,50.11100645,50.00509677,19.78499032,18.42452581,50.34600645,19.67599032,600.0299032,101.1294839,0.099994471,25.30138387,25.60394839,999.9,0,0,10001.22742,0,872.8033871,1500.039032,0.973000613,0.026999319,0,498.0505484,5.00022,7945.329032,14099.58065,39.16309677,41.15306452,38.81632258,36.23564516,40.24187097,1454.673871,40.36483871,0,95.60000014,0,498.0182692,-3.401606833,-74.64478634,7945.002308,15,1694108532,10:42:12,1694108530,1694108532,20,0.019,-0.06,-0.235,0.109,50,18,0.73,0.08,100,100,-0.235,0.109,-0.352178083,0.001863201,1.75E-06,-3.11E-10,0.1685,0,0,0,-6,2030,-1,-1,1.4,1.3,0.284424,2.63916,1.39771,2.27905,1.39526,2.64648,33.8283,15.4016,18,580.335,378.643,25.5812,26.0131,30.0006,25.7451,26.0869,5.71887,12.6529,98.4557,25.8395,50,18.8646,98.8817,93.3432
21,1694108608,2343.9,20230907 10:43:28,10:43:28,5,,,LCOR-165,CO2,-0.994020254,-5.949332581,1499.970645,1694108600,0.0004849,0.484900171,39.0775522,3.955482425,-0.602199451,0.035235498,2.948698249,0.035003248,0.021897769,241.7327376,27.23311173,26.27946452,3.430462601,61.45327514,2.066316228,3.362418395,1.364146373,-21.38409755,-53.86782826,-3.907540088,162.5732717,-0.994020254,0.484900171,-1.021960015,-7.102701058,-6.261722909,0.044301698,67.20209665,0.412332191,19.95101442,20.35404242,0.000172012,78.55,20,3,1,0,53646.51793,RECT-1407-20230906-12_22_20,8135.41,751.3846154,2279.14,0.670320992,-1.20856664,RECT-1448-20230907-10_43_28,8223.06,492.7580385,513.49,0.040374616,0.5,1261.186442,-0.994020254,25.45995911,0.000170115,3.438528501,352.1657569,DARK-1449-20230907-10_43_35,385.2,385.2,0.249839335,0.161602319,0.932262902,-0.08714767,1.155715122,0.126328154,0.873671846,1261.186442,0.840807416,0.161158312,6,0.5,0: Broadleaf,2,FALSE,1694108600,-5.949332581,-6.946248065,20.41383871,19.93883226,-5.846332581,20.24683871,599.9937419,101.1213871,0.099958726,25.94060968,26.27946452,999.9,0,0,9997.454839,0,982.695871,1499.970645,0.972996258,0.027003635,0,492.7483226,5.00022,7881.325806,14098.92903,39.78603226,41.54009677,39.75583871,39.28812903,40.84448387,1454.600645,40.37,0,96.80000019,0,492.7580385,-2.450153871,-42.33128204,7880.983462,15,1694108632,10:43:52,1694108627,1694108632,21,0.242,0.058,-0.103,0.167,-7,20,0.57,0.21,100,100,-0.103,0.167,-0.332863721,0.001863201,1.75E-06,-3.11E-10,0.10888,0,0,0,-6,2030,-1,-1,1.3,1.3,0.0317383,4.99756,1.39771,2.28271,1.39526,2.38281,33.7606,15.3491,18,581.913,380.59,23.2933,26.0349,30.0011,25.7879,26.1334,0,0,100,23.0195,0,21.9784,98.876,93.328
22,1694108708,2444,20230907 10:45:08,10:45:08,5,,,LCOR-165,CO2,4.000987629,396.08,1500.045806,1694108700,0.000455937,0.455936682,208.8985227,21.14515666,40.09206739,0.035581681,2.949434918,0.03534492,0.022111716,241.7445092,26.75875542,25.88179355,3.350728601,63.655052,2.080026929,3.26765412,1.270701672,-20.10680769,-67.29659515,-4.858937369,149.482169,4.000987629,0.455936682,4.00538531,408.4310654,404.2930121,0.011081111,67.20558466,0.505201812,20.10272942,20.58807394,0.001772032,78.55,19,3,1,0,53754.75084,RECT-1407-20230906-12_22_20,8135.41,751.3846154,2279.14,0.670320992,-1.20856664,RECT-1450-20230907-10_45_08,8229.38,489.0053846,522.62,0.06431942,0.5,1261.249461,4.000987629,40.56141703,0.004130471,3.360988864,356.4362871,DARK-1451-20230907-10_45_15,379.8,379.8,0.273276951,0.235363502,0.924805459,-0.14693975,1.149739034,0.182801787,0.817198213,1261.249461,0.840807298,0.161158085,6,0.5,0: Broadleaf,2,FALSE,1694108700,396.08,400.2615161,20.54912903,20.10256774,395.345,20.38012903,600.0084516,101.1221613,0.099984213,25.45857097,25.88179355,999.9,0,0,10001.5629,0,792.4312258,1500.045806,0.973000645,0.026999655,0,488.9691935,5.00022,7788.610968,14099.63226,38.92112903,41.06035484,39.21751613,37.84251613,40.43925806,1454.679677,40.36612903,0,98,0,489.0053846,-0.569367526,-84.94529905,7788.417308,15,1694108731,10:45:31,1694108731,1694108727,22,-0.18,0.002,0.735,0.169,401,20,0.98,0.19,100,100,0.735,0.169,-0.090526634,0.001863201,1.75E-06,-3.11E-10,0.16714,0,0,0,-6,2030,-1,-1,1.4,1.3,1.08521,2.64038,1.39771,2.28394,1.39526,2.64526,33.7381,15.3666,18,582.671,381.577,22.963,26.069,30.0003,25.8264,26.1729,21.7481,0,100,22.9999,400,19.9704,98.8768,93.3295
23,1694108807,2543,20230907 10:46:47,10:46:47,5,,,LCOR-165,CO2,4.350581259,395.5926129,1500.033871,1694108799,0.000156685,0.156684574,-227.4478033,-23.02360343,40.0442093,0.011226637,2.948973381,0.011202947,0.007003966,241.7426977,26.95661549,26.03343548,3.380940138,60.85640964,2.002842474,3.29109536,1.378097664,-6.909789701,-72.25870655,-5.225159358,157.3490421,4.350581259,0.156684574,4.5355364,408.0350392,403.5290121,-0.026380968,67.20778683,0.405420726,19.7224795,19.99187091,0.023998251,78.55,20,3,1,0,53719.65057,RECT-1407-20230906-12_22_20,8135.41,751.3846154,2279.14,0.670320992,-1.20856664,RECT-1452-20230907-10_46_47,8252.51,491.0932,528,0.069899242,0.5,1261.239484,4.350581259,44.07984221,0.004407686,3.31655303,358.9306219,DARK-1453-20230907-10_46_54,381.73,381.73,0.277026515,0.252319683,0.922910705,-0.165216391,1.146217528,0.196129762,0.803870238,1261.239484,0.840807336,0.161158159,6,0.5,0: Broadleaf,2,FALSE,1694108799,395.5926129,400.0051613,19.78587419,19.63229032,394.7976129,19.62387419,600.0021935,101.1258387,0.100038613,25.57893548,26.03343548,999.9,0,0,9998.577419,0,715.9275484,1500.033871,0.972999484,0.027000429,0,491.0537097,5.00022,7721.673548,14099.52581,35.73558065,38.67109677,36.48564516,34.40896774,37.51180645,1454.666129,40.36774194,0,96.80000019,0,491.0932,3.96076922,1.459230729,7721.7792,15,1694108832,10:47:11,1694108832,1694108826,23,0.062,-0.007,0.795,0.162,400,20,1.29,0.54,100,100,0.795,0.162,-0.270252392,0.001863201,1.75E-06,-3.11E-10,0.16877,0,0,0,-6,2030,-1,-1,1.3,1.3,1.08154,2.63306,1.39771,2.28027,1.39526,2.45728,33.7381,15.3316,18,582.168,380.454,24.0367,26.0876,29.998,25.8585,26.2054,21.6686,0,98.7997,24.1718,400,21.1692,98.8697,93.3278
