"","Datetime","soil_water_content"
"290",2023-07-22 11:45:00,0.213
"291",2023-07-22 12:00:00,0.213
"292",2023-07-22 12:15:00,0.213
"293",2023-07-22 12:30:00,0.213
"294",2023-07-22 12:45:00,0.213
"295",2023-07-22 13:00:00,0.213
"296",2023-07-22 13:15:00,0.213
"297",2023-07-22 13:30:00,0.213
"298",2023-07-22 13:45:00,0.213
"299",2023-07-22 14:00:00,0.213
"300",2023-07-22 14:15:00,0.213
"301",2023-07-22 14:30:00,0.213
"302",2023-07-22 14:45:00,0.213
"303",2023-07-22 15:00:00,0.213
"304",2023-07-22 15:15:00,0.213
"305",2023-07-22 15:30:00,0.213
"306",2023-07-22 15:45:00,0.213
"307",2023-07-22 16:00:00,0.213
"308",2023-07-22 16:15:00,0.213
"309",2023-07-22 16:30:00,0.213
"310",2023-07-22 16:45:00,0.213
"311",2023-07-22 17:00:00,0.213
"312",2023-07-22 17:15:00,0.213
"313",2023-07-22 17:30:00,0.213
"314",2023-07-22 17:45:00,0.213
"315",2023-07-22 18:00:00,0.214
"316",2023-07-22 18:15:00,0.214
"317",2023-07-22 18:30:00,0.213
"318",2023-07-22 18:45:00,0.214
"319",2023-07-22 19:00:00,0.213
"320",2023-07-22 19:15:00,0.213
"321",2023-07-22 19:30:00,0.213
"322",2023-07-22 19:45:00,0.213
"323",2023-07-22 20:00:00,0.213
"324",2023-07-22 20:15:00,0.213
"325",2023-07-22 20:30:00,0.213
"326",2023-07-22 20:45:00,0.213
"327",2023-07-22 21:00:00,0.213
"328",2023-07-22 21:15:00,0.213
"329",2023-07-22 21:30:00,0.213
"330",2023-07-22 21:45:00,0.213
"331",2023-07-22 22:00:00,0.213
"332",2023-07-22 22:15:00,0.213
"333",2023-07-22 22:30:00,0.213
"334",2023-07-22 22:45:00,0.213
"335",2023-07-22 23:00:00,0.213
"336",2023-07-22 23:15:00,0.213
"337",2023-07-22 23:30:00,0.213
"338",2023-07-22 23:45:00,0.213
"339",2023-07-23,0.213
"340",2023-07-23 00:15:00,0.213
"341",2023-07-23 00:30:00,0.213
"342",2023-07-23 00:45:00,0.213
"343",2023-07-23 01:00:00,0.213
"344",2023-07-23 01:15:00,0.213
"345",2023-07-23 01:30:00,0.213
"346",2023-07-23 01:45:00,0.213
"347",2023-07-23 02:00:00,0.213
"348",2023-07-23 02:15:00,0.213
"349",2023-07-23 02:30:00,0.213
"350",2023-07-23 02:45:00,0.213
"351",2023-07-23 03:00:00,0.213
"352",2023-07-23 03:15:00,0.213
"353",2023-07-23 03:30:00,0.213
"354",2023-07-23 03:45:00,0.213
"355",2023-07-23 04:00:00,0.213
"356",2023-07-23 04:15:00,0.213
"357",2023-07-23 04:30:00,0.213
"358",2023-07-23 04:45:00,0.214
"359",2023-07-23 05:00:00,0.214
"360",2023-07-23 05:15:00,0.214
"361",2023-07-23 05:30:00,0.214
"362",2023-07-23 05:45:00,0.214
"363",2023-07-23 06:00:00,0.214
"364",2023-07-23 06:15:00,0.214
"365",2023-07-23 06:30:00,0.214
"366",2023-07-23 06:45:00,0.214
"367",2023-07-23 07:00:00,0.214
"368",2023-07-23 07:15:00,0.213
"369",2023-07-23 07:30:00,0.213
"370",2023-07-23 07:45:00,0.213
"371",2023-07-23 08:00:00,0.213
"372",2023-07-23 08:15:00,0.213
"373",2023-07-23 08:30:00,0.213
"374",2023-07-23 08:45:00,0.214
"375",2023-07-23 09:00:00,0.213
"376",2023-07-23 09:15:00,0.214
"377",2023-07-23 09:30:00,0.214
"378",2023-07-23 09:45:00,0.214
"379",2023-07-23 10:00:00,0.214
"380",2023-07-23 10:15:00,0.214
"381",2023-07-23 10:30:00,0.214
"382",2023-07-23 10:45:00,0.214
"383",2023-07-23 11:00:00,0.214
"384",2023-07-23 11:15:00,0.214
"385",2023-07-23 11:30:00,0.214
"386",2023-07-23 11:45:00,0.214
"387",2023-07-23 12:00:00,0.214
"388",2023-07-23 12:15:00,0.214
"389",2023-07-23 12:30:00,0.214
"390",2023-07-23 12:45:00,0.214
"391",2023-07-23 13:00:00,0.214
"392",2023-07-23 13:15:00,0.214
"393",2023-07-23 13:30:00,0.214
"394",2023-07-23 13:45:00,0.214
"395",2023-07-23 14:00:00,0.214
"396",2023-07-23 14:15:00,0.214
"397",2023-07-23 14:30:00,0.214
"398",2023-07-23 14:45:00,0.214
"399",2023-07-23 15:00:00,0.214
"400",2023-07-23 15:15:00,0.214
"401",2023-07-23 15:30:00,0.214
"402",2023-07-23 15:45:00,0.214
"403",2023-07-23 16:00:00,0.214
"404",2023-07-23 16:15:00,0.214
"405",2023-07-23 16:30:00,0.214
"406",2023-07-23 16:45:00,0.214
"407",2023-07-23 17:00:00,0.214
"408",2023-07-23 17:15:00,0.214
"409",2023-07-23 17:30:00,0.214
"410",2023-07-23 17:45:00,0.214
"411",2023-07-23 18:00:00,0.214
"412",2023-07-23 18:15:00,0.214
"413",2023-07-23 18:30:00,0.214
"414",2023-07-23 18:45:00,0.214
"415",2023-07-23 19:00:00,0.214
"416",2023-07-23 19:15:00,0.214
"417",2023-07-23 19:30:00,0.214
"418",2023-07-23 19:45:00,0.214
"419",2023-07-23 20:00:00,0.214
"420",2023-07-23 20:15:00,0.214
"421",2023-07-23 20:30:00,0.214
"422",2023-07-23 20:45:00,0.214
"423",2023-07-23 21:00:00,0.214
"424",2023-07-23 21:15:00,0.214
"425",2023-07-23 21:30:00,0.214
"426",2023-07-23 21:45:00,0.214
"427",2023-07-23 22:00:00,0.214
"428",2023-07-23 22:15:00,0.214
"429",2023-07-23 22:30:00,0.214
"430",2023-07-23 22:45:00,0.214
"431",2023-07-23 23:00:00,0.214
"432",2023-07-23 23:15:00,0.214
"433",2023-07-23 23:30:00,0.214
"434",2023-07-23 23:45:00,0.214
"435",2023-07-24,0.214
"436",2023-07-24 00:15:00,0.214
"437",2023-07-24 00:30:00,0.214
"438",2023-07-24 00:45:00,0.214
"439",2023-07-24 01:00:00,0.214
"440",2023-07-24 01:15:00,0.214
"441",2023-07-24 01:30:00,0.214
"442",2023-07-24 01:45:00,0.214
"443",2023-07-24 02:00:00,0.214
"444",2023-07-24 02:15:00,0.214
"445",2023-07-24 02:30:00,0.214
"446",2023-07-24 02:45:00,0.214
"447",2023-07-24 03:00:00,0.214
"448",2023-07-24 03:15:00,0.214
"449",2023-07-24 03:30:00,0.214
"450",2023-07-24 03:45:00,0.214
"451",2023-07-24 04:00:00,0.214
"452",2023-07-24 04:15:00,0.214
"453",2023-07-24 04:30:00,0.214
"454",2023-07-24 04:45:00,0.214
"455",2023-07-24 05:00:00,0.214
"456",2023-07-24 05:15:00,0.214
"457",2023-07-24 05:30:00,0.214
"458",2023-07-24 05:45:00,0.214
"459",2023-07-24 06:00:00,0.214
"460",2023-07-24 06:15:00,0.214
"461",2023-07-24 06:30:00,0.214
"462",2023-07-24 06:45:00,0.214
"463",2023-07-24 07:00:00,0.214
"464",2023-07-24 07:15:00,0.214
"465",2023-07-24 07:30:00,0.214
"466",2023-07-24 07:45:00,0.214
"467",2023-07-24 08:00:00,0.214
"468",2023-07-24 08:15:00,0.214
"469",2023-07-24 08:30:00,0.214
"470",2023-07-24 08:45:00,0.214
"471",2023-07-24 09:00:00,0.214
"472",2023-07-24 09:15:00,0.214
"473",2023-07-24 09:30:00,0.214
"474",2023-07-24 09:45:00,0.214
"475",2023-07-24 10:00:00,0.214
"476",2023-07-24 10:15:00,0.214
"477",2023-07-24 10:30:00,0.214
"478",2023-07-24 10:45:00,0.214
"479",2023-07-24 11:00:00,0.214
"480",2023-07-24 11:15:00,0.214
"481",2023-07-24 11:30:00,0.214
"482",2023-07-24 11:45:00,0.214
"483",2023-07-24 12:00:00,0.214
"484",2023-07-24 12:15:00,0.214
"485",2023-07-24 12:30:00,0.214
"486",2023-07-24 12:45:00,0.214
"487",2023-07-24 13:00:00,0.214
"488",2023-07-24 13:15:00,0.214
"489",2023-07-24 13:30:00,0.214
"490",2023-07-24 13:45:00,0.214
"491",2023-07-24 14:00:00,0.214
"492",2023-07-24 14:15:00,0.214
"493",2023-07-24 14:30:00,0.214
"494",2023-07-24 14:45:00,0.214
"495",2023-07-24 15:00:00,0.214
"496",2023-07-24 15:15:00,0.214
"497",2023-07-24 15:30:00,0.214
"498",2023-07-24 15:45:00,0.214
"499",2023-07-24 16:00:00,0.214
"500",2023-07-24 16:15:00,0.214
"501",2023-07-24 16:30:00,0.214
"502",2023-07-24 16:45:00,0.214
"503",2023-07-24 17:00:00,0.214
"504",2023-07-24 17:15:00,0.214
"505",2023-07-24 17:30:00,0.214
"506",2023-07-24 17:45:00,0.214
"507",2023-07-24 18:00:00,0.214
"508",2023-07-24 18:15:00,0.214
"509",2023-07-24 18:30:00,0.214
"510",2023-07-24 18:45:00,0.214
"511",2023-07-24 19:00:00,0.214
"512",2023-07-24 19:15:00,0.214
"513",2023-07-24 19:30:00,0.214
"514",2023-07-24 19:45:00,0.214
"515",2023-07-24 20:00:00,0.214
"516",2023-07-24 20:15:00,0.214
"517",2023-07-24 20:30:00,0.214
"518",2023-07-24 20:45:00,0.214
"519",2023-07-24 21:00:00,0.214
"520",2023-07-24 21:15:00,0.214
"521",2023-07-24 21:30:00,0.214
"522",2023-07-24 21:45:00,0.214
"523",2023-07-24 22:00:00,0.214
"524",2023-07-24 22:15:00,0.214
"525",2023-07-24 22:30:00,0.214
"526",2023-07-24 22:45:00,0.214
"527",2023-07-24 23:00:00,0.214
"528",2023-07-24 23:15:00,0.214
"529",2023-07-24 23:30:00,0.214
"530",2023-07-24 23:45:00,0.214
"531",2023-07-25,0.214
"532",2023-07-25 00:15:00,0.214
"533",2023-07-25 00:30:00,0.214
"534",2023-07-25 00:45:00,0.214
"535",2023-07-25 01:00:00,0.214
"536",2023-07-25 01:15:00,0.214
"537",2023-07-25 01:30:00,0.214
"538",2023-07-25 01:45:00,0.214
"539",2023-07-25 02:00:00,0.214
"540",2023-07-25 02:15:00,0.214
"541",2023-07-25 02:30:00,0.214
"542",2023-07-25 02:45:00,0.214
"543",2023-07-25 03:00:00,0.214
"544",2023-07-25 03:15:00,0.214
"545",2023-07-25 03:30:00,0.214
"546",2023-07-25 03:45:00,0.214
"547",2023-07-25 04:00:00,0.214
"548",2023-07-25 04:15:00,0.214
"549",2023-07-25 04:30:00,0.214
"550",2023-07-25 04:45:00,0.214
"551",2023-07-25 05:00:00,0.214
"552",2023-07-25 05:15:00,0.214
"553",2023-07-25 05:30:00,0.214
"554",2023-07-25 05:45:00,0.214
"555",2023-07-25 06:00:00,0.214
"556",2023-07-25 06:15:00,0.214
"557",2023-07-25 06:30:00,0.214
"558",2023-07-25 06:45:00,0.214
"559",2023-07-25 07:00:00,0.214
"560",2023-07-25 07:15:00,0.214
"561",2023-07-25 07:30:00,0.214
"562",2023-07-25 07:45:00,0.214
"563",2023-07-25 08:00:00,0.214
"564",2023-07-25 08:15:00,0.214
"565",2023-07-25 08:30:00,0.214
"566",2023-07-25 08:45:00,0.214
"567",2023-07-25 09:00:00,0.214
"568",2023-07-25 09:15:00,0.214
"569",2023-07-25 09:30:00,0.214
"570",2023-07-25 09:45:00,0.214
"571",2023-07-25 10:00:00,0.214
"572",2023-07-25 10:15:00,0.214
"573",2023-07-25 10:30:00,0.214
"574",2023-07-25 10:45:00,0.214
"575",2023-07-25 11:00:00,0.214
"576",2023-07-25 11:15:00,0.214
"577",2023-07-25 11:30:00,0.214
"578",2023-07-25 11:45:00,0.214
"579",2023-07-25 12:00:00,0.214
"580",2023-07-25 12:15:00,0.214
"581",2023-07-25 12:30:00,0.214
"582",2023-07-25 12:45:00,0.214
"583",2023-07-25 13:00:00,0.214
"584",2023-07-25 13:15:00,0.214
"585",2023-07-25 13:30:00,0.214
"586",2023-07-25 13:45:00,0.214
"587",2023-07-25 14:00:00,0.214
"588",2023-07-25 14:15:00,0.214
"589",2023-07-25 14:30:00,0.214
"590",2023-07-25 14:45:00,0.214
"591",2023-07-25 15:00:00,0.214
"592",2023-07-25 15:15:00,0.214
"593",2023-07-25 15:30:00,0.214
"594",2023-07-25 15:45:00,0.214
"595",2023-07-25 16:00:00,0.214
"596",2023-07-25 16:15:00,0.214
"597",2023-07-25 16:30:00,0.214
"598",2023-07-25 16:45:00,0.214
"599",2023-07-25 17:00:00,0.214
"600",2023-07-25 17:15:00,0.214
"601",2023-07-25 17:30:00,0.214
"602",2023-07-25 17:45:00,0.214
"603",2023-07-25 18:00:00,0.214
"604",2023-07-25 18:15:00,0.214
"605",2023-07-25 18:30:00,0.214
"606",2023-07-25 18:45:00,0.214
"607",2023-07-25 19:00:00,0.214
"608",2023-07-25 19:15:00,0.214
"609",2023-07-25 19:30:00,0.214
"610",2023-07-25 19:45:00,0.214
"611",2023-07-25 20:00:00,0.214
"612",2023-07-25 20:15:00,0.214
"613",2023-07-25 20:30:00,0.214
"614",2023-07-25 20:45:00,0.214
"615",2023-07-25 21:00:00,0.214
"616",2023-07-25 21:15:00,0.214
"617",2023-07-25 21:30:00,0.214
"618",2023-07-25 21:45:00,0.214
"619",2023-07-25 22:00:00,0.214
"620",2023-07-25 22:15:00,0.214
"621",2023-07-25 22:30:00,0.214
"622",2023-07-25 22:45:00,0.214
"623",2023-07-25 23:00:00,0.214
"624",2023-07-25 23:15:00,0.214
"625",2023-07-25 23:30:00,0.214
"626",2023-07-25 23:45:00,0.214
"627",2023-07-26,0.214
"628",2023-07-26 00:15:00,0.214
"629",2023-07-26 00:30:00,0.214
"630",2023-07-26 00:45:00,0.214
"631",2023-07-26 01:00:00,0.214
"632",2023-07-26 01:15:00,0.214
"633",2023-07-26 01:30:00,0.214
"634",2023-07-26 01:45:00,0.214
"635",2023-07-26 02:00:00,0.214
"636",2023-07-26 02:15:00,0.214
"637",2023-07-26 02:30:00,0.214
"638",2023-07-26 02:45:00,0.214
"639",2023-07-26 03:00:00,0.214
"640",2023-07-26 03:15:00,0.214
"641",2023-07-26 03:30:00,0.214
"642",2023-07-26 03:45:00,0.214
"643",2023-07-26 04:00:00,0.214
"644",2023-07-26 04:15:00,0.214
"645",2023-07-26 04:30:00,0.214
"646",2023-07-26 04:45:00,0.214
"647",2023-07-26 05:00:00,0.214
"648",2023-07-26 05:15:00,0.214
"649",2023-07-26 05:30:00,0.214
"650",2023-07-26 05:45:00,0.214
"651",2023-07-26 06:00:00,0.214
"652",2023-07-26 06:15:00,0.214
"653",2023-07-26 06:30:00,0.214
"654",2023-07-26 06:45:00,0.214
"655",2023-07-26 07:00:00,0.214
"656",2023-07-26 07:15:00,0.214
"657",2023-07-26 07:30:00,0.214
"658",2023-07-26 07:45:00,0.214
"659",2023-07-26 08:00:00,0.214
"660",2023-07-26 08:15:00,0.214
"661",2023-07-26 08:30:00,0.214
"662",2023-07-26 08:45:00,0.214
"663",2023-07-26 09:00:00,0.214
"664",2023-07-26 09:15:00,0.214
"665",2023-07-26 09:30:00,0.214
"666",2023-07-26 09:45:00,0.214
"667",2023-07-26 10:00:00,0.214
"668",2023-07-26 10:15:00,0.214
"669",2023-07-26 10:30:00,0.214
"670",2023-07-26 10:45:00,0.214
"671",2023-07-26 11:00:00,0.214
"672",2023-07-26 11:15:00,0.214
"673",2023-07-26 11:30:00,0.214
"674",2023-07-26 11:45:00,0.214
"675",2023-07-26 12:00:00,0.214
"676",2023-07-26 12:15:00,0.214
"677",2023-07-26 12:30:00,0.214
"678",2023-07-26 12:45:00,0.214
"679",2023-07-26 13:00:00,0.214
"680",2023-07-26 13:15:00,0.214
"681",2023-07-26 13:30:00,0.214
"682",2023-07-26 13:45:00,0.214
"683",2023-07-26 14:00:00,0.214
"684",2023-07-26 14:15:00,0.214
"685",2023-07-26 14:30:00,0.214
"686",2023-07-26 14:45:00,0.214
"687",2023-07-26 15:00:00,0.214
"688",2023-07-26 15:15:00,0.214
"689",2023-07-26 15:30:00,0.214
"690",2023-07-26 15:45:00,0.214
"691",2023-07-26 16:00:00,0.214
"692",2023-07-26 16:15:00,0.214
"693",2023-07-26 16:30:00,0.214
"694",2023-07-26 16:45:00,0.214
"695",2023-07-26 17:00:00,0.214
"696",2023-07-26 17:15:00,0.214
"697",2023-07-26 17:30:00,0.214
"698",2023-07-26 17:45:00,0.214
"699",2023-07-26 18:00:00,0.214
"700",2023-07-26 18:15:00,0.214
